id,season,week,season_type,start_date,neutral_site,conference_game,attendance,venue_id,venue,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3]
401019488,2018,3,regular,2018-09-15T23:00:00.000Z,false,false,0,3674,Skelly Field at H. A. Chapman Stadium,Tulsa,American Athletic,20,7,0,3,10,Arkansas State,Sun Belt,29,3,10,14,2
401012277,2018,3,regular,2018-09-15T23:00:00.000Z,false,true,0,3974,Vaught-Hemingway Stadium,Ole Miss,SEC,7,7,0,0,0,Alabama,SEC,62,28,21,10,3
401012864,2018,3,regular,2018-09-15T23:30:00.000Z,false,false,0,3793,Kinnick Stadium,Iowa,Big Ten,38,7,14,17,0,Northern Iowa,,14,0,0,0,14
401013343,2018,3,regular,2018-09-15T23:30:00.000Z,false,false,0,3911,Ryan Field,Northwestern,Big Ten,34,7,14,7,6,Akron,Mid-American,39,0,3,23,13
401012278,2018,3,regular,2018-09-15T23:30:00.000Z,false,false,0,3693,Davis Wade Stadium,Mississippi State,SEC,56,14,21,14,7,Louisiana,Sun Belt,10,3,0,0,7
401012282,2018,3,regular,2018-09-15T23:30:00.000Z,false,false,0,3795,Kyle Field,Texas A&M,SEC,48,7,17,10,14,Louisiana Monroe,Sun Belt,10,3,7,0,0
401012279,2018,3,regular,2018-09-15T23:30:00.000Z,false,false,0,3907,Ross-Ade Stadium,Purdue,Big Ten,37,7,17,3,10,Missouri,SEC,40,13,14,10,3
401013113,2018,3,regular,2018-09-15T23:30:00.000Z,false,false,0,3873,Papa John's Cardinal Stadium,Louisville,ACC,20,0,3,3,14,Western Kentucky,Conference USA,17,7,7,0,3
401013359,2018,3,regular,2018-09-15T23:30:00.000Z,false,false,0,218,FIU Stadium,Florida International,Conference USA,63,14,28,14,7,UMass,FBS Independents,24,7,3,14,0
401013439,2018,3,regular,2018-09-16T00:00:00.000Z,false,false,0,3601,Aggie Memorial Stadium,New Mexico State,,25,17,0,0,8,New Mexico,Mountain West,42,7,14,7,14
401012745,2018,3,regular,2018-09-16T00:00:00.000Z,false,false,0,3820,Martin Stadium,Washington State,Pac-12,59,14,14,7,24,Eastern Washington,,24,0,10,14,0
401013074,2018,3,regular,2018-09-16T00:00:00.000Z,true,false,0,3687,AT&T Stadium,TCU,Big 12,28,7,7,14,0,Ohio State,Big Ten,40,10,3,20,7
401012739,2018,3,regular,2018-09-16T00:00:00.000Z,false,false,0,3910,Darrell K Royal-Texas Memorial Stadium,Texas,Big 12,37,3,13,21,0,USC,Pac-12,14,14,0,0,0
401022521,2018,3,regular,2018-09-16T02:00:00.000Z,false,false,0,3914,Sam Boyd Stadium,UNLV,Mountain West,46,20,14,0,12,Prairie View,,17,0,0,14,3
401012742,2018,3,regular,2018-09-16T02:10:00.000Z,false,true,0,587,Rice-Eccles Stadium,Utah,Pac-12,7,7,0,0,0,Washington,Pac-12,21,7,7,7,0
401012738,2018,3,regular,2018-09-16T02:30:00.000Z,false,false,0,3932,Qualcomm Stadium,San Diego State,Mountain West,28,0,14,3,11,Arizona State,Pac-12,21,7,7,0,7
401012740,2018,3,regular,2018-09-16T02:30:00.000Z,false,false,0,1056,Rose Bowl,UCLA,Pac-12,14,0,7,7,0,Fresno State,Mountain West,38,13,3,15,7
401012737,2018,3,regular,2018-09-16T03:00:00.000Z,false,false,0,3619,Arizona Stadium,Arizona,Pac-12,62,7,17,24,14,Southern Utah,,31,0,17,0,14
