id,season,week,season_type,start_date,neutral_site,conference_game,attendance,venue_id,venue,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3]
401019477,2018,2,regular,2018-09-08T00:00:00.000Z,false,false,0,3735,Gerald J. Ford Stadium,SMU,American Athletic,12,9,3,0,0,TCU,Big 12,42,0,14,14,14
401013108,2018,2,regular,2018-09-08T16:00:00.000Z,false,false,0,3630,BB&T Field,Wake Forest,ACC,51,14,24,3,10,Towson,,20,14,6,0,0
401012726,2018,2,regular,2018-09-08T16:00:00.000Z,false,false,0,4728,John O'Quinn Field at TDECU Stadium,Houston,American Athletic,45,21,10,7,7,Arizona,Pac-12,18,0,0,10,8
401013100,2018,2,regular,2018-09-08T16:00:00.000Z,false,false,0,3886,Raymond James Stadium,South Florida,American Athletic,49,14,7,7,21,Georgia Tech,ACC,38,17,0,14,7
401013352,2018,2,regular,2018-09-08T16:00:00.000Z,false,false,0,3907,Ross-Ade Stadium,Purdue,Big Ten,19,6,6,0,7,Eastern Michigan,Mid-American,20,7,3,0,10
401013098,2018,2,regular,2018-09-08T16:00:00.000Z,false,false,0,3911,Ryan Field,Northwestern,Big Ten,7,7,0,0,0,Duke,ACC,21,0,21,0,0
401013355,2018,2,regular,2018-09-08T16:00:00.000Z,false,false,0,347,Camp Randall Stadium,Wisconsin,Big Ten,45,3,7,14,21,New Mexico,Mountain West,14,7,0,0,7
401012271,2018,2,regular,2018-09-08T16:00:00.000Z,false,false,0,3973,Vanderbilt Stadium,Vanderbilt,SEC,41,0,17,17,7,Nevada,Mountain West,10,0,10,0,0
401012889,2018,2,regular,2018-09-08T16:00:00.000Z,false,false,0,3558,Michigan Stadium,Michigan,Big Ten,49,21,14,7,7,Western Michigan,Mid-American,3,0,0,0,3
401012266,2018,2,regular,2018-09-08T16:00:00.000Z,false,false,0,3636,Bill Snyder Family Football Stadium,Kansas State,Big 12,10,3,0,7,0,Mississippi State,SEC,31,3,14,7,7
401013367,2018,2,regular,2018-09-08T16:00:00.000Z,false,false,0,3841,Blaik Field at Michie Stadium,Army,FBS Independents,38,14,3,7,14,Liberty,,14,0,0,14,0
401013104,2018,2,regular,2018-09-08T16:30:00.000Z,false,false,0,3670,Carter-Finley Stadium,NC State,ACC,41,10,10,7,14,Georgia State,Sun Belt,7,7,0,0,0
401013097,2018,2,regular,2018-09-08T17:00:00.000Z,false,false,0,3615,Alumni Stadium,Boston College,ACC,62,21,13,14,14,Holy Cross,,14,0,0,7,7
401012728,2018,2,regular,2018-09-08T17:00:00.000Z,false,false,0,3835,Gaylord Family Oklahoma Memorial Stadium,Oklahoma,Big 12,49,14,7,14,14,UCLA,Pac-12,21,7,0,0,14
401014983,2018,2,regular,2018-09-08T18:00:00.000Z,false,false,0,3715,FAU Stadium,Florida Atlantic,Conference USA,33,6,13,6,8,Air Force,Mountain West,26,0,7,13,6
401012731,2018,2,regular,2018-09-08T18:00:00.000Z,false,false,0,3626,Autzen Stadium,Oregon,Pac-12,62,14,21,14,13,Portland State,,14,0,7,0,7
401013107,2018,2,regular,2018-09-08T18:00:00.000Z,false,false,0,3799,Lane Stadium,Virginia Tech,ACC,62,17,21,17,7,William & Mary,,17,0,7,7,3
401013049,2018,2,regular,2018-09-08T19:00:00.000Z,false,false,0,3786,Kelly/Shorts Stadium,Central Michigan,Mid-American,7,0,0,7,0,Kansas,Big 12,31,0,7,14,10
401012729,2018,2,regular,2018-09-08T19:30:00.000Z,false,false,0,3834,Memorial Stadium,Nebraska,Big Ten,28,7,14,7,0,Colorado,Pac-12,33,14,3,10,6
401012268,2018,2,regular,2018-09-08T19:30:00.000Z,false,true,0,3994,Williams-Brice Stadium,South Carolina,SEC,17,7,3,0,7,Georgia,SEC,41,17,3,21,0
401012260,2018,2,regular,2018-09-08T19:30:00.000Z,false,false,0,3657,Bryant Denny Stadium,Alabama,SEC,57,19,21,10,7,Arkansas State,Sun Belt,7,0,0,7,0
401020677,2018,2,regular,2018-09-08T19:30:00.000Z,false,false,0,3696,Dix Stadium,Kent State,Mid-American,54,16,10,21,7,Howard,,14,0,0,14,0
401020678,2018,2,regular,2018-09-08T19:30:00.000Z,false,false,0,3768,Summa Field at InfoCision Stadium,Akron,Mid-American,41,17,10,14,0,Morgan State,,7,0,0,0,7
401013106,2018,2,regular,2018-09-08T19:30:00.000Z,false,false,0,1964,Carrier Dome,Syracuse,ACC,62,21,24,14,3,Wagner,,10,7,0,0,3
401012821,2018,2,regular,2018-09-08T19:30:00.000Z,false,true,0,3861,Ohio Stadium,Ohio State,Big Ten,52,14,21,10,7,Rutgers,Big Ten,3,0,0,3,0
401013377,2018,2,regular,2018-09-08T19:30:00.000Z,false,false,0,3855,Notre Dame Stadium,Notre Dame,FBS Independents,24,7,7,10,0,Ball State,Mid-American,16,3,3,0,10
401019478,2018,2,regular,2018-09-08T19:30:00.000Z,false,false,0,3806,Lincoln Financial Field,Temple,American Athletic,29,0,7,7,15,Buffalo,Mid-American,36,6,6,10,14
401013103,2018,2,regular,2018-09-08T19:30:00.000Z,false,false,0,3699,Dowdy-Ficklen Stadium,East Carolina,American Athletic,41,7,14,7,13,North Carolina,ACC,19,6,13,0,0
401019479,2018,2,regular,2018-09-08T19:30:00.000Z,false,true,0,3852,Navy-Marine Corps Memorial Stadium,Navy,American Athletic,22,3,6,0,13,Memphis,American Athletic,21,0,7,14,0
401013322,2018,2,regular,2018-09-08T20:00:00.000Z,false,false,0,3784,Jones AT&T Stadium,Texas Tech,Big 12,77,14,28,14,21,Lamar,,0,0,0,0,0
401012265,2018,2,regular,2018-09-08T20:00:00.000Z,false,false,0,3974,Vaught-Hemingway Stadium,Ole Miss,SEC,76,14,21,14,27,Southern Illinois,,41,21,17,3,0
