id,season,week,season_type,start_date,neutral_site,conference_game,attendance,venue_id,venue,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3]
401019497,2018,5,regular,2018-09-29T19:30:00.000Z,false,true,0,3892,Rentschler Field,Connecticut,American Athletic,7,7,0,0,0,Cincinnati,American Athletic,49,7,14,21,7
401020750,2018,5,regular,2018-09-29T19:30:00.000Z,false,true,0,3996,Yager Stadium,Miami (OH),Mid-American,39,17,10,6,6,Western Michigan,Mid-American,40,14,0,13,13
401013060,2018,5,regular,2018-09-29T19:30:00.000Z,false,true,0,3636,Bill Snyder Family Football Stadium,Kansas State,Big 12,14,0,0,7,7,Texas,Big 12,19,7,12,0,0
401022525,2018,5,regular,2018-09-29T20:00:00.000Z,false,true,0,3713,Falcon Stadium,Air Force,Mountain West,25,0,7,10,8,Nevada,Mountain West,28,7,14,7,0
401012294,2018,5,regular,2018-09-29T20:00:00.000Z,false,false,0,3785,Jordan-Hare Stadium,Auburn,SEC,24,7,7,7,3,Southern Mississippi,Conference USA,13,0,3,3,7
401012299,2018,5,regular,2018-09-29T20:00:00.000Z,false,false,0,3973,Vanderbilt Stadium,Vanderbilt,SEC,31,0,10,14,7,Tennessee State,,27,0,13,7,7
401012892,2018,5,regular,2018-09-29T20:47:00.000Z,false,true,0,3911,Ryan Field,Northwestern,Big Ten,17,10,7,0,0,Michigan,Big Ten,20,0,7,6,7
401012756,2018,5,regular,2018-09-29T22:00:00.000Z,false,true,0,3820,Martin Stadium,Washington State,Pac-12,28,7,14,0,7,Utah,Pac-12,24,14,7,3,0
401020688,2018,5,regular,2018-09-29T22:00:00.000Z,false,true,0,3912,Rynearson Stadium,Eastern Michigan,Mid-American,23,10,0,0,3,Northern Illinois,Mid-American,26,3,10,0,0
401012298,2018,5,regular,2018-09-29T22:00:00.000Z,false,true,0,3693,Davis Wade Stadium,Mississippi State,SEC,6,3,3,0,0,Florida,SEC,13,0,3,7,3
401021666,2018,5,regular,2018-09-29T22:00:00.000Z,false,true,0,3608,Paulson Stadium,Georgia Southern,Sun Belt,28,0,7,7,14,Arkansas State,Sun Belt,21,0,3,11,7
401013451,2018,5,regular,2018-09-29T22:00:00.000Z,false,false,0,3971,University Stadium,New Mexico,Mountain West,43,7,3,13,20,Liberty,,52,21,21,0,10
401013041,2018,5,regular,2018-09-29T23:00:00.000Z,false,true,0,3616,Amon G. Carter Stadium,TCU,Big 12,17,0,7,7,3,Iowa State,Big 12,14,0,7,0,7
401015003,2018,5,regular,2018-09-29T23:00:00.000Z,false,true,0,3725,"Johnny Red"""" Floyd Stadium""""",Middle Tennessee,Conference USA,25,0,10,7,8,Florida Atlantic,Conference USA,24,14,7,3,0
401022526,2018,5,regular,2018-09-29T23:00:00.000Z,false,true,0,3984,War Memorial Stadium,Wyoming,Mountain West,14,0,0,7,7,Boise State,Mountain West,34,7,17,3,7
401022527,2018,5,regular,2018-09-29T23:00:00.000Z,false,true,0,3935,Spartan Stadium,San José State,Mountain West,41,0,17,7,7,Hawai'i,Mountain West,44,3,7,6,15
401015007,2018,5,regular,2018-09-29T23:00:00.000Z,false,true,0,3604,Alamodome,UT San Antonio,Conference USA,30,7,17,0,6,UTEP,Conference USA,21,7,0,7,7
401013132,2018,5,regular,2018-09-29T23:00:00.000Z,false,true,0,3982,Wallace Wade Stadium,Duke,ACC,14,7,0,0,7,Virginia Tech,ACC,31,3,14,7,7
401015001,2018,5,regular,2018-09-29T23:00:00.000Z,false,true,0,3803,Legion Field,UAB,Conference USA,28,14,7,0,7,Charlotte,Conference USA,7,0,0,0,7
401019498,2018,5,regular,2018-09-29T23:00:00.000Z,false,false,0,3735,Gerald J. Ford Stadium,SMU,American Athletic,63,21,14,14,14,Houston Baptist,,27,3,7,10,7
401015002,2018,5,regular,2018-09-29T23:30:00.000Z,false,false,0,218,FIU Stadium,Florida International,Conference USA,55,17,21,17,0,Arkansas-Pine Bluff,,9,3,0,3,3
401015005,2018,5,regular,2018-09-29T23:30:00.000Z,false,true,0,3796,Houchens Industries-L. T. Smith Stadium,Western Kentucky,Conference USA,17,3,7,0,7,Marshall,Conference USA,20,7,3,0,10
401012758,2018,5,regular,2018-09-29T23:30:00.000Z,false,false,0,3855,Notre Dame Stadium,Notre Dame,FBS Independents,38,14,7,3,14,Stanford,Pac-12,17,7,7,3,0
401012296,2018,5,regular,2018-09-29T23:30:00.000Z,false,true,0,3683,Commonwealth Stadium,Kentucky,SEC,24,3,21,0,0,South Carolina,SEC,10,3,0,7,0
401013347,2018,5,regular,2018-09-29T23:30:00.000Z,false,true,0,3632,Beaver Stadium,Penn State,Big Ten,26,3,10,0,13,Ohio State,Big Ten,27,0,7,7,13
401015004,2018,5,regular,2018-09-29T23:30:00.000Z,false,true,0,3825,Apogee Stadium,North Texas,Conference USA,27,21,0,6,0,Louisiana Tech,Conference USA,29,6,20,3,0
401012755,2018,5,regular,2018-09-30T00:30:00.000Z,false,false,0,3765,Husky Stadium,Washington,Pac-12,35,7,14,14,0,BYU,FBS Independents,7,0,0,0,7
401012297,2018,5,regular,2018-09-30T01:00:00.000Z,false,true,0,3958,Tiger Stadium,LSU,SEC,45,14,14,7,10,Ole Miss,SEC,16,3,3,7,3
401012754,2018,5,regular,2018-09-30T02:00:00.000Z,false,true,0,3947,Sun Devil Stadium,Arizona State,Pac-12,52,10,21,7,14,Oregon State,Pac-12,24,0,17,7,0
401020689,2018,5,regular,2018-09-30T02:30:00.000Z,false,false,0,3660,Bulldog Stadium,Fresno State,Mountain West,49,7,21,21,0,Toledo,Mid-American,27,7,6,0,14
401012753,2018,5,regular,2018-09-30T02:30:00.000Z,false,true,0,3619,Arizona Stadium,Arizona,Pac-12,20,0,0,7,13,USC,Pac-12,24,7,10,7,0
401012757,2018,5,regular,2018-09-30T02:30:00.000Z,false,true,0,3831,California Memorial Stadium,California,Pac-12,24,3,7,7,7,Oregon,Pac-12,42,7,21,7,7
