,id,week,offense,offense_conference,defense,defense_conference,offense_score,defense_score,drive_id,period,clock.minutes,clock.seconds,yard_line,down,distance,yards_gained,play_type,play_text,home_team,away_team,neutral_site,conference_game,home_score,away_score
33557,401012746,3,Idaho State,,California,Pac-12,3,21,40101274611,2,10,0,65,1,0,89,Kickoff,"Campbell Sheidow kickoff for 54 yds , Ashtyn Davis return for 89 yds for a TD (Greg Thomas KICK)",California,Idaho State,False,False,21,3
34117,401012822,3,Kansas,Big 12,Rutgers,Big Ten,10,7,4010128226,1,9,0,81,4,7,64,Blocked Field Goal,Gabriel Rui 36 yd FG BLOCKED blocked by Deonte Roberts  Deonte Roberts return for 64 yds for a TD (Justin Davidovicz KICK),Kansas,Rutgers,False,False,10,7
34335,401012853,3,Ball State,Mid-American,Indiana,Big Ten,3,17,4010128535,2,12,0,53,4,4,86,Punt,"Nathan Snyder punt for 39 yds , J-Shun Harris II returns for 86 yds for a TD (Logan Justus KICK)",Indiana,Ball State,False,False,17,3
34778,401012874,3,Temple,American Athletic,Maryland,Big Ten,28,14,40101287422,4,8,0,55,4,2,27,Blocked Punt,Connor Bowler punt blocked by Jesse Aniebonam blocked by Jesse Aniebonam  Jesse Aniebonam return for 27 yds for a TD (Joseph Petrino KICK),Maryland,Temple,False,False,14,28
35102,401013028,3,Duke,ACC,Baylor,Big 12,23,13,40101302820,3,6,0,62,4,2,33,Blocked Punt,TEAM punt blocked by blocked by  JaMycal Hasty return for 33 yds for a TD (Connor Martin KICK),Baylor,Duke,False,False,13,23
35794,401013109,3,Boston College,ACC,Wake Forest,ACC,14,14,40101310914,2,8,0,64,4,3,0,Blocked Punt,"Grant Carlson punt blocked by Demetrius Kemp recovered by Malik Grate for a TD, (Nick Sciba KICK)",Wake Forest,Boston College,False,True,14,14
37437,401013337,3,Nebraska,Big Ten,Troy,Sun Belt,0,10,4010133378,2,12,0,10,4,7,58,Punt,"Caleb Lightbourn punt for 48 yds , Cedarius Rookard returns for 58 yds for a TD (Tyler Sumpter KICK)",Nebraska,Troy,False,False,0,10
37744,401013343,3,Northwestern,Big Ten,Akron,Mid-American,28,32,40101334326,4,8,0,19,3,4,0,Sack,"Clayton Thorson sacked by Josh Ward for a loss of 8 yards Clayton Thorson fumbled, recovered by Akron Ulysees Gilbert III , return for 0 yards for a TD (Kato Nelson fumbled)",Northwestern,Akron,False,False,28,32
38258,401013359,3,UMass,FBS Independents,Florida International,Conference USA,17,49,40101335919,3,9,0,73,4,13,69,Punt,"George Georgopoulos punt for 42 yds , Maurice Alexander returns for 69 yds for a TD (Jose Borregales KICK)",Florida International,UMass,False,False,49,17
38805,401013491,3,Boise State,Mountain West,Oklahoma State,Big 12,14,34,40101349115,3,5,0,73,4,8,13,Blocked Punt,Joel Velazquez punt blocked by Jarrick Bernard blocked by Jarrick Bernard  Za'Carrius Green return for 13 yds for a TD (Matt Ammendola KICK),Oklahoma State,Boise State,False,False,34,14
39749,401019485,3,Cincinnati,American Athletic,Alabama A&M,,63,7,40101948523,4,10,0,95,1,5,0,Fumble Recovery (Own),"Tavion Thomas run for 3 yds Tavion Thomas fumbled, forced by Selmar Russell, recovered by Cincy Wilson Huber for a TD (Cole Smith KICK)",Cincinnati,Alabama A&M,False,False,63,7
40569,401020680,3,Delaware State,,Western Michigan,Mid-American,0,21,4010206807,2,14,0,77,4,7,93,Punt,"Fidel Romo-Martinez punt for 70 yds , Jayden Reed returns for 93 yds for a TD (Gavin Peddie KICK)",Western Michigan,Delaware State,False,False,21,0
40676,401020680,3,Delaware State,,Western Michigan,Mid-American,0,58,40102068022,4,10,0,75,4,10,76,Punt,"Fidel Romo-Martinez punt for 51 yds , Tyron Arnett returns for 76 yds for a TD (Gavin Peddie KICK)",Western Michigan,Delaware State,False,False,58,0
41550,401022519,3,Tennessee Tech,,Utah State,Mountain West,6,45,40102251916,2,2,0,77,4,12,59,Punt,"Luke Maynard punt for 36 yds , Jordan Nathan returns for 59 yds for a TD (Dominik Eberle KICK)",Utah State,Tennessee Tech,False,False,45,6
45147,401012891,4,Nebraska,Big Ten,Michigan,Big Ten,0,46,40101289119,3,9,1,89,4,7,60,Punt,"Caleb Lightbourn punt for 49 yds , Donovan Peoples-Jones returns for 60 yds for a TD (Quinn Nordin KICK)",Michigan,Nebraska,False,True,46,0
47608,401013127,4,Connecticut,American Athletic,Syracuse,ACC,14,38,40101312720,3,10,35,79,4,24,69,Punt,"Luke Magliozzi punt for 48 yds , Sean Riley returns for 69 yds for a TD (Andre Szmyt KICK)",Syracuse,Connecticut,False,False,38,14
48479,401013360,4,Charlotte,Conference USA,UMass,FBS Independents,0,7,4010133601,1,14,47,65,1,10,93,Kickoff,"Jonathan Cruz kickoff for 58 yds , Marquis Young return for 93 yds for a TD (Mike Caggiano KICK)",UMass,Charlotte,False,False,7,0
48657,401013440,4,UTEP,Conference USA,New Mexico State,,0,7,4010134401,1,13,5,29,4,6,19,Blocked Punt,Mitchell Crawford punt blocked by Christian Gibson blocked by Christian Gibson  Izaiah Lottie return for 19 yds for a TD (Dylan Brown KICK),UTEP,New Mexico State,False,False,0,7
51392,401020684,4,Central Michigan,Mid-American,Maine,,17,9,40102068425,4,6,23,15,4,12,0,Blocked Punt,Jack Sheldon punt blocked by Richard Carr blocked by Richard Carr  Richard Carr return for no gain for a TD,Central Michigan,Maine,False,False,17,9
51453,401020685,4,Nevada,Mountain West,Toledo,Mid-American,7,14,4010206856,1,3,7,73,4,5,9,Blocked Punt,TEAM punt blocked by Desmond Phillips blocked by Desmond Phillips  Reggie Gilliam return for 9 yds for a TD (Jameson Vest KICK),Toledo,Nevada,False,False,14,7
51465,401020685,4,Nevada,Mountain West,Toledo,Mid-American,14,21,40102068511,2,14,43,65,1,0,98,Kickoff,"Ramiz Ahmed kickoff for 63 yds , Diontae Johnson return for 98 yds for a TD (Jameson Vest KICK)",Toledo,Nevada,False,False,21,14
52000,401021661,4,Gardner-Webb,,Appalachian State,Sun Belt,0,14,4010216612,1,11,53,97,4,14,0,Blocked Punt,Crimmins Hankinson punt blocked by Steven Jones blocked by Steven Jones  Steven Jones return for no gain for a TD (Chandler Staton KICK),Appalachian State,Gardner-Webb,False,False,14,0
52050,401021661,4,Gardner-Webb,,Appalachian State,Sun Belt,7,42,40102166110,2,12,42,78,4,13,62,Punt,"Crimmins Hankinson punt for 40 yds , Clifton Duck returns for 62 yds for a TD (Chandler Staton KICK)",Appalachian State,Gardner-Webb,False,False,42,7
53307,401012292,5,Louisiana,Sun Belt,Alabama,SEC,0,21,4010122924,1,8,2,76,4,11,63,Punt,"Rhys Byrns punt for 39 yds , Jaylen Waddle returns for 63 yds for a TD (Joseph Bulovas KICK)",Alabama,Louisiana,False,False,21,0
53436,401012293,5,Arkansas,SEC,Texas A&M,SEC,0,7,4010122931,1,14,46,65,1,10,100,Kickoff,"Connor Limpert kickoff for 65 yds , Jashaun Corbin return for 100 yds for a TD (Seth Small KICK)",Texas A&M,Arkansas,True,True,7,0
57009,401013060,5,Kansas State,Big 12,Texas,Big 12,0,7,4010130602,1,5,25,35,4,6,90,Punt,"Andrew Hicks punt for 55 yds , D'Shawn Jamison returns for 90 yds for a TD (Cameron Dicker KICK)",Kansas State,Texas,False,True,0,7
58341,401013136,5,UCF,American Athletic,Pittsburgh,ACC,14,7,4010131367,1,1,13,33,4,15,86,Punt,"Mac Loudermilk punt for 53 yds , Rafael Araujo-Lopes returns for 86 yds for a TD (Alex Kessman KICK)",UCF,Pittsburgh,False,False,14,7
59523,401013369,5,Buffalo,Mid-American,Army,FBS Independents,7,21,4010133697,2,4,5,89,4,8,80,Blocked Field Goal,Adam Mitcheson 28 yd FG BLOCKED blocked by Wunmi Oyetuga  Elijah Riley return for 80 yds for a TD (John Abercrombie KICK),Buffalo,Army,False,False,7,21
60184,401015002,5,Florida International,Conference USA,Arkansas-Pine Bluff,,24,3,40101500210,2,13,23,37,1,10,37,Fumble Recovery (Own),"James Morgan pass complete to Maurice Alexander for 20 yds for a TD Maurice Alexander fumbled, forced by A.C. Gilliam, recovered by FlaIn Austin Maloney  , return for 37 yds",Florida International,Arkansas-Pine Bluff,False,False,24,3
61463,401019498,5,SMU,American Athletic,Houston Baptist,,28,10,40101949813,2,6,41,35,1,0,95,Kickoff,"Kevin Robledo kickoff for 60 yds , LaDarius Dickens return for 95 yds for a TD (Alec Chadwick KICK)",SMU,Houston Baptist,False,False,28,10
62242,401020750,5,Western Michigan,Mid-American,Miami (OH),Mid-American,0,7,4010207502,1,14,47,65,1,10,99,Kickoff,"Cameron Braaten kickoff for 64 yds , Maurice Thomas return for 99 yds for a TD, (Samuel Sloman KICK)",Miami (OH),Western Michigan,False,True,7,0
62779,401021667,5,Coastal Carolina,Sun Belt,Troy,Sun Belt,0,7,4010216671,1,14,46,65,1,10,96,Kickoff,"Massimo Biscardi kickoff for 61 yds , Marcus Jones return for 96 yds for a TD (Tyler Sumpter KICK)",Troy,Coastal Carolina,False,True,7,0
63074,401021668,5,Louisiana Monroe,Sun Belt,Georgia State,Sun Belt,14,46,40102166822,4,12,36,90,4,7,49,Punt,"Jared Porter punt for 39 yds , Penny Hart returns for 49 yds for a TD (Brandon Wright KICK)",Georgia State,Louisiana Monroe,False,True,46,14
63681,401022527,5,San José State,Mountain West,Hawai'i,Mountain West,38,38,40102252726,5,0,0,87,1,10,13,Rush,"Malike Roberson run for 13 yds for a TD Malike Roberson run for 13 yds for a TD, (Bryce Crawford KICK)",San José State,Hawai'i,False,True,38,38
64392,401012303,6,Ole Miss,SEC,Louisiana Monroe,Sun Belt,63,14,40101230320,3,4,0,27,4,5,71,Punt,"Mac Brown punt for 44 yds , Marcus Green returns for 71 yds for a TD (Craig Ford KICK)",Ole Miss,Louisiana Monroe,False,False,63,14
65118,401012759,6,California,Pac-12,Arizona,Pac-12,14,16,40101275916,3,3,0,35,2,11,34,Pass Interception Return,"Brandon McIlwain pass intercepted for a TD Colin Schooler return for 39 yds for a TD Colin Schooler fumbled, forced by Jeremiah Hawkins, recovered by Ariz Azizi Hearn  , return for 34 yds",Arizona,California,False,True,16,14
65544,401012762,6,Oregon State,Pac-12,Washington State,Pac-12,0,14,4010127622,1,12,0,19,4,7,5,Blocked Punt,"Luke Loecher punt blocked by Kainoa Wilson blocked by Kainoa Wilson  Tristan Brock return for 5 yds for a TD, (Blake Mazza KICK)",Oregon State,Washington State,False,True,0,14
67868,401013139,6,NC State,ACC,Boston College,ACC,28,23,40101313922,4,3,0,22,4,2,0,Punt,"A.J. Cole III punt , Travis Levy returns for no gain for a TD (Colton Lichtenberg KICK)",NC State,Boston College,False,True,28,23
71190,401019503,6,East Carolina,American Athletic,Temple,American Athletic,0,28,4010195038,2,12,0,81,4,16,59,Punt,"Jonn Young punt for 40 yds , Isaiah Wright returns for 59 yds for a TD, (Will Mobley KICK)",Temple,East Carolina,False,True,28,0
72521,401020812,6,Akron,Mid-American,Miami (OH),Mid-American,16,14,40102081214,3,11,0,16,4,6,46,Punt,"Nick Gasser punt for 40 yds , Joshua Allen returns for 2 yds for a TD Joshua Allen fumbled, forced by Devon Jones, recovered by Akron Ulysees Gilbert III  , return for 46 yds",Akron,Miami (OH),False,True,16,14
72582,401020812,6,Miami (OH),Mid-American,Akron,Mid-American,41,17,40102081227,4,6,0,1,1,1,0,Fumble Recovery (Own),"Davion Johnson run for a loss of 1 yard Davion Johnson fumbled, forced by Josh Ward, recovered by MiaOh Jordan Rigg for a TD (Samuel Sloman KICK)",Akron,Miami (OH),False,True,17,41
76813,401013043,7,Iowa State,Big 12,West Virginia,Big 12,20,14,40101304312,2,2,58,78,4,9,72,Blocked Field Goal,Connor Assalley 40 yd FG BLOCKED blocked by Kenny Bigelow Jr.  Derrek Pitts Jr. return for 72 yds for a TD (Evan Staley KICK),Iowa State,West Virginia,False,True,20,14
77353,401013144,7,Louisville,ACC,Boston College,ACC,20,21,40101314415,2,3,42,80,4,9,0,Blocked Punt,TEAM punt blocked by blocked by  Travis Levy return for no gain for a TD (Colton Lichtenberg KICK),Boston College,Louisville,False,True,21,20
78581,401013442,7,Louisiana,Sun Belt,New Mexico State,,21,14,4010134426,1,2,55,35,1,0,87,Kickoff,"Kyle Pfau kickoff for 52 yds , Jason Huntley return for 87 yds for a TD (Dylan Brown KICK)",Louisiana,New Mexico State,False,False,21,14
78586,401013442,7,Louisiana,Sun Belt,New Mexico State,,28,14,4010134427,1,2,4,21,2,14,79,Pass Reception,Levi Lewis pass complete to Jarrod Jackson for no gain lat. to Earnest Patterson for 79 yds for a TD (Kyle Pfau KICK),Louisiana,New Mexico State,False,False,28,14
79864,401015018,7,Rice,Conference USA,UAB,Conference USA,0,14,4010150184,1,8,57,18,4,9,0,Blocked Punt,Jack Fox punt blocked by Chase Biles blocked by Chase Biles  Chase Biles return for no gain for a TD (Nick Vogel KICK),Rice,UAB,False,True,0,14
81880,401020760,7,Western Michigan,Mid-American,Bowling Green,Mid-American,27,28,40102076021,3,0,26,60,1,17,16,Fumble Recovery (Own),"Jon Wassink pass complete to Keishawn Watson for 36 yds for a TD Keishawn Watson fumbled, forced by Jerry McBride III, recovered by WMich Keishawn Watson  , return for 16 yds",Bowling Green,Western Michigan,False,True,28,27
82724,401022533,7,Air Force,Mountain West,San Diego State,Mountain West,9,14,40102253314,2,0,8,64,4,1,19,Blocked Punt,Charlie Scott punt blocked by Kaelin Himphill blocked by Kaelin Himphill  Trenton Thompson return for 19 yds for a TD (John Baron II KICK),San Diego State,Air Force,False,True,14,9
83212,401022536,7,UNLV,Mountain West,Utah State,Mountain West,7,28,40102253610,2,11,35,59,4,17,16,Blocked Punt,Hayes Hicken punt blocked by Deven Thompkins blocked by Deven Thompkins  Baron Gajkowski return for 16 yds for a TD (Dominik Eberle KICK),Utah State,UNLV,False,True,28,7
84146,401012316,8,Auburn,SEC,Ole Miss,SEC,24,9,40101231615,3,6,0,55,3,3,0,Fumble Recovery (Own),"JaTarvious Whitlow run for 54 yds JaTarvious Whitlow fumbled, forced by Jalen Julius, recovered by Aub Anthony Schwartz for a TD, (Anders Carlson KICK)",Ole Miss,Auburn,False,True,9,24
86361,401012867,8,Maryland,Big Ten,Iowa,Big Ten,0,23,40101286713,3,3,0,90,2,10,0,Fumble Recovery (Opponent),"Tyrrell Pigrome run for a loss of 2 yards Tyrrell Pigrome fumbled, recovered by Iowa Anthony Nelson for a TD, (Miguel Recinos KICK)",Iowa,Maryland,False,True,23,0
87682,401013152,8,Syracuse,ACC,North Carolina,ACC,20,21,40101315219,3,6,0,17,4,5,75,Punt,"Sterling Hofrichter punt for 58 yds , Dazz Newsome returns for 75 yds for a TD, (Freeman Jones KICK)",Syracuse,North Carolina,False,True,20,21
87774,401013152,8,North Carolina,ACC,Syracuse,ACC,34,34,40101315237,5,0,0,9,2,7,9,Pass Reception,"Nathan Elliott pass complete to Beau Corrales for 9 yds for a TD Nathan Elliott pass complete to Beau Corrales for 9 yds for a TD Nathan Elliott pass complete to Beau Corrales for 9 yds for a TD, (Freeman Jones KICK)",Syracuse,North Carolina,False,True,34,34
89085,401015019,8,Middle Tennessee,Conference USA,Charlotte,Conference USA,21,6,40101501925,4,9,0,75,2,13,0,Fumble Recovery (Own),"Brent Stockstill pass complete to Gatlin Casey for 24 yds for a TD Gatlin Casey fumbled, forced by Nafees Lyon, recovered by MTnSt Gatlin Casey for a TD (Crews Holt KICK)",Middle Tennessee,Charlotte,False,True,21,6
92928,401022540,8,Wyoming,Mountain West,Utah State,Mountain West,6,24,40102254024,3,4,0,35,1,0,99,Kickoff,"Cooper Rothe kickoff for 64 yds , Savon Scarver return for 99 yds for a TD (Dominik Eberle KICK)",Wyoming,Utah State,False,True,6,24
94183,401012322,9,Missouri,SEC,Kentucky,SEC,14,9,40101232220,4,5,0,10,4,3,67,Punt,"Corey Fatony punt for 57 yds , Lynn Bowden Jr. returns for 67 yds for a TD",Missouri,Kentucky,False,True,14,9
94759,401012776,9,Arizona State,Pac-12,USC,Pac-12,0,7,4010127761,1,12,0,58,4,3,82,Punt,"Michael Sleep-Dalton punt for 40 yds , Tyler Vaughns returns for 82 yds for a TD (Michael Brown KICK)",USC,Arizona State,False,True,7,0
94876,401012776,9,USC,Pac-12,Arizona State,Pac-12,28,31,40101277619,3,2,0,55,4,10,92,Punt,"Reid Budrovich punt for 37 yds , N'Keal Harry returns for 92 yds for a TD (Brandon Ruiz KICK)",USC,Arizona State,False,True,28,31
95499,401012811,9,Illinois,Big Ten,Maryland,Big Ten,3,7,4010128113,1,11,0,65,1,0,97,Kickoff,"Chase McLaughlin kickoff for 62 yds , Javon Leake return for 97 yds for a TD (Joseph Petrino KICK)",Maryland,Illinois,False,True,7,3
96425,401013044,9,Iowa State,Big 12,Texas Tech,Big 12,0,7,4010130442,1,11,0,17,4,11,0,Blocked Punt,Corey Dunn punt blocked by Thomas Leggett blocked by Thomas Leggett for a TD (Clayton Hatfield KICK),Iowa State,Texas Tech,False,True,0,7
96575,401013044,9,Iowa State,Big 12,Texas Tech,Big 12,31,31,40101304421,4,12,0,6,2,8,0,Sack,"Brock Purdy sacked by Riko Jeffers for a loss of 6 yards Brock Purdy fumbled, forced by Riko Jeffers, recovered by TexTc Dakota Allen , return for 0 yards for a TD (Clayton Hatfield KICK)",Iowa State,Texas Tech,False,True,31,31
103519,401085385,9,Bethune-Cookman,,Nebraska,Big Ten,0,14,4010853852,1,10,0,70,4,1,77,Punt,"Javaunie Francis punt for 47 yds , JD Spielman returns for 77 yds for a TD (Barret Pickering KICK)",Nebraska,Bethune-Cookman,False,False,14,0
104375,401012328,10,Ole Miss,SEC,South Carolina,SEC,0,7,4010123281,1,14,43,35,1,10,90,Kickoff,"Luke Logan kickoff for 55 yds , Deebo Samuel return for 90 yds for a TD (Parker White KICK) OLE MISS Penalty, Defensive offside ( Yards) declined",Ole Miss,South Carolina,False,True,0,7
104768,401012330,10,Charlotte,Conference USA,Tennessee,SEC,0,7,4010123302,1,7,42,54,4,16,82,Punt,"Kyle Corbett punt for 36 yds , Marquez Callaway returns for 82 yds for a TD (Brent Cimaglia KICK)",Tennessee,Charlotte,False,False,7,0
105283,401012782,10,UCLA,Pac-12,Oregon,Pac-12,0,7,4010127822,1,11,8,88,4,12,56,Punt,"Stefan Flintoft punt for 44 yds , Ugochukwu Amadi returns for 56 yds for a TD (Adam Stack KICK)",Oregon,UCLA,False,True,7,0
106930,401013034,10,Oklahoma State,Big 12,Baylor,Big 12,10,14,40101303410,2,2,24,67,4,9,7,Blocked Punt,"TEAM punt blocked by blocked by  Trestan Ebner return for 7 yds for a TD Drew Galitz kickoff for 3 yds for a touchback Taylor Cornelius pass complete to Tyron Johnson for 11 yds to the OKSt 36 for a 1ST down Taylor Cornelius pass complete to Justice Hill for 4 yds to the OKSt 40 Taylor Cornelius pass complete to Tyron Johnson for 5 yds to the OKSt 45 Cornelius, T. pass incomplete to Wallace, Tylan, PENALTY BU pass interference (Thomas,Derrek) 15 yards to the BU40, 1ST DOWN OSU, NO PLAY. Chuba Hubbard run for 7 yds to the Bayl 33 (Connor Martin KICK)",Baylor,Oklahoma State,False,True,14,10
109437,401013445,10,Alcorn State,,New Mexico State,,0,7,4010134451,1,14,47,65,1,10,99,Kickoff,"Corey McCullough kickoff for 64 yds , Jason Huntley return for 99 yds for a TD (Dylan Brown KICK)",New Mexico State,Alcorn State,False,False,7,0
109647,401015032,10,Florida Atlantic,Conference USA,Florida International,Conference USA,7,0,4010150321,1,12,31,3,3,2,0,Fumble Recovery (Own),"Devin Singletary run for 2 yds Devin Singletary fumbled, recovered by FlAtl Devin Singletary for a TD (Vladimir Rivas KICK)",Florida International,Florida Atlantic,False,True,0,7
111573,401019522,10,SMU,American Athletic,Houston,American Athletic,17,14,40101952210,2,12,0,24,3,11,24,Fumble Recovery (Opponent),"Ben Hicks pass complete to Xavier Jones for 1 yd for a TD Xavier Jones fumbled, recovered by Houst Gleson Sprewell  , return for 24 yds (Dalton Witherspoon KICK)",SMU,Houston,False,True,17,14
112151,401020771,10,Ball State,Mid-American,Toledo,Mid-American,0,21,4010207715,1,7,43,72,3,7,0,Sack,"Drew Plitt sacked by Terrance Taylor for a loss of 28 yards Drew Plitt fumbled, recovered by Toled Tuzar Skipper , return for 0 yards for a TD (Jameson Vest KICK)",Toledo,Ball State,False,True,21,0
112552,401020773,10,Western Michigan,Mid-American,Ohio,Mid-American,0,21,4010207735,1,2,49,16,4,2,13,Blocked Punt,"Nick Mihalic punt blocked by DL Knock blocked by DL Knock  Alvin Floyd return for 13 yds for a TD, (Louie Zervos KICK)",Western Michigan,Ohio,False,True,0,21
113168,401021685,10,Louisiana Monroe,Sun Belt,Georgia Southern,Sun Belt,41,25,40102168522,4,10,37,27,4,5,5,Blocked Punt,Jared Porter punt blocked by NaJee Thompson blocked by NaJee Thompson  Benz Josue return for 5 yds for a TD (Tyler Bass KICK),Louisiana Monroe,Georgia Southern,False,True,41,25
117238,401012886,11,Michigan State,Big Ten,Ohio State,Big Ten,6,16,40101288624,4,14,3,2,1,10,0,Fumble Recovery (Opponent),"TEAM run for a loss of 2 yards TEAM fumbled, recovered by OhSt Dre'Mont Jones for a TD (Blake Haubeil KICK)",Michigan State,Ohio State,False,True,6,16
119402,401013174,11,Liberty,,Virginia,ACC,17,31,40101317412,3,14,50,75,1,10,90,Kickoff,"Alex Probert kickoff for 65 yds , Joe Reed return for 90 yds for a TD (Brian Delaney KICK)",Virginia,Liberty,False,False,31,17
