offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_time.minutes,end_period,end_yardline,end_time.minutes,end_time.seconds,elapsed.seconds,plays,yards,drive_result
Illinois,Big Ten,Purdue,Big Ten,401012809,4010128091,false,1,23,15,1,44,12,54,6,5,21,PUNT
Purdue,Big Ten,Illinois,Big Ten,401012809,4010128092,false,1,86,12,1,77,9,40,14,7,9,PUNT
Illinois,Big Ten,Purdue,Big Ten,401012809,4010128093,true,1,23,9,1,100,8,7,33,6,77,TD
Purdue,Big Ten,Illinois,Big Ten,401012809,4010128094,true,1,75,8,1,0,6,25,42,5,75,TD
Illinois,Big Ten,Purdue,Big Ten,401012809,4010128095,false,1,25,6,1,29,5,41,44,3,4,PUNT
Purdue,Big Ten,Illinois,Big Ten,401012809,4010128096,true,1,65,5,1,0,4,6,35,3,65,TD
Illinois,Big Ten,Purdue,Big Ten,401012809,4010128097,false,1,25,4,1,16,2,46,20,3,-9,PUNT
Purdue,Big Ten,Illinois,Big Ten,401012809,4010128098,true,1,58,2,2,0,14,56,50,8,58,TD
Illinois,Big Ten,Purdue,Big Ten,401012809,4010128099,false,2,19,14,2,80,10,12,44,12,61,MISSED FG
Maryland,Big Ten,Rutgers,Big Ten,401012825,4010128251,false,1,22,15,1,52,10,53,7,7,30,PUNT
Rutgers,Big Ten,Maryland,Big Ten,401012825,4010128252,false,1,98,10,1,92,9,30,23,3,6,PUNT
Maryland,Big Ten,Rutgers,Big Ten,401012825,4010128253,false,1,40,9,1,56,7,29,1,4,16,PUNT
Rutgers,Big Ten,Maryland,Big Ten,401012825,4010128254,false,1,94,7,1,62,3,40,49,6,32,PUNT
Maryland,Big Ten,Rutgers,Big Ten,401012825,4010128255,true,1,14,3,1,100,,56,44,5,86,TD
Maryland,Big Ten,Rutgers,Big Ten,401012825,4010128256,true,1,77,,1,78,,,56,4,1,FG
Rutgers,Big Ten,Maryland,Big Ten,401012825,4010128257,false,2,75,15,2,73,14,20,40,3,2,INT
Maryland,Big Ten,Rutgers,Big Ten,401012825,4010128258,true,2,65,14,2,100,11,19,1,6,35,TD
Rutgers,Big Ten,Maryland,Big Ten,401012825,4010128259,false,2,75,11,2,58,,,19,6,17,PUNT
Indiana,Big Ten,Iowa,Big Ten,401012856,4010128561,true,1,25,15,1,89,10,32,28,13,64,FG
Iowa,Big Ten,Indiana,Big Ten,401012856,4010128562,true,1,74,10,1,0,7,15,17,10,74,TD
Indiana,Big Ten,Iowa,Big Ten,401012856,4010128563,false,1,25,7,1,9,5,28,47,4,0,DOWNS
Indiana,Big Ten,Iowa,Big Ten,401012856,4010128564,true,1,70,5,1,28,1,21,7,11,28,DOWNS TD
Indiana,Big Ten,Iowa,Big Ten,401012856,4010128565,false,1,25,1,1,28,,17,4,3,0,DOWNS
Indiana,Big Ten,Iowa,Big Ten,401012856,4010128566,false,1,78,,2,38,12,51,26,6,19,INT
Indiana,Big Ten,Iowa,Big Ten,401012856,4010128567,true,2,66,12,2,100,12,17,34,2,34,TD
Iowa,Big Ten,Indiana,Big Ten,401012856,4010128568,true,2,38,12,2,0,10,3,14,4,38,TD
Indiana,Big Ten,Iowa,Big Ten,401012856,4010128569,false,2,25,10,2,12,7,39,24,5,0,DOWNS
Michigan State,Big Ten,Penn State,Big Ten,401012883,4010128831,false,1,75,15,1,48,11,16,44,8,27,PUNT
Penn State,Big Ten,Michigan State,Big Ten,401012883,4010128832,false,1,20,11,1,67,8,43,33,6,47,FUMBLE
Michigan State,Big Ten,Penn State,Big Ten,401012883,4010128833,false,1,69,8,1,49,6,35,8,4,20,PUNT
Penn State,Big Ten,Michigan State,Big Ten,401012883,4010128834,true,1,6,6,1,100,5,3,32,4,94,TD
Michigan State,Big Ten,Penn State,Big Ten,401012883,4010128835,false,1,75,5,1,66,3,37,26,4,9,PUNT
Penn State,Big Ten,Michigan State,Big Ten,401012883,4010128836,false,1,27,3,1,31,2,28,9,3,4,PUNT
Michigan State,Big Ten,Penn State,Big Ten,401012883,4010128837,true,1,81,2,2,0,13,25,3,11,81,TD
Penn State,Big Ten,Michigan State,Big Ten,401012883,4010128838,false,2,25,13,2,30,12,9,16,3,5,PUNT
Michigan State,Big Ten,Penn State,Big Ten,401012883,4010128839,false,2,78,12,2,75,10,16,53,3,3,PUNT
Wisconsin,Big Ten,Michigan,Big Ten,401012893,4010128931,false,1,75,15,1,54,11,52,8,5,21,PUNT
Michigan,Big Ten,Wisconsin,Big Ten,401012893,4010128932,false,1,22,11,1,77,4,28,24,13,55,MISSED FG
Wisconsin,Big Ten,Michigan,Big Ten,401012893,4010128933,false,1,77,4,1,43,,,28,8,34,PUNT
Michigan,Big Ten,Wisconsin,Big Ten,401012893,4010128934,true,1,14,,2,100,13,33,27,3,86,TD
Wisconsin,Big Ten,Michigan,Big Ten,401012893,4010128935,true,2,71,13,2,0,11,26,7,4,71,TD
Michigan,Big Ten,Wisconsin,Big Ten,401012893,4010128936,false,2,25,11,2,30,10,1,25,3,5,PUNT
Wisconsin,Big Ten,Michigan,Big Ten,401012893,4010128937,false,2,62,10,2,64,7,57,4,3,-2,PUNT
Michigan,Big Ten,Wisconsin,Big Ten,401012893,4010128938,true,2,32,7,2,76,4,12,45,7,44,FG
Wisconsin,Big Ten,Michigan,Big Ten,401012893,4010128939,false,2,75,4,2,75,4,,12,1,0,INT
Texas,Big 12,Baylor,Big 12,401013032,4010130321,true,1,25,15,1,77,8,57,3,14,52,FG
Baylor,Big 12,Texas,Big 12,401013032,4010130322,true,1,75,8,1,0,3,8,49,11,75,TD
Texas,Big 12,Baylor,Big 12,401013032,4010130323,true,1,25,3,2,82,14,56,12,10,57,FG
Baylor,Big 12,Texas,Big 12,401013032,4010130324,false,2,75,14,2,75,14,29,27,3,0,PUNT
Texas,Big 12,Baylor,Big 12,401013032,4010130325,false,2,23,14,2,34,12,35,54,6,11,PUNT
Baylor,Big 12,Texas,Big 12,401013032,4010130326,false,2,84,12,2,84,10,44,51,3,0,PUNT
Texas,Big 12,Baylor,Big 12,401013032,4010130327,false,2,58,10,2,48,9,31,13,3,-10,PUNT
Baylor,Big 12,Texas,Big 12,401013032,4010130328,true,2,78,9,2,27,5,3,28,11,51,FG
Texas,Big 12,Baylor,Big 12,401013032,4010130329,true,2,25,5,2,100,4,21,42,3,75,TD
West Virginia,Big 12,Iowa State,Big 12,401013043,4010130431,false,1,75,15,1,50,12,5,55,5,25,PUNT
Iowa State,Big 12,West Virginia,Big 12,401013043,4010130432,false,1,18,12,1,25,10,48,17,3,7,PUNT
West Virginia,Big 12,Iowa State,Big 12,401013043,4010130433,false,1,76,10,1,70,8,38,10,4,6,PUNT
Iowa State,Big 12,West Virginia,Big 12,401013043,4010130434,false,1,39,8,1,39,8,30,8,1,0,INT
West Virginia,Big 12,Iowa State,Big 12,401013043,4010130435,true,1,44,8,1,0,6,47,43,4,44,TD
Iowa State,Big 12,West Virginia,Big 12,401013043,4010130436,true,1,35,6,1,100,4,24,23,6,65,TD
West Virginia,Big 12,Iowa State,Big 12,401013043,4010130437,false,1,84,4,1,79,2,17,7,3,5,PUNT
Iowa State,Big 12,West Virginia,Big 12,401013043,4010130438,true,1,47,2,1,100,,13,4,6,53,TD
West Virginia,Big 12,Iowa State,Big 12,401013043,4010130439,false,1,75,,2,67,13,25,48,4,8,PUNT
Kansas State,Big 12,Oklahoma State,Big 12,401013061,4010130611,false,1,31,15,1,66,13,11,49,6,35,MISSED FG
Oklahoma State,Big 12,Kansas State,Big 12,401013061,4010130612,false,1,66,13,1,47,11,38,33,5,13,PUNT
Kansas State,Big 12,Oklahoma State,Big 12,401013061,4010130613,false,1,16,11,1,20,9,41,57,3,4,PUNT
Oklahoma State,Big 12,Kansas State,Big 12,401013061,4010130614,true,1,68,9,1,32,5,4,37,10,36,FG
Kansas State,Big 12,Oklahoma State,Big 12,401013061,4010130615,true,1,36,5,2,86,13,28,32,13,50,FG
Oklahoma State,Big 12,Kansas State,Big 12,401013061,4010130616,false,2,77,13,2,33,11,22,6,5,44,INT
Kansas State,Big 12,Oklahoma State,Big 12,401013061,4010130617,false,2,20,11,2,24,9,55,27,3,4,PUNT
Oklahoma State,Big 12,Kansas State,Big 12,401013061,4010130618,true,2,57,9,2,5,7,23,32,6,52,FG
Kansas State,Big 12,Oklahoma State,Big 12,401013061,4010130619,false,2,25,7,2,29,,,23,3,4,PUNT
TCU,Big 12,Texas Tech,Big 12,401013076,4010130761,false,1,16,15,1,22,12,17,43,4,14,PUNT
Texas Tech,Big 12,TCU,Big 12,401013076,4010130762,true,1,58,12,1,5,6,14,3,13,53,FG
TCU,Big 12,Texas Tech,Big 12,401013076,4010130763,false,1,19,6,1,46,,30,44,14,30,DOWNS
Texas Tech,Big 12,TCU,Big 12,401013076,4010130764,false,1,97,,2,95,13,51,39,3,2,PUNT
TCU,Big 12,Texas Tech,Big 12,401013076,4010130765,true,2,58,13,2,100,12,14,37,4,42,TD
Texas Tech,Big 12,TCU,Big 12,401013076,4010130766,false,2,82,12,2,45,8,33,41,9,45,DOWNS
TCU,Big 12,Texas Tech,Big 12,401013076,4010130767,false,2,46,8,2,68,5,53,40,6,25,FUMBLE
Texas Tech,Big 12,TCU,Big 12,401013076,4010130768,false,2,71,5,2,71,3,5,48,5,9,DOWNS
TCU,Big 12,Texas Tech,Big 12,401013076,4010130769,false,2,22,3,2,58,1,11,54,5,36,PUNT
Louisville,ACC,Boston College,ACC,401013144,4010131441,false,1,76,15,1,87,13,58,2,3,-11,PUNT
Boston College,ACC,Louisville,ACC,401013144,4010131442,true,1,55,13,1,100,12,23,35,5,45,TD
Louisville,ACC,Boston College,ACC,401013144,4010131443,false,1,92,12,1,83,10,14,9,3,9,PUNT
Boston College,ACC,Louisville,ACC,401013144,4010131444,true,1,53,10,1,100,9,,14,4,47,TD
Louisville,ACC,Boston College,ACC,401013144,4010131445,false,1,75,9,1,38,5,34,26,8,37,PUNT
Boston College,ACC,Louisville,ACC,401013144,4010131446,false,1,5,5,1,6,5,26,8,1,1,FUMBLE
Louisville,ACC,Boston College,ACC,401013144,4010131447,true,1,6,5,1,0,3,44,42,4,6,TD
Boston College,ACC,Louisville,ACC,401013144,4010131448,false,1,25,3,1,25,3,44,,0,0,FUMBLE
Louisville,ACC,Boston College,ACC,401013144,4010131449,true,1,40,3,1,0,1,37,7,5,40,TD
Duke,ACC,Georgia Tech,ACC,401013145,4010131451,true,1,52,14,1,0,13,25,23,4,52,TD
Georgia Tech,ACC,Duke,ACC,401013145,4010131452,false,1,19,13,1,20,11,15,10,3,1,PUNT
Duke,ACC,Georgia Tech,ACC,401013145,4010131453,false,1,71,11,1,51,8,33,42,7,20,DOWNS
Georgia Tech,ACC,Duke,ACC,401013145,4010131454,false,1,51,8,1,60,6,40,53,4,9,DOWNS
Duke,ACC,Georgia Tech,ACC,401013145,4010131455,false,1,60,6,1,25,4,9,31,7,35,FUMBLE
Georgia Tech,ACC,Duke,ACC,401013145,4010131456,false,1,26,4,1,81,,,9,12,56,DOWNS
Duke,ACC,Georgia Tech,ACC,401013145,4010131457,false,2,81,13,2,66,10,22,39,6,15,PUNT
Georgia Tech,ACC,Duke,ACC,401013145,4010131458,false,2,23,10,2,41,5,39,43,8,18,PUNT
Duke,ACC,Georgia Tech,ACC,401013145,4010131459,false,2,96,5,2,89,,,39,3,7,PUNT
North Carolina,ACC,Virginia Tech,ACC,401013147,4010131471,false,1,25,15,1,35,14,50,10,1,10,FUMBLE
Virginia Tech,ACC,North Carolina,ACC,401013147,4010131472,true,1,45,14,1,0,13,5,45,4,45,TD
North Carolina,ACC,Virginia Tech,ACC,401013147,4010131473,true,1,25,13,1,84,9,42,23,7,59,FG
Virginia Tech,ACC,North Carolina,ACC,401013147,4010131474,false,1,89,9,1,59,7,46,56,6,30,INT
North Carolina,ACC,Virginia Tech,ACC,401013147,4010131475,false,1,49,7,1,55,5,34,12,3,6,PUNT
Virginia Tech,ACC,North Carolina,ACC,401013147,4010131476,false,1,90,5,1,81,3,45,49,5,9,PUNT
North Carolina,ACC,Virginia Tech,ACC,401013147,4010131477,true,1,53,3,1,87,1,11,34,8,34,FG
Virginia Tech,ACC,North Carolina,ACC,401013147,4010131478,false,1,75,1,1,60,,,11,5,15,PUNT
North Carolina,ACC,Virginia Tech,ACC,401013147,4010131479,false,2,15,14,2,29,12,40,9,6,14,PUNT
Notre Dame,FBS Independents,Pittsburgh,ACC,401013148,4010131481,false,1,25,15,1,43,11,9,51,8,18,PUNT
Pittsburgh,ACC,Notre Dame,FBS Independents,401013148,4010131482,true,1,88,11,1,0,1,26,43,17,88,TD
Notre Dame,FBS Independents,Pittsburgh,ACC,401013148,4010131483,false,1,25,1,1,52,,,26,4,27,INT
Pittsburgh,ACC,Notre Dame,FBS Independents,401013148,4010131484,false,1,62,,2,55,12,28,32,3,7,PUNT
Notre Dame,FBS Independents,Pittsburgh,ACC,401013148,4010131485,false,2,25,12,2,37,10,4,24,5,12,PUNT
Pittsburgh,ACC,Notre Dame,FBS Independents,401013148,4010131486,false,2,85,10,2,86,8,8,56,3,-1,PUNT
Notre Dame,FBS Independents,Pittsburgh,ACC,401013148,4010131487,true,2,51,8,2,95,4,34,34,10,44,FG
Pittsburgh,ACC,Notre Dame,FBS Independents,401013148,4010131488,false,2,75,4,2,74,3,32,2,3,2,PUNT
Notre Dame,FBS Independents,Pittsburgh,ACC,401013148,4010131489,true,2,34,3,2,68,,,32,12,42,DOWNS
Minnesota,Big Ten,Ohio State,Big Ten,401013331,4010133311,false,1,75,15,1,49,13,10,50,4,26,INT
Ohio State,Big Ten,Minnesota,Big Ten,401013331,4010133312,true,1,13,13,1,96,9,3,7,12,83,FG
Minnesota,Big Ten,Ohio State,Big Ten,401013331,4010133313,true,1,75,9,1,0,3,44,19,11,75,TD
Ohio State,Big Ten,Minnesota,Big Ten,401013331,4010133314,true,1,33,3,1,100,1,7,37,6,75,TD
Minnesota,Big Ten,Ohio State,Big Ten,401013331,4010133315,true,1,75,1,2,0,11,53,14,9,75,TD
Ohio State,Big Ten,Minnesota,Big Ten,401013331,4010133316,false,2,25,11,2,83,7,31,22,11,57,DOWNS
Minnesota,Big Ten,Ohio State,Big Ten,401013331,4010133317,false,2,82,7,2,45,6,12,19,3,58,FUMBLE
Ohio State,Big Ten,Minnesota,Big Ten,401013331,4010133318,true,2,24,6,2,100,3,59,13,6,76,TD
Minnesota,Big Ten,Ohio State,Big Ten,401013331,4010133319,false,2,86,3,2,67,1,21,38,5,19,PUNT
Nebraska,Big Ten,Northwestern,Big Ten,401013340,4010133401,true,1,75,15,1,0,13,32,28,4,75,TD
Northwestern,Big Ten,Nebraska,Big Ten,401013340,4010133402,false,1,35,13,1,54,12,8,24,4,19,PUNT
Nebraska,Big Ten,Northwestern,Big Ten,401013340,4010133403,false,1,80,12,1,28,7,12,56,12,52,MISSED FG
Northwestern,Big Ten,Nebraska,Big Ten,401013340,4010133404,false,1,28,7,1,37,5,40,32,3,9,PUNT
Nebraska,Big Ten,Northwestern,Big Ten,401013340,4010133405,false,1,78,5,1,70,3,48,52,3,8,PUNT
Northwestern,Big Ten,Nebraska,Big Ten,401013340,4010133406,false,1,30,3,2,59,13,39,9,10,29,PUNT
Nebraska,Big Ten,Northwestern,Big Ten,401013340,4010133407,false,2,91,13,2,60,10,44,55,7,31,PUNT
Northwestern,Big Ten,Nebraska,Big Ten,401013340,4010133408,true,2,20,10,2,100,7,41,3,9,80,TD
Nebraska,Big Ten,Northwestern,Big Ten,401013340,4010133409,false,2,62,7,2,57,6,33,8,3,5,PUNT
San José State,Mountain West,Army,FBS Independents,401013370,4010133701,false,1,27,15,1,36,13,36,24,3,9,PUNT
Army,FBS Independents,San José State,Mountain West,401013370,4010133702,false,1,58,13,1,42,10,51,45,5,16,PUNT
San José State,Mountain West,Army,FBS Independents,401013370,4010133703,true,1,22,10,1,68,4,14,37,13,46,FG
Army,FBS Independents,San José State,Mountain West,401013370,4010133704,true,1,75,4,2,0,14,47,21,8,75,TD
San José State,Mountain West,Army,FBS Independents,401013370,4010133705,false,2,24,14,2,58,11,35,12,7,34,PUNT
Army,FBS Independents,San José State,Mountain West,401013370,4010133706,false,2,89,11,2,72,8,5,30,6,17,PUNT
San José State,Mountain West,Army,FBS Independents,401013370,4010133707,false,2,23,8,2,32,6,34,31,3,9,PUNT
Army,FBS Independents,San José State,Mountain West,401013370,4010133708,true,2,57,6,2,0,,6,28,12,57,TD
San José State,Mountain West,Army,FBS Independents,401013370,4010133709,false,2,28,,2,35,,,6,1,7,END OF HALF
Louisiana,Sun Belt,New Mexico State,,401013442,4010134421,true,1,25,15,1,100,12,50,10,6,75,TD
New Mexico State,,Louisiana,Sun Belt,401013442,4010134422,false,1,81,12,1,84,11,36,14,3,-3,PUNT
Louisiana,Sun Belt,New Mexico State,,401013442,4010134423,true,1,45,11,1,100,9,36,,6,55,TD
New Mexico State,,Louisiana,Sun Belt,401013442,4010134424,true,1,65,9,1,0,8,39,57,3,65,TD
Louisiana,Sun Belt,New Mexico State,,401013442,4010134425,true,1,17,8,1,100,2,55,44,14,83,TD
New Mexico State,,Louisiana,Sun Belt,401013442,4010134426,true,1,0,2,1,0,2,55,,0,0,TD
Louisiana,Sun Belt,New Mexico State,,401013442,4010134427,true,1,25,2,1,100,2,4,51,2,75,TD
New Mexico State,,Louisiana,Sun Belt,401013442,4010134428,false,1,62,2,1,23,,,4,9,39,DOWNS
Louisiana,Sun Belt,New Mexico State,,401013442,4010134429,true,2,23,15,2,100,12,30,30,6,77,TD
Liberty,,Troy,Sun Belt,401013452,4010134521,false,1,22,15,1,29,13,32,28,3,7,PUNT
Troy,Sun Belt,Liberty,,401013452,4010134522,false,1,65,13,1,67,12,15,17,3,-2,PUNT
Liberty,,Troy,Sun Belt,401013452,4010134523,false,1,16,12,1,22,10,41,34,3,6,INT
