offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_time.minutes,end_period,end_yardline,end_time.minutes,end_time.seconds,elapsed.seconds,plays,yards,drive_result
Memphis,American Athletic,Wake Forest,ACC,401032063,4010320639,true,2,0,11,2,0,11,4,12,0,0,TD
Houston,American Athletic,Army,FBS Independents,401032064,4010320641,false,1,57,15,1,39,11,45,15,7,18,PUNT
Army,FBS Independents,Houston,American Athletic,401032064,4010320642,true,1,20,11,1,100,3,58,47,14,80,TD
Houston,American Athletic,Army,FBS Independents,401032064,4010320643,false,1,77,3,1,47,,51,7,6,30,PUNT
Army,FBS Independents,Houston,American Athletic,401032064,4010320644,true,1,20,,1,100,,,51,2,80,TD
Houston,American Athletic,Army,FBS Independents,401032064,4010320645,true,2,75,15,2,75,14,46,14,1,-2,FUMBLE TD
Houston,American Athletic,Army,FBS Independents,401032064,4010320646,true,2,77,14,2,0,12,4,42,9,77,TD
Army,FBS Independents,Houston,American Athletic,401032064,4010320647,true,2,38,12,2,100,10,46,18,3,62,TD
Houston,American Athletic,Army,FBS Independents,401032064,4010320648,false,2,75,10,2,97,8,46,,3,-22,PUNT
Army,FBS Independents,Houston,American Athletic,401032064,4010320649,true,2,92,8,2,100,7,24,22,3,8,TD
Buffalo,Mid-American,Troy,Sun Belt,401032065,4010320651,true,1,75,15,1,0,13,12,48,5,75,TD
Troy,Sun Belt,Buffalo,Mid-American,401032065,4010320652,true,1,26,13,1,100,11,47,25,3,74,TD
Buffalo,Mid-American,Troy,Sun Belt,401032065,4010320653,false,1,78,11,1,59,8,57,50,6,19,INT
Troy,Sun Belt,Buffalo,Mid-American,401032065,4010320654,false,1,63,8,1,96,7,13,44,5,33,DOWNS
Buffalo,Mid-American,Troy,Sun Belt,401032065,4010320655,false,1,96,7,1,81,4,21,52,5,15,PUNT
Troy,Sun Belt,Buffalo,Mid-American,401032065,4010320656,false,1,43,4,1,43,2,4,17,3,0,PUNT
Buffalo,Mid-American,Troy,Sun Belt,401032065,4010320657,true,1,96,2,2,0,11,6,58,14,96,TD
Troy,Sun Belt,Buffalo,Mid-American,401032065,4010320658,false,2,29,11,2,29,10,,6,3,0,PUNT
Buffalo,Mid-American,Troy,Sun Belt,401032065,4010320659,false,2,77,10,2,58,8,49,11,2,19,FUMBLE
Hawai'i,Mountain West,Louisiana Tech,Conference USA,401032066,4010320661,false,1,75,15,1,51,12,39,21,4,24,PUNT
Louisiana Tech,Conference USA,Hawai'i,Mountain West,401032066,4010320662,false,1,13,12,1,45,9,9,30,9,32,PUNT
Hawai'i,Mountain West,Louisiana Tech,Conference USA,401032066,4010320663,false,1,95,9,1,82,7,46,23,4,13,PUNT
Louisiana Tech,Conference USA,Hawai'i,Mountain West,401032066,4010320664,false,1,54,7,1,57,5,33,13,3,3,PUNT
Hawai'i,Mountain West,Louisiana Tech,Conference USA,401032066,4010320665,false,1,90,5,1,92,4,12,21,3,-2,PUNT
Louisiana Tech,Conference USA,Hawai'i,Mountain West,401032066,4010320666,true,1,49,4,1,93,1,8,4,9,44,FG
Hawai'i,Mountain West,Louisiana Tech,Conference USA,401032066,4010320667,false,1,54,1,2,58,14,51,17,3,-4,PUNT
Louisiana Tech,Conference USA,Hawai'i,Mountain West,401032066,4010320668,false,2,31,14,2,65,11,41,10,7,40,FUMBLE
Hawai'i,Mountain West,Louisiana Tech,Conference USA,401032066,4010320669,true,2,71,11,2,0,8,20,21,7,71,TD
Minnesota,Big Ten,Georgia Tech,ACC,401032068,4010320681,true,1,75,15,1,13,9,42,18,10,62,FG
Georgia Tech,ACC,Minnesota,Big Ten,401032068,4010320682,false,1,26,9,1,26,7,25,17,3,0,PUNT
Minnesota,Big Ten,Georgia Tech,ACC,401032068,4010320683,true,1,48,7,1,0,4,14,11,7,48,TD
Georgia Tech,ACC,Minnesota,Big Ten,401032068,4010320684,false,1,25,4,1,23,2,11,3,3,-2,PUNT
Minnesota,Big Ten,Georgia Tech,ACC,401032068,4010320685,true,1,35,2,2,9,11,57,14,9,26,FG
Georgia Tech,ACC,Minnesota,Big Ten,401032068,4010320686,false,2,29,11,2,63,6,18,39,10,34,PUNT
Minnesota,Big Ten,Georgia Tech,ACC,401032068,4010320687,false,2,86,6,2,36,,18,,13,50,MISSED FG
Georgia Tech,ACC,Minnesota,Big Ten,401032068,4010320688,true,2,36,,2,35,,,18,4,37,END OF HALF
Georgia Tech,ACC,Minnesota,Big Ten,401032068,4010320689,false,3,4,15,3,42,11,14,46,6,17,PUNT
California,Pac-12,TCU,Big 12,401032069,4010320691,false,1,65,15,1,33,11,26,34,8,32,PUNT
TCU,Big 12,California,Pac-12,401032069,4010320692,false,1,5,11,1,20,8,42,44,6,15,PUNT
California,Pac-12,TCU,Big 12,401032069,4010320693,false,1,78,8,1,60,5,41,1,6,18,PUNT
TCU,Big 12,California,Pac-12,401032069,4010320694,false,1,17,5,1,17,5,2,39,2,0,INT
California,Pac-12,TCU,Big 12,401032069,4010320695,true,1,34,5,1,0,4,33,29,2,34,TD
TCU,Big 12,California,Pac-12,401032069,4010320696,false,1,28,4,1,28,3,27,6,3,0,PUNT
California,Pac-12,TCU,Big 12,401032069,4010320697,false,1,74,3,1,44,2,17,10,4,30,INT
TCU,Big 12,California,Pac-12,401032069,4010320698,false,1,38,2,2,53,14,46,31,6,15,INT
California,Pac-12,TCU,Big 12,401032069,4010320699,false,2,17,14,2,14,14,1,45,2,3,INT
Temple,American Athletic,Duke,ACC,401032070,4010320701,false,1,75,15,1,66,13,5,55,3,9,PUNT
Duke,ACC,Temple,American Athletic,401032070,4010320702,true,1,23,13,1,100,10,36,29,6,77,TD
Temple,American Athletic,Duke,ACC,401032070,4010320703,true,1,26,10,1,0,8,43,53,5,26,TD
Duke,ACC,Temple,American Athletic,401032070,4010320704,true,1,20,8,1,52,5,42,1,8,32,INT TD
Duke,ACC,Temple,American Athletic,401032070,4010320705,false,1,24,5,1,18,4,38,4,3,-6,PUNT
Temple,American Athletic,Duke,ACC,401032070,4010320706,false,1,60,4,1,48,3,6,32,4,12,FUMBLE
Duke,ACC,Temple,American Athletic,401032070,4010320707,false,1,40,3,1,44,1,47,19,3,4,PUNT
Temple,American Athletic,Duke,ACC,401032070,4010320708,false,1,87,1,2,70,14,43,4,5,17,PUNT
Duke,ACC,Temple,American Athletic,401032070,4010320709,false,2,31,14,2,38,13,38,5,3,7,INT
Wisconsin,Big Ten,Miami,ACC,401032071,4010320711,true,1,35,15,1,100,11,56,4,6,65,TD
Miami,ACC,Wisconsin,Big Ten,401032071,4010320712,false,1,70,11,1,70,11,37,19,1,0,INT
Wisconsin,Big Ten,Miami,ACC,401032071,4010320713,true,1,93,11,1,100,11,30,7,1,7,TD
Miami,ACC,Wisconsin,Big Ten,401032071,4010320714,false,1,75,11,1,55,8,52,38,6,20,PUNT
Wisconsin,Big Ten,Miami,ACC,401032071,4010320715,false,1,18,8,1,78,3,38,14,8,60,INT
Miami,ACC,Wisconsin,Big Ten,401032071,4010320716,true,1,92,3,1,16,1,15,23,6,76,FG
Wisconsin,Big Ten,Miami,ACC,401032071,4010320717,false,1,25,1,2,77,10,54,21,11,52,MISSED FG
Miami,ACC,Wisconsin,Big Ten,401032071,4010320718,false,2,77,10,2,71,9,18,36,3,6,PUNT
Wisconsin,Big Ten,Miami,ACC,401032071,4010320719,false,2,31,9,2,24,7,23,55,3,-7,PUNT
Vanderbilt,SEC,Baylor,Big 12,401032072,4010320721,true,1,35,15,1,100,14,4,56,3,65,TD
Baylor,Big 12,Vanderbilt,SEC,401032072,4010320722,true,1,75,14,1,6,9,16,48,12,69,FG
Vanderbilt,SEC,Baylor,Big 12,401032072,4010320723,false,1,25,9,1,53,6,54,22,7,28,PUNT
Baylor,Big 12,Vanderbilt,SEC,401032072,4010320724,true,1,73,6,1,0,2,19,35,9,73,TD
Vanderbilt,SEC,Baylor,Big 12,401032072,4010320725,true,1,19,2,1,100,,23,56,4,81,TD
Baylor,Big 12,Vanderbilt,SEC,401032072,4010320726,true,1,75,,2,0,11,33,50,8,75,TD
Vanderbilt,SEC,Baylor,Big 12,401032072,4010320727,true,2,19,11,2,100,9,57,36,3,81,TD
Baylor,Big 12,Vanderbilt,SEC,401032072,4010320728,false,2,75,9,2,8,2,13,44,16,67,MISSED FG
Vanderbilt,SEC,Baylor,Big 12,401032072,4010320729,false,2,20,2,2,73,,,13,14,53,DOWNS
Auburn,SEC,Purdue,Big Ten,401032073,4010320731,true,1,25,15,1,100,13,57,3,3,75,TD
Purdue,Big Ten,Auburn,SEC,401032073,4010320732,false,1,76,13,1,47,10,28,29,7,29,PUNT
Auburn,SEC,Purdue,Big Ten,401032073,4010320733,true,1,13,10,1,100,8,18,10,9,87,TD
Purdue,Big Ten,Auburn,SEC,401032073,4010320734,false,1,77,8,1,75,7,27,51,2,2,INT
Auburn,SEC,Purdue,Big Ten,401032073,4010320735,true,1,82,7,1,100,6,59,28,3,18,TD
Purdue,Big Ten,Auburn,SEC,401032073,4010320736,true,1,78,6,1,0,3,25,34,12,78,TD
Auburn,SEC,Purdue,Big Ten,401032073,4010320737,true,1,25,3,1,100,2,48,37,2,75,TD
Purdue,Big Ten,Auburn,SEC,401032073,4010320738,false,1,75,2,2,56,13,35,13,8,19,DOWNS
Auburn,SEC,Purdue,Big Ten,401032073,4010320739,true,2,56,13,2,100,12,54,41,2,44,TD
Syracuse,ACC,West Virginia,Big 12,401032074,4010320741,false,1,25,15,1,27,14,9,51,3,2,PUNT
West Virginia,Big 12,Syracuse,ACC,401032074,4010320742,false,1,68,14,1,65,13,31,38,3,3,PUNT
Syracuse,ACC,West Virginia,Big 12,401032074,4010320743,false,1,25,13,1,12,11,34,57,3,-13,PUNT
West Virginia,Big 12,Syracuse,ACC,401032074,4010320744,true,1,55,11,1,10,6,42,52,10,45,FG
Syracuse,ACC,West Virginia,Big 12,401032074,4010320745,true,1,9,6,1,100,3,1,41,10,91,TD
West Virginia,Big 12,Syracuse,ACC,401032074,4010320746,false,1,95,3,1,46,,43,18,5,29,PUNT
Syracuse,ACC,West Virginia,Big 12,401032074,4010320747,false,1,20,,1,20,,,43,2,0,INT
West Virginia,Big 12,Syracuse,ACC,401032074,4010320748,true,1,16,,2,0,13,52,8,4,16,TD
Syracuse,ACC,West Virginia,Big 12,401032074,4010320749,false,2,25,13,2,18,11,50,2,3,-7,PUNT
Washington State,Pac-12,Iowa State,Big 12,401032075,4010320751,false,1,21,15,1,36,13,37,23,3,34,FUMBLE
Iowa State,Big 12,Washington State,Pac-12,401032075,4010320752,false,1,55,13,1,53,13,,37,2,2,INT
Washington State,Pac-12,Iowa State,Big 12,401032075,4010320753,false,1,40,13,1,46,11,36,24,3,6,PUNT
Iowa State,Big 12,Washington State,Pac-12,401032075,4010320754,false,1,97,11,1,33,7,48,48,8,64,INT
Washington State,Pac-12,Iowa State,Big 12,401032075,4010320755,true,1,80,7,1,100,6,55,53,3,20,TD
Iowa State,Big 12,Washington State,Pac-12,401032075,4010320756,false,1,75,6,1,57,3,12,43,6,18,PUNT
Washington State,Pac-12,Iowa State,Big 12,401032075,4010320757,false,1,17,3,1,34,,6,6,5,17,PUNT
Iowa State,Big 12,Washington State,Pac-12,401032075,4010320758,false,1,76,,2,38,12,3,3,7,38,PUNT
Washington State,Pac-12,Iowa State,Big 12,401032075,4010320759,true,2,12,12,2,100,6,8,55,13,88,TD
Michigan,Big Ten,Florida,SEC,401032076,4010320761,false,1,32,15,1,62,13,7,53,5,30,DOWNS
Florida,SEC,Michigan,Big Ten,401032076,4010320762,false,1,62,13,1,71,12,11,56,3,-9,PUNT
Michigan,Big Ten,Florida,SEC,401032076,4010320763,false,1,5,12,1,32,9,29,42,6,27,PUNT
Florida,SEC,Michigan,Big Ten,401032076,4010320764,true,1,75,9,1,4,5,37,52,10,71,FG
Michigan,Big Ten,Florida,SEC,401032076,4010320765,true,1,25,5,1,100,2,3,34,9,75,TD
Florida,SEC,Michigan,Big Ten,401032076,4010320766,true,1,75,2,2,9,12,22,41,10,66,FG
Michigan,Big Ten,Florida,SEC,401032076,4010320767,false,2,25,12,2,34,10,8,14,3,9,PUNT
Florida,SEC,Michigan,Big Ten,401032076,4010320768,false,2,67,10,2,61,7,54,14,4,6,PUNT
Michigan,Big Ten,Florida,SEC,401032076,4010320769,true,2,70,7,2,70,5,56,58,4,0,FG
South Carolina,SEC,Virginia,ACC,401032077,4010320771,false,1,65,15,1,43,12,31,29,7,22,DOWNS
Virginia,ACC,South Carolina,SEC,401032077,4010320772,false,1,43,12,1,59,11,22,9,4,16,PUNT
South Carolina,SEC,Virginia,ACC,401032077,4010320773,false,1,80,11,1,71,10,1,21,3,9,PUNT
Virginia,ACC,South Carolina,SEC,401032077,4010320774,true,1,23,10,1,100,3,30,31,13,77,TD
South Carolina,SEC,Virginia,ACC,401032077,4010320775,false,1,75,3,2,28,14,47,43,12,47,MISSED FG
Virginia,ACC,South Carolina,SEC,401032077,4010320776,false,2,28,14,2,56,10,18,29,8,28,PUNT
South Carolina,SEC,Virginia,ACC,401032077,4010320777,false,2,93,10,2,59,8,52,26,6,34,PUNT
Virginia,ACC,South Carolina,SEC,401032077,4010320778,true,2,10,8,2,100,,42,10,14,90,TD
South Carolina,SEC,Virginia,ACC,401032077,4010320779,false,2,75,,2,35,,1,41,6,33,DOWNS
Alabama,SEC,Oklahoma,Big 12,401032078,4010320781,true,1,25,15,1,100,11,54,6,7,75,TD
Oklahoma,Big 12,Alabama,SEC,401032078,4010320782,false,1,74,11,1,80,9,51,3,3,-6,PUNT
Alabama,SEC,Oklahoma,Big 12,401032078,4010320783,true,1,45,9,1,100,5,54,57,8,55,TD
Oklahoma,Big 12,Alabama,SEC,401032078,4010320784,false,1,85,5,1,79,4,8,46,5,6,PUNT
Alabama,SEC,Oklahoma,Big 12,401032078,4010320785,true,1,39,4,1,100,1,33,35,5,61,TD
Oklahoma,Big 12,Alabama,SEC,401032078,4010320786,false,1,76,1,1,52,,5,28,5,24,DOWNS
Alabama,SEC,Oklahoma,Big 12,401032078,4010320787,true,1,52,,2,100,13,1,4,5,48,TD
Oklahoma,Big 12,Alabama,SEC,401032078,4010320788,true,2,95,13,2,0,11,48,13,4,75,TD
Notre Dame,FBS Independents,Clemson,ACC,401032079,4010320791,false,1,75,15,1,64,12,57,3,4,11,PUNT
Clemson,ACC,Notre Dame,FBS Independents,401032079,4010320792,false,1,14,12,1,15,12,,57,3,1,PUNT
Notre Dame,FBS Independents,Clemson,ACC,401032079,4010320793,false,1,49,12,1,49,11,50,10,1,0,FUMBLE
Clemson,ACC,Notre Dame,FBS Independents,401032079,4010320794,true,1,47,11,1,78,8,35,15,9,31,FG
Notre Dame,FBS Independents,Clemson,ACC,401032079,4010320795,true,1,75,8,1,9,4,31,4,10,66,FG
Clemson,ACC,Notre Dame,FBS Independents,401032079,4010320796,false,1,13,4,1,26,2,5,26,6,13,PUNT
Notre Dame,FBS Independents,Clemson,ACC,401032079,4010320797,false,1,68,2,2,34,13,54,11,10,34,DOWNS
Clemson,ACC,Notre Dame,FBS Independents,401032079,4010320798,true,2,34,13,2,100,12,50,4,3,65,TD
Notre Dame,FBS Independents,Clemson,ACC,401032079,4010320799,false,2,75,12,2,67,11,23,27,3,8,PUNT
Virginia Tech,ACC,Cincinnati,American Athletic,401032080,4010320801,true,1,37,15,1,100,10,22,38,10,63,TD
Cincinnati,American Athletic,Virginia Tech,ACC,401032080,4010320802,true,1,75,10,1,0,7,46,36,6,75,TD
Virginia Tech,ACC,Cincinnati,American Athletic,401032080,4010320803,false,1,22,7,1,27,6,34,12,3,5,PUNT
Cincinnati,American Athletic,Virginia Tech,ACC,401032080,4010320804,false,1,81,6,1,37,1,42,52,10,44,PUNT
Virginia Tech,ACC,Cincinnati,American Athletic,401032080,4010320805,false,1,2,1,2,8,14,53,49,3,6,PUNT
Cincinnati,American Athletic,Virginia Tech,ACC,401032080,4010320806,true,2,50,14,2,0,11,22,31,7,50,TD
Virginia Tech,ACC,Cincinnati,American Athletic,401032080,4010320807,true,2,16,11,2,100,7,4,18,12,84,TD
Cincinnati,American Athletic,Virginia Tech,ACC,401032080,4010320808,false,2,98,7,2,66,2,10,54,7,32,PUNT
Virginia Tech,ACC,Cincinnati,American Athletic,401032080,4010320809,false,2,24,2,2,77,,23,47,7,53,MISSED FG
Missouri,SEC,Oklahoma State,Big 12,401032081,4010320811,false,1,75,15,1,69,13,22,38,3,6,PUNT
Oklahoma State,Big 12,Missouri,SEC,401032081,4010320812,false,1,20,13,1,100,9,27,55,11,80,TD
Missouri,SEC,Oklahoma State,Big 12,401032081,4010320813,true,1,81,9,1,7,6,46,41,6,74,FG
Oklahoma State,Big 12,Missouri,SEC,401032081,4010320814,false,1,25,6,1,21,5,10,36,3,-4,PUNT
Missouri,SEC,Oklahoma State,Big 12,401032081,4010320815,false,1,85,5,1,46,2,22,48,5,39,PUNT
Oklahoma State,Big 12,Missouri,SEC,401032081,4010320816,false,1,8,2,2,62,13,37,45,11,54,PUNT
