offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_time.minutes,end_period,end_yardline,end_time.minutes,end_time.seconds,elapsed.seconds,plays,yards,drive_result
Rutgers,Big Ten,Buffalo,Mid-American,401012823,40101282326,false,4,10,9,4,14,7,40,39,3,4,PUNT
Buffalo,Mid-American,Rutgers,Big Ten,401012823,40101282327,false,4,58,7,4,49,5,47,53,3,9,PUNT
Rutgers,Big Ten,Buffalo,Mid-American,401012823,40101282328,false,4,8,5,4,6,5,4,43,4,-2,DOWNS
Buffalo,Mid-American,Rutgers,Big Ten,401012823,40101282329,true,4,6,5,4,0,3,25,39,3,6,TD
Rutgers,Big Ten,Buffalo,Mid-American,401012823,40101282330,false,4,23,3,4,31,1,48,37,3,8,PUNT
Buffalo,Mid-American,Rutgers,Big Ten,401012823,40101282331,false,4,72,1,4,76,,,48,3,-4,END OF GAME
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285410,false,2,57,13,2,82,10,49,28,6,25,DOWNS
Michigan State,Big Ten,Indiana,Big Ten,401012854,40101285411,false,2,82,10,2,49,10,12,37,1,33,FUMBLE
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285412,true,2,49,10,2,100,6,54,18,10,51,TD
Michigan State,Big Ten,Indiana,Big Ten,401012854,40101285413,false,2,75,6,2,54,3,29,25,5,21,PUNT
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285414,false,2,21,3,2,30,1,23,6,3,9,PUNT
Michigan State,Big Ten,Indiana,Big Ten,401012854,40101285415,true,2,74,1,2,0,,19,4,7,74,TD
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285416,false,2,25,,2,23,,,19,1,-2,END OF HALF
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285417,false,3,25,15,3,19,13,40,20,3,-6,PUNT
Michigan State,Big Ten,Indiana,Big Ten,401012854,40101285418,false,3,68,13,3,72,11,19,21,3,-4,PUNT
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285419,false,3,37,11,3,27,9,36,43,3,-10,PUNT
Michigan State,Big Ten,Indiana,Big Ten,401012854,40101285420,true,3,67,9,3,0,4,47,49,9,67,TD
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285421,false,3,25,4,3,41,1,14,33,9,16,PUNT
Michigan State,Big Ten,Indiana,Big Ten,401012854,40101285422,false,3,79,1,3,89,,39,35,2,-10,INT
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285423,true,3,93,,4,82,14,43,56,4,-11,FG
Michigan State,Big Ten,Indiana,Big Ten,401012854,40101285424,false,4,75,14,4,42,10,17,26,8,33,INT
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285425,true,4,10,10,4,100,8,19,58,7,90,TD
Michigan State,Big Ten,Indiana,Big Ten,401012854,40101285426,false,4,75,8,4,60,5,56,23,5,15,PUNT
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285427,true,4,25,5,4,82,3,28,28,10,57,FG
Michigan State,Big Ten,Indiana,Big Ten,401012854,40101285428,true,4,75,3,4,0,3,17,11,1,75,TD
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285429,false,4,25,3,4,38,2,38,39,4,13,INT
Michigan State,Big Ten,Indiana,Big Ten,401012854,40101285430,false,4,44,2,4,41,2,18,20,4,3,FUMBLE
Indiana,Big Ten,Michigan State,Big Ten,401012854,40101285431,false,4,41,2,4,49,1,44,34,4,8,DOWNS
Michigan State,Big Ten,Indiana,Big Ten,401012854,40101285432,false,4,49,1,4,53,,,44,3,-4,END OF GAME
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286510,false,2,3,,2,29,,,56,3,26,END OF HALF
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286511,true,3,25,15,3,94,10,12,48,10,69,FG
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286512,false,3,75,10,3,47,,,12,6,28,PUNT
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286514,true,3,10,6,3,0,5,12,33,3,10,TD
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286515,true,3,25,5,3,100,1,37,35,8,75,TD
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286516,false,3,90,1,3,44,,,37,9,46,PUNT
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286517,false,4,12,11,4,19,10,29,56,3,7,PUNT
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286518,false,4,56,10,4,49,8,34,55,3,7,PUNT
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286519,false,4,15,8,4,47,5,40,54,6,32,PUNT
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286520,true,4,88,5,4,0,,57,43,10,88,TD
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286521,false,4,24,,4,30,,38,19,3,6,INT
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286522,true,4,37,,4,0,,22,16,3,37,TD
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286523,false,4,25,,4,25,,,22,0,0,Uncategorized
Minnesota,Big Ten,Maryland,Big Ten,401012875,40101287510,false,2,62,9,2,56,7,38,39,3,6,PUNT
Maryland,Big Ten,Minnesota,Big Ten,401012875,40101287511,true,2,8,7,2,100,4,43,55,7,92,TD
Minnesota,Big Ten,Maryland,Big Ten,401012875,40101287512,false,2,75,4,2,72,2,31,12,3,3,PUNT
Maryland,Big Ten,Minnesota,Big Ten,401012875,40101287513,false,2,24,2,2,28,1,34,57,3,4,PUNT
Minnesota,Big Ten,Maryland,Big Ten,401012875,40101287514,true,2,71,1,2,0,,48,46,5,71,TD
Maryland,Big Ten,Minnesota,Big Ten,401012875,40101287515,false,2,26,,2,30,,,48,2,4,END OF HALF
Minnesota,Big Ten,Maryland,Big Ten,401012875,40101287516,true,3,74,14,3,71,14,14,42,2,3,INT TD
Minnesota,Big Ten,Maryland,Big Ten,401012875,40101287518,true,3,60,14,3,23,8,24,45,14,37,FG
Maryland,Big Ten,Minnesota,Big Ten,401012875,40101287519,true,3,25,8,3,100,6,21,3,4,75,TD
Minnesota,Big Ten,Maryland,Big Ten,401012875,40101287520,false,3,73,6,3,15,,,21,12,58,FUMBLE
Maryland,Big Ten,Minnesota,Big Ten,401012875,40101287521,false,4,15,14,4,19,12,51,5,3,4,PUNT
Minnesota,Big Ten,Maryland,Big Ten,401012875,40101287522,false,4,69,12,4,9,9,4,47,9,60,INT
Maryland,Big Ten,Minnesota,Big Ten,401012875,40101287523,true,4,20,9,4,100,1,12,52,13,80,TD
Minnesota,Big Ten,Maryland,Big Ten,401012875,40101287524,false,4,65,1,4,49,,,12,2,16,END OF GAME
Michigan,Big Ten,Nebraska,Big Ten,401012891,40101289110,false,1,35,,2,68,14,11,50,4,3,FG
Nebraska,Big Ten,Michigan,Big Ten,401012891,40101289111,true,2,41,14,2,81,12,48,23,3,2,PUNT TD
Michigan,Big Ten,Nebraska,Big Ten,401012891,40101289112,false,2,75,12,2,100,8,20,28,10,59,TD
Nebraska,Big Ten,Michigan,Big Ten,401012891,40101289113,true,2,66,8,2,95,6,44,36,3,-20,PUNT TD
Michigan,Big Ten,Nebraska,Big Ten,401012891,40101289114,true,2,81,6,2,100,5,25,19,3,34,TD
Nebraska,Big Ten,Michigan,Big Ten,401012891,40101289115,false,2,33,5,2,89,4,3,22,3,-10,SF
Michigan,Big Ten,Nebraska,Big Ten,401012891,40101289116,false,2,58,4,2,58,,4,59,8,35,DOWNS
Michigan,Big Ten,Nebraska,Big Ten,401012891,40101289118,false,3,13,15,3,31,10,33,27,8,18,PUNT
Nebraska,Big Ten,Michigan,Big Ten,401012891,40101289119,true,3,92,10,3,89,9,1,32,3,3,PUNT RETURN TD
Nebraska,Big Ten,Michigan,Big Ten,401012891,40101289120,true,3,73,9,3,18,5,23,38,8,55,FG
Michigan,Big Ten,Nebraska,Big Ten,401012891,40101289121,true,3,31,5,3,80,,58,25,11,55,FG
Nebraska,Big Ten,Michigan,Big Ten,401012891,40101289122,false,3,75,,4,74,14,38,20,3,1,PUNT
Michigan,Big Ten,Nebraska,Big Ten,401012891,40101289123,true,4,44,14,4,100,14,21,17,2,56,TD
Nebraska,Big Ten,Michigan,Big Ten,401012891,40101289124,false,4,75,14,4,75,13,1,20,3,0,PUNT
Michigan,Big Ten,Nebraska,Big Ten,401012891,40101289125,false,4,30,13,4,31,11,55,6,3,1,PUNT
Nebraska,Big Ten,Michigan,Big Ten,401012891,40101289126,false,4,95,11,4,85,9,17,38,5,10,PUNT
Michigan,Big Ten,Nebraska,Big Ten,401012891,40101289127,false,4,55,9,4,80,7,20,57,4,25,Uncategorized
Nebraska,Big Ten,Michigan,Big Ten,401012891,40101289128,true,4,80,7,4,0,4,14,6,7,80,TD
Michigan,Big Ten,Nebraska,Big Ten,401012891,40101289129,false,4,25,4,4,46,,,14,7,21,Uncategorized
Kansas,Big 12,Baylor,Big 12,401013029,40101302910,false,2,80,1,2,73,,32,1,3,7,PUNT
Baylor,Big 12,Kansas,Big 12,401013029,40101302911,false,2,8,,2,6,,,32,1,-2,END OF HALF
Kansas,Big 12,Baylor,Big 12,401013029,40101302912,false,3,75,15,3,71,12,54,6,3,4,PUNT
Baylor,Big 12,Kansas,Big 12,401013029,40101302913,false,3,16,12,3,35,11,,54,6,19,PUNT
Kansas,Big 12,Baylor,Big 12,401013029,40101302914,true,3,90,11,3,0,8,32,28,7,90,TD
Baylor,Big 12,Kansas,Big 12,401013029,40101302915,true,3,25,8,3,90,4,55,37,9,65,FG
Kansas,Big 12,Baylor,Big 12,401013029,40101302916,false,3,88,4,3,20,2,27,28,7,68,DOWNS
Baylor,Big 12,Kansas,Big 12,401013029,40101302917,false,3,20,2,4,31,14,31,56,5,11,PUNT
Kansas,Big 12,Baylor,Big 12,401013029,40101302918,false,4,89,14,4,72,11,18,13,6,17,PUNT
Baylor,Big 12,Kansas,Big 12,401013029,40101302919,false,4,7,11,4,59,5,9,9,12,52,PUNT
Kansas,Big 12,Baylor,Big 12,401013029,40101302920,false,4,87,5,4,86,3,35,34,3,1,PUNT
Baylor,Big 12,Kansas,Big 12,401013029,40101302921,false,4,25,3,4,43,,46,49,4,18,PUNT
Kansas,Big 12,Baylor,Big 12,401013029,40101302922,false,4,83,,4,20,,,46,6,63,END OF GAME
Iowa State,Big 12,Akron,Mid-American,401013040,40101304010,true,2,68,12,2,90,10,45,56,6,22,FG
Akron,Mid-American,Iowa State,Big 12,401013040,40101304011,true,2,65,10,2,28,5,16,29,10,37,FG
Iowa State,Big 12,Akron,Mid-American,401013040,40101304012,true,2,26,5,2,100,,30,46,11,74,TD
Akron,Mid-American,Iowa State,Big 12,401013040,40101304013,false,2,75,,2,76,,,30,1,-1,END OF HALF
Iowa State,Big 12,Akron,Mid-American,401013040,40101304014,false,3,25,15,3,43,13,16,44,4,18,PUNT
Akron,Mid-American,Iowa State,Big 12,401013040,40101304015,true,3,78,13,3,32,7,53,23,12,46,FG
Iowa State,Big 12,Akron,Mid-American,401013040,40101304016,false,3,29,7,3,56,5,9,44,4,27,PUNT
Akron,Mid-American,Iowa State,Big 12,401013040,40101304017,false,3,85,5,3,79,3,5,4,3,6,PUNT
Iowa State,Big 12,Akron,Mid-American,401013040,40101304018,true,3,44,3,4,88,14,56,9,8,44,FG
Akron,Mid-American,Iowa State,Big 12,401013040,40101304019,false,4,75,14,4,68,13,57,59,3,7,PUNT
Iowa State,Big 12,Akron,Mid-American,401013040,40101304020,true,4,45,13,4,84,9,50,7,8,39,FG
Akron,Mid-American,Iowa State,Big 12,401013040,40101304021,false,4,75,9,4,38,7,29,21,6,37,PUNT
Iowa State,Big 12,Akron,Mid-American,401013040,40101304022,false,4,20,7,4,71,2,34,55,8,51,FUMBLE
Akron,Mid-American,Iowa State,Big 12,401013040,40101304023,false,4,71,2,4,77,2,7,27,4,-6,DOWNS
Iowa State,Big 12,Akron,Mid-American,401013040,40101304024,true,4,77,2,4,80,,16,51,4,3,FG
Akron,Mid-American,Iowa State,Big 12,401013040,40101304025,false,4,75,,4,50,,,16,2,25,END OF GAME
Kansas State,Big 12,West Virginia,Big 12,401013059,40101305910,false,2,66,6,2,57,5,2,55,4,5,DOWNS
West Virginia,Big 12,Kansas State,Big 12,401013059,40101305911,true,2,61,5,2,100,2,31,31,7,39,TD
Kansas State,Big 12,West Virginia,Big 12,401013059,40101305912,false,2,78,2,2,70,,57,34,3,8,PUNT
West Virginia,Big 12,Kansas State,Big 12,401013059,40101305913,true,2,27,,2,100,,2,55,7,73,TD
Kansas State,Big 12,West Virginia,Big 12,401013059,40101305914,false,2,64,,2,64,,,2,0,0,Uncategorized
Kansas State,Big 12,West Virginia,Big 12,401013059,40101305915,true,3,78,15,3,8,10,51,9,11,70,FG
West Virginia,Big 12,Kansas State,Big 12,401013059,40101305916,true,3,23,10,3,100,9,1,50,4,77,TD
Kansas State,Big 12,West Virginia,Big 12,401013059,40101305917,false,3,83,9,3,83,8,47,14,1,0,FUMBLE
West Virginia,Big 12,Kansas State,Big 12,401013059,40101305918,true,3,83,8,3,100,7,39,8,4,17,TD
Kansas State,Big 12,West Virginia,Big 12,401013059,40101305919,false,3,87,7,3,40,2,8,31,8,47,PUNT
West Virginia,Big 12,Kansas State,Big 12,401013059,40101305920,false,3,20,2,3,31,1,6,2,3,11,INT
Kansas State,Big 12,West Virginia,Big 12,401013059,40101305921,true,3,39,1,4,21,13,48,18,8,18,FG
West Virginia,Big 12,Kansas State,Big 12,401013059,40101305922,false,4,25,13,4,27,10,42,6,5,2,PUNT
Kansas State,Big 12,West Virginia,Big 12,401013059,40101305923,false,4,59,10,4,34,7,49,53,6,25,MISSED FG
West Virginia,Big 12,Kansas State,Big 12,401013059,40101305924,false,4,34,7,4,68,4,15,34,6,34,INT
Kansas State,Big 12,West Virginia,Big 12,401013059,40101305925,false,4,82,4,4,40,,28,47,9,42,DOWNS
Oklahoma,Big 12,Army,FBS Independents,401013066,40101306610,false,3,32,13,3,40,12,38,35,2,8,INT
Army,FBS Independents,Oklahoma,Big 12,401013066,40101306611,true,3,85,12,3,0,1,51,47,19,85,TD
Oklahoma,Big 12,Army,FBS Independents,401013066,40101306612,false,3,21,1,4,99,12,23,28,9,78,DOWNS
Army,FBS Independents,Oklahoma,Big 12,401013066,40101306613,false,4,99,12,4,34,2,17,6,17,65,INT
Oklahoma,Big 12,Army,FBS Independents,401013066,40101306614,false,4,38,2,4,84,,,17,8,46,DOWNS
Oklahoma,Big 12,Army,FBS Independents,401013066,40101306616,true,5,75,,5,100,,,,2,25,TD
Army,FBS Independents,Oklahoma,Big 12,401013066,40101306617,false,5,25,,5,100,,,,3,3,Uncategorized
TCU,Big 12,Texas,Big 12,401013075,40101307510,false,2,75,10,2,61,8,6,4,5,14,INT
Texas,Big 12,TCU,Big 12,401013075,40101307511,false,2,38,8,2,47,6,22,44,4,9,DOWNS
TCU,Big 12,Texas,Big 12,401013075,40101307512,false,2,47,6,2,37,4,42,40,4,10,PUNT
Texas,Big 12,TCU,Big 12,401013075,40101307513,false,2,5,4,2,4,2,53,49,3,-1,PUNT
TCU,Big 12,Texas,Big 12,401013075,40101307514,true,2,41,2,2,0,,6,47,8,41,TD
Texas,Big 12,TCU,Big 12,401013075,40101307515,false,2,28,,2,24,,,6,1,-4,END OF HALF
Texas,Big 12,TCU,Big 12,401013075,40101307516,false,3,24,15,3,21,13,34,26,3,-3,PUNT
TCU,Big 12,Texas,Big 12,401013075,40101307517,false,3,60,13,3,21,13,12,22,2,39,INT
Texas,Big 12,TCU,Big 12,401013075,40101307518,false,3,20,13,3,17,11,50,22,3,-3,PUNT
TCU,Big 12,Texas,Big 12,401013075,40101307519,true,3,52,11,3,12,8,44,6,7,40,FG
Texas,Big 12,TCU,Big 12,401013075,40101307520,false,3,10,8,3,74,4,5,39,14,69,MISSED FG
TCU,Big 12,Texas,Big 12,401013075,40101307521,false,3,74,4,3,71,3,23,42,2,3,FUMBLE
Texas,Big 12,TCU,Big 12,401013075,40101307522,true,3,55,3,3,100,,45,38,7,45,TD
TCU,Big 12,Texas,Big 12,401013075,40101307523,false,3,75,,3,75,,33,12,1,0,INT
Texas,Big 12,TCU,Big 12,401013075,40101307524,true,3,98,,3,100,,28,5,1,2,TD
TCU,Big 12,Texas,Big 12,401013075,40101307525,false,3,83,,4,24,9,16,12,14,59,MISSED FG
Texas,Big 12,TCU,Big 12,401013075,40101307526,true,4,24,9,4,100,3,18,58,10,76,TD
TCU,Big 12,Texas,Big 12,401013075,40101307527,false,4,68,3,4,62,2,36,42,3,6,PUNT
Texas,Big 12,TCU,Big 12,401013075,40101307528,false,4,27,2,4,33,1,27,9,3,6,PUNT
TCU,Big 12,Texas,Big 12,401013075,40101307529,false,4,78,1,4,44,,23,4,9,34,DOWNS
Texas,Big 12,TCU,Big 12,401013075,40101307530,false,4,44,,4,42,,,23,1,-2,END OF GAME
Purdue,Big Ten,Boston College,ACC,401013119,40101311910,true,2,66,8,2,100,6,52,46,4,34,TD
Boston College,ACC,Purdue,Big Ten,401013119,40101311911,false,2,59,6,2,68,4,55,57,3,-9,PUNT
Purdue,Big Ten,Boston College,ACC,401013119,40101311912,false,2,30,4,2,43,1,29,26,6,13,PUNT
Boston College,ACC,Purdue,Big Ten,401013119,40101311913,false,2,80,1,2,80,1,18,11,2,0,INT
Purdue,Big Ten,Boston College,ACC,401013119,40101311914,true,2,94,1,2,59,,5,13,4,2,DOWNS
Boston College,ACC,Purdue,Big Ten,401013119,40101311915,false,2,59,,2,59,,,5,0,0,Uncategorized
Purdue,Big Ten,Boston College,ACC,401013119,40101311916,false,3,11,15,3,35,10,9,51,8,70,FUMBLE
Boston College,ACC,Purdue,Big Ten,401013119,40101311917,false,3,81,10,3,71,7,21,48,7,10,PUNT
Purdue,Big Ten,Boston College,ACC,401013119,40101311918,true,3,40,7,3,100,5,57,24,4,60,TD
Boston College,ACC,Purdue,Big Ten,401013119,40101311919,false,3,63,5,3,63,5,42,15,1,0,INT
Purdue,Big Ten,Boston College,ACC,401013119,40101311920,false,3,65,5,3,67,3,48,54,3,-3,FUMBLE
Boston College,ACC,Purdue,Big Ten,401013119,40101311921,false,3,62,3,3,14,1,29,19,7,48,INT
Purdue,Big Ten,Boston College,ACC,401013119,40101311922,false,3,20,1,4,29,14,52,37,3,9,PUNT
Boston College,ACC,Purdue,Big Ten,401013119,40101311923,false,4,85,14,4,82,14,3,49,3,3,INT
Purdue,Big Ten,Boston College,ACC,401013119,40101311924,false,4,69,14,4,96,8,18,45,10,27,MISSED FG
Boston College,ACC,Purdue,Big Ten,401013119,40101311925,false,4,80,8,4,39,4,36,42,11,41,DOWNS
Purdue,Big Ten,Boston College,ACC,401013119,40101311926,false,4,39,4,4,49,2,50,46,4,10,PUNT
Boston College,ACC,Purdue,Big Ten,401013119,40101311927,true,4,80,2,4,0,,18,32,8,80,TD
Purdue,Big Ten,Boston College,ACC,401013119,40101311928,false,4,49,,4,48,,,18,1,-1,Uncategorized
Georgia Tech,ACC,Clemson,ACC,401013120,40101312010,false,2,25,7,2,21,4,20,45,3,-4,PUNT
Clemson,ACC,Georgia Tech,ACC,401013120,40101312011,false,2,75,4,2,75,3,54,26,2,0,INT
Georgia Tech,ACC,Clemson,ACC,401013120,40101312012,true,2,77,3,2,100,2,8,46,4,23,TD
Clemson,ACC,Georgia Tech,ACC,401013120,40101312013,true,2,64,2,2,0,,5,3,12,64,TD
Georgia Tech,ACC,Clemson,ACC,401013120,40101312014,false,2,12,,2,11,,,5,1,-1,END OF HALF
Clemson,ACC,Georgia Tech,ACC,401013120,40101312015,true,3,75,15,3,0,12,20,40,7,75,TD
Georgia Tech,ACC,Clemson,ACC,401013120,40101312016,false,3,25,12,3,35,9,37,43,6,10,PUNT
Clemson,ACC,Georgia Tech,ACC,401013120,40101312017,true,3,83,9,3,0,5,10,27,10,83,TD
Georgia Tech,ACC,Clemson,ACC,401013120,40101312018,true,3,25,5,3,100,1,43,27,8,75,TD
Clemson,ACC,Georgia Tech,ACC,401013120,40101312019,false,3,70,1,3,56,,,43,5,14,PUNT
Georgia Tech,ACC,Clemson,ACC,401013120,40101312020,false,3,14,,4,8,12,45,15,3,-6,PUNT
Clemson,ACC,Georgia Tech,ACC,401013120,40101312021,false,4,61,12,4,44,10,13,32,6,17,INT
Georgia Tech,ACC,Clemson,ACC,401013120,40101312022,true,4,67,10,4,100,6,15,58,7,33,TD
Clemson,ACC,Georgia Tech,ACC,401013120,40101312023,true,4,77,6,4,0,4,1,14,5,77,TD
Georgia Tech,ACC,Clemson,ACC,401013120,40101312024,false,4,25,4,4,69,,56,5,6,40,DOWNS
Clemson,ACC,Georgia Tech,ACC,401013120,40101312025,false,4,65,,4,68,,,56,2,3,Uncategorized
Duke,ACC,North Carolina Central,,401013121,40101312110,false,2,26,12,2,95,8,50,31,12,69,DOWNS
North Carolina Central,,Duke,ACC,401013121,40101312111,false,2,95,8,2,87,6,39,11,3,8,PUNT
Duke,ACC,North Carolina Central,,401013121,40101312112,false,2,42,6,2,99,4,9,30,7,57,DOWNS
North Carolina Central,,Duke,ACC,401013121,40101312113,false,2,99,4,2,91,2,40,29,3,8,PUNT
Duke,ACC,North Carolina Central,,401013121,40101312114,true,2,83,2,2,100,2,13,27,2,17,TD
North Carolina Central,,Duke,ACC,401013121,40101312115,false,2,75,2,2,37,,4,9,8,38,PUNT
Duke,ACC,North Carolina Central,,401013121,40101312116,false,2,20,,2,19,,,4,1,-1,END OF HALF
North Carolina Central,,Duke,ACC,401013121,40101312117,false,3,75,15,3,82,13,32,28,3,-7,PUNT
Duke,ACC,North Carolina Central,,401013121,40101312118,true,3,57,13,3,100,13,18,14,2,43,TD
North Carolina Central,,Duke,ACC,401013121,40101312119,false,3,75,13,3,77,12,20,58,3,-2,PUNT
Duke,ACC,North Carolina Central,,401013121,40101312120,true,3,45,12,3,100,8,49,31,10,55,TD
North Carolina Central,,Duke,ACC,401013121,40101312121,false,3,75,8,3,72,7,28,21,3,3,PUNT
Duke,ACC,North Carolina Central,,401013121,40101312122,false,3,35,7,3,35,6,50,38,3,0,PUNT
North Carolina Central,,Duke,ACC,401013121,40101312123,false,3,79,6,3,77,5,44,6,3,2,PUNT
Duke,ACC,North Carolina Central,,401013121,40101312124,true,3,48,5,3,100,2,16,28,9,52,TD
North Carolina Central,,Duke,ACC,401013121,40101312125,false,3,86,2,3,74,,11,5,4,12,PUNT
Duke,ACC,North Carolina Central,,401013121,40101312126,false,3,40,,3,88,,,11,11,48,DOWNS
North Carolina Central,,Duke,ACC,401013121,40101312127,false,4,88,11,4,88,10,20,29,3,0,PUNT
Duke,ACC,North Carolina Central,,401013121,40101312128,true,4,56,10,4,100,7,51,29,9,44,TD
North Carolina Central,,Duke,ACC,401013121,40101312129,false,4,75,7,4,66,5,32,19,3,9,PUNT
Duke,ACC,North Carolina Central,,401013121,40101312130,false,4,31,5,4,52,,45,47,7,21,DOWNS
North Carolina Central,,Duke,ACC,401013121,40101312131,false,4,52,,4,51,,,45,1,1,END OF GAME
Northern Illinois,Mid-American,Florida State,ACC,401013122,40101312210,true,2,23,6,2,0,6,1,49,3,23,TD
Florida State,ACC,Northern Illinois,Mid-American,401013122,40101312211,true,2,35,6,2,75,3,58,3,6,40,FG
Northern Illinois,Mid-American,Florida State,ACC,401013122,40101312212,false,2,75,3,2,77,2,4,54,3,-2,PUNT
Florida State,ACC,Northern Illinois,Mid-American,401013122,40101312213,true,2,41,2,2,67,,,4,10,26,FG
Northern Illinois,Mid-American,Florida State,ACC,401013122,40101312214,false,3,75,15,3,67,13,20,40,3,8,PUNT
Florida State,ACC,Northern Illinois,Mid-American,401013122,40101312215,false,3,20,13,3,15,11,58,22,3,-5,PUNT
Northern Illinois,Mid-American,Florida State,ACC,401013122,40101312216,false,3,69,11,3,50,8,33,25,6,19,PUNT
Florida State,ACC,Northern Illinois,Mid-American,401013122,40101312217,true,3,20,8,3,75,4,27,6,9,55,FG
Northern Illinois,Mid-American,Florida State,ACC,401013122,40101312218,true,3,75,4,3,0,2,42,45,4,75,TD
Florida State,ACC,Northern Illinois,Mid-American,401013122,40101312219,false,3,32,2,3,42,,,42,6,10,PUNT
Northern Illinois,Mid-American,Florida State,ACC,401013122,40101312220,false,4,77,14,4,76,13,30,56,3,1,PUNT
Florida State,ACC,Northern Illinois,Mid-American,401013122,40101312221,false,4,43,13,4,28,12,35,55,2,-15,FUMBLE
Northern Illinois,Mid-American,Florida State,ACC,401013122,40101312222,false,4,28,12,4,16,10,50,45,5,12,MISSED FG
Florida State,ACC,Northern Illinois,Mid-American,401013122,40101312223,true,4,20,10,4,100,10,7,43,2,80,TD
Northern Illinois,Mid-American,Florida State,ACC,401013122,40101312224,false,4,75,10,4,43,9,23,44,5,32,DOWNS
Florida State,ACC,Northern Illinois,Mid-American,401013122,40101312225,false,4,43,9,4,48,9,8,15,2,5,INT
Northern Illinois,Mid-American,Florida State,ACC,401013122,40101312226,true,4,37,9,4,0,7,56,12,4,37,TD
Florida State,ACC,Northern Illinois,Mid-American,401013122,40101312227,false,4,20,7,4,42,5,48,8,6,22,PUNT
Northern Illinois,Mid-American,Florida State,ACC,401013122,40101312228,false,4,89,5,4,72,3,53,55,8,17,DOWNS
Florida State,ACC,Northern Illinois,Mid-American,401013122,40101312229,true,4,72,3,4,100,,12,41,6,28,TD
Northern Illinois,Mid-American,Florida State,ACC,401013122,40101312230,false,4,75,,4,82,,,12,1,-7,END OF GAME
Virginia,ACC,Louisville,ACC,401013123,40101312310,false,2,25,,2,29,,,55,3,4,END OF HALF
Virginia,ACC,Louisville,ACC,401013123,40101312311,false,3,19,15,3,30,11,44,16,6,11,INT
Louisville,ACC,Virginia,ACC,401013123,40101312312,true,3,3,11,3,3,9,45,59,4,0,FG
Virginia,ACC,Louisville,ACC,401013123,40101312313,true,3,33,9,3,100,5,47,58,7,67,TD
Louisville,ACC,Virginia,ACC,401013123,40101312314,false,3,75,5,3,38,2,15,32,8,37,INT
Virginia,ACC,Louisville,ACC,401013123,40101312315,true,3,38,2,4,100,13,8,7,8,62,TD
Louisville,ACC,Virginia,ACC,401013123,40101312316,false,4,75,13,4,75,11,14,54,4,0,PUNT
Virginia,ACC,Louisville,ACC,401013123,40101312317,false,4,29,11,4,50,8,52,22,4,21,PUNT
Louisville,ACC,Virginia,ACC,401013123,40101312318,false,4,78,8,4,78,8,40,12,1,0,Uncategorized
Virginia,ACC,Louisville,ACC,401013123,40101312319,true,4,75,8,4,100,6,14,26,4,25,TD
Louisville,ACC,Virginia,ACC,401013123,40101312320,false,4,99,6,4,45,3,30,44,10,54,DOWNS
Virginia,ACC,Louisville,ACC,401013123,40101312321,false,4,45,3,4,89,,,30,8,44,END OF GAME
Florida International,Conference USA,Miami,ACC,401013124,40101312410,false,2,46,10,2,42,9,41,10,3,4,INT
Miami,ACC,Florida International,Conference USA,401013124,40101312411,true,2,12,9,2,87,2,30,11,14,75,FG
Florida International,Conference USA,Miami,ACC,401013124,40101312412,false,2,75,2,2,68,1,2,28,3,7,PUNT
Miami,ACC,Florida International,Conference USA,401013124,40101312413,true,2,33,1,2,100,,27,35,3,68,TD
Florida International,Conference USA,Miami,ACC,401013124,40101312414,false,2,75,,2,72,,,27,1,3,END OF HALF
Florida International,Conference USA,Miami,ACC,401013124,40101312415,false,3,75,15,3,76,13,26,34,3,-1,PUNT
Miami,ACC,Florida International,Conference USA,401013124,40101312416,false,3,38,13,3,53,11,48,38,5,15,PUNT
Florida International,Conference USA,Miami,ACC,401013124,40101312417,false,3,74,11,3,78,10,21,27,3,-4,PUNT
Miami,ACC,Florida International,Conference USA,401013124,40101312418,true,3,42,10,3,100,7,50,31,5,58,TD
