offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_time.minutes,end_period,end_yardline,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Ole Miss,SEC,South Carolina,SEC,401012328,4010123282,true,1,27,14,1,92,11,15,3,22,12,65,FG
South Carolina,SEC,Ole Miss,SEC,401012328,4010123283,true,1,75,11,1,0,9,4,2,11,8,75,TD
Ole Miss,SEC,South Carolina,SEC,401012328,4010123284,false,1,23,9,1,76,6,3,3,1,6,53,FUMBLE
South Carolina,SEC,Ole Miss,SEC,401012328,4010123285,true,1,76,6,1,3,2,38,3,25,9,73,FG
Ole Miss,SEC,South Carolina,SEC,401012328,4010123286,true,1,25,2,2,100,13,42,3,52,11,75,TD
South Carolina,SEC,Ole Miss,SEC,401012328,4010123287,false,2,69,13,2,56,11,34,2,8,6,13,PUNT
Ole Miss,SEC,South Carolina,SEC,401012328,4010123288,true,2,11,11,2,91,7,52,3,42,12,80,FG
South Carolina,SEC,Ole Miss,SEC,401012328,4010123289,true,2,75,7,2,0,7,41,,11,1,75,TD
Mississippi State,SEC,Louisiana Tech,Conference USA,401012329,4010123291,true,1,30,15,1,100,12,38,2,22,4,70,TD
Louisiana Tech,Conference USA,Mississippi State,SEC,401012329,4010123292,false,1,75,12,1,70,11,10,1,28,3,5,PUNT
Mississippi State,SEC,Louisiana Tech,Conference USA,401012329,4010123293,true,1,41,11,1,100,6,56,4,14,8,59,TD
Louisiana Tech,Conference USA,Mississippi State,SEC,401012329,4010123294,true,1,64,6,1,29,3,11,3,45,9,35,FG
Mississippi State,SEC,Louisiana Tech,Conference USA,401012329,4010123295,true,1,25,3,1,100,,,3,11,6,75,TD
Louisiana Tech,Conference USA,Mississippi State,SEC,401012329,4010123296,false,1,79,,1,46,,,,,6,33,PUNT
Mississippi State,SEC,Louisiana Tech,Conference USA,401012329,4010123297,true,2,12,11,2,70,5,13,6,38,15,58,FG
Louisiana Tech,Conference USA,Mississippi State,SEC,401012329,4010123298,false,2,69,5,2,44,3,15,1,58,6,25,PUNT
Mississippi State,SEC,Louisiana Tech,Conference USA,401012329,4010123299,true,2,15,3,2,100,,30,2,45,12,85,TD
Tennessee,SEC,Charlotte,Conference USA,401012330,4010123301,false,1,29,15,1,44,11,44,3,16,6,15,PUNT
Charlotte,Conference USA,Tennessee,SEC,401012330,4010123302,true,1,79,11,1,54,7,42,4,2,8,25,PUNT RETURN TD
Charlotte,Conference USA,Tennessee,SEC,401012330,4010123304,false,1,79,7,1,37,3,39,3,56,7,42,DOWNS
Tennessee,SEC,Charlotte,Conference USA,401012330,4010123305,true,1,37,3,1,100,,9,3,30,6,63,TD
Charlotte,Conference USA,Tennessee,SEC,401012330,4010123306,false,1,82,,1,77,,,,9,3,5,PUNT
Tennessee,SEC,Charlotte,Conference USA,401012330,4010123307,false,2,30,13,2,40,10,22,3,4,5,10,PUNT
Charlotte,Conference USA,Tennessee,SEC,401012330,4010123308,false,2,80,10,2,82,8,17,2,5,3,-2,PUNT
Tennessee,SEC,Charlotte,Conference USA,401012330,4010123309,false,2,50,8,2,57,,,8,17,3,7,PUNT
Arizona,Pac-12,Colorado,Pac-12,401012780,4010127801,false,1,25,15,1,31,13,57,1,3,3,6,PUNT
Colorado,Pac-12,Arizona,Pac-12,401012780,4010127802,false,1,14,13,1,8,11,53,2,4,4,6,FUMBLE
Arizona,Pac-12,Colorado,Pac-12,401012780,4010127803,false,1,8,11,1,13,9,54,1,59,3,5,PUNT
Colorado,Pac-12,Arizona,Pac-12,401012780,4010127804,true,1,66,9,1,0,5,31,4,23,11,66,TD
Arizona,Pac-12,Colorado,Pac-12,401012780,4010127805,false,1,7,5,1,7,5,22,,9,1,0,FUMBLE
Colorado,Pac-12,Arizona,Pac-12,401012780,4010127806,true,1,7,5,1,8,3,55,1,27,4,-1,FG
Arizona,Pac-12,Colorado,Pac-12,401012780,4010127807,true,1,25,3,2,69,14,33,4,22,11,44,FG
Colorado,Pac-12,Arizona,Pac-12,401012780,4010127808,false,2,75,14,2,78,12,2,2,31,5,-3,PUNT
Arizona,Pac-12,Colorado,Pac-12,401012780,4010127809,true,2,38,12,2,100,10,33,1,29,4,62,TD
Arizona State,Pac-12,Utah,Pac-12,401012781,4010127811,true,1,25,15,1,100,10,12,4,48,11,75,TD
Utah,Pac-12,Arizona State,Pac-12,401012781,4010127812,false,1,75,10,1,52,8,22,1,50,4,23,INT
Arizona State,Pac-12,Utah,Pac-12,401012781,4010127813,true,1,47,8,1,100,5,9,3,13,7,53,TD
Utah,Pac-12,Arizona State,Pac-12,401012781,4010127814,true,1,75,5,1,0,,40,4,29,10,75,TD
Arizona State,Pac-12,Utah,Pac-12,401012781,4010127815,false,1,25,,1,34,,,,40,3,9,PUNT
Utah,Pac-12,Arizona State,Pac-12,401012781,4010127816,true,2,44,14,2,23,12,22,1,44,5,21,FG
Arizona State,Pac-12,Utah,Pac-12,401012781,4010127817,false,2,25,12,2,81,6,58,5,24,11,56,MISSED FG
Utah,Pac-12,Arizona State,Pac-12,401012781,4010127818,true,2,80,6,2,0,2,8,4,50,11,80,TD
Arizona State,Pac-12,Utah,Pac-12,401012781,4010127819,true,2,23,2,2,100,1,1,1,7,6,77,TD
Oregon,Pac-12,UCLA,Pac-12,401012782,4010127821,false,1,19,15,1,52,11,57,3,3,9,33,PUNT
UCLA,Pac-12,Oregon,Pac-12,401012782,4010127822,true,1,86,11,1,88,11,8,,49,3,-2,PUNT RETURN TD
UCLA,Pac-12,Oregon,Pac-12,401012782,4010127824,false,1,75,11,1,14,7,4,4,4,9,61,INT
Oregon,Pac-12,UCLA,Pac-12,401012782,4010127825,true,1,20,7,1,100,4,23,2,41,7,80,TD
UCLA,Pac-12,Oregon,Pac-12,401012782,4010127826,false,1,75,4,1,45,1,5,3,18,7,30,PUNT
Oregon,Pac-12,UCLA,Pac-12,401012782,4010127827,false,1,9,1,1,42,,,1,5,5,33,PUNT
Oregon,Pac-12,UCLA,Pac-12,401012782,4010127829,true,2,89,14,2,100,13,10,1,1,3,11,TD
Oregon State,Pac-12,USC,Pac-12,401012783,4010127831,false,1,25,15,1,44,13,,2,,4,19,PUNT
USC,Pac-12,Oregon State,Pac-12,401012783,4010127832,true,1,86,13,1,0,5,38,7,22,17,86,TD
Oregon State,Pac-12,USC,Pac-12,401012783,4010127833,false,1,25,5,1,68,,43,4,55,11,43,MISSED FG
USC,Pac-12,Oregon State,Pac-12,401012783,4010127834,true,1,68,,2,0,14,50,,53,4,68,TD
Oregon State,Pac-12,USC,Pac-12,401012783,4010127835,false,2,30,14,2,49,11,44,3,6,7,24,PUNT
USC,Pac-12,Oregon State,Pac-12,401012783,4010127836,true,2,81,11,2,0,7,2,4,42,11,81,TD
Oregon State,Pac-12,USC,Pac-12,401012783,4010127837,true,2,55,7,2,100,4,9,2,53,8,45,TD
USC,Pac-12,Oregon State,Pac-12,401012783,4010127838,false,2,77,4,2,38,1,11,2,58,7,39,PUNT
Oregon State,Pac-12,USC,Pac-12,401012783,4010127839,true,2,15,1,2,100,,4,1,7,8,85,TD
Stanford,Pac-12,Washington,Pac-12,401012784,4010127841,false,1,75,15,1,66,12,53,2,7,3,9,PUNT
Washington,Pac-12,Stanford,Pac-12,401012784,4010127842,true,1,27,12,1,100,8,4,4,49,8,73,TD
Stanford,Pac-12,Washington,Pac-12,401012784,4010127843,false,1,70,8,1,63,6,25,1,39,3,7,PUNT
Washington,Pac-12,Stanford,Pac-12,401012784,4010127844,true,1,20,6,1,100,,55,5,30,14,80,TD
Stanford,Pac-12,Washington,Pac-12,401012784,4010127845,false,1,75,,1,70,,,,55,3,5,INT
Washington,Pac-12,Stanford,Pac-12,401012784,4010127846,true,2,74,14,2,100,12,14,2,37,6,26,TD
Stanford,Pac-12,Washington,Pac-12,401012784,4010127847,false,2,81,12,2,27,8,56,3,18,8,54,INT
Washington,Pac-12,Stanford,Pac-12,401012784,4010127848,false,2,35,8,2,40,7,29,1,27,3,5,PUNT
Stanford,Pac-12,Washington,Pac-12,401012784,4010127849,false,2,73,7,2,37,3,47,3,42,10,36,DOWNS
Washington State,Pac-12,California,Pac-12,401012785,4010127851,true,1,25,15,1,88,10,35,4,25,10,63,FG
California,Pac-12,Washington State,Pac-12,401012785,4010127852,false,1,65,10,1,30,7,12,3,23,9,35,MISSED FG
Washington State,Pac-12,California,Pac-12,401012785,4010127853,false,1,30,7,1,66,3,51,3,21,7,36,DOWNS
California,Pac-12,Washington State,Pac-12,401012785,4010127854,false,1,66,3,1,69,2,13,1,38,3,-3,PUNT
Washington State,Pac-12,California,Pac-12,401012785,4010127855,false,1,25,2,1,42,,46,1,27,4,17,INT
California,Pac-12,Washington State,Pac-12,401012785,4010127856,true,1,29,,2,0,11,,4,46,9,39,TD
Washington State,Pac-12,California,Pac-12,401012785,4010127857,true,2,25,11,2,100,6,47,4,13,9,75,TD
California,Pac-12,Washington State,Pac-12,401012785,4010127858,false,2,66,6,2,41,3,29,3,18,5,25,PUNT
Washington State,Pac-12,California,Pac-12,401012785,4010127859,false,2,20,3,2,31,1,46,1,43,4,11,PUNT
Illinois,Big Ten,Minnesota,Big Ten,401012812,4010128121,true,1,27,15,1,100,14,21,,39,2,73,TD
Minnesota,Big Ten,Illinois,Big Ten,401012812,4010128122,true,1,75,14,1,0,8,31,5,50,12,75,TD
Illinois,Big Ten,Minnesota,Big Ten,401012812,4010128123,true,1,25,8,1,100,7,1,1,30,2,75,TD
Minnesota,Big Ten,Illinois,Big Ten,401012812,4010128124,false,1,78,7,1,66,5,36,1,25,4,12,PUNT
Illinois,Big Ten,Minnesota,Big Ten,401012812,4010128125,false,1,29,5,1,58,3,36,2,,5,29,PUNT
Minnesota,Big Ten,Illinois,Big Ten,401012812,4010128126,false,1,91,3,1,84,2,12,1,24,3,7,PUNT
Illinois,Big Ten,Minnesota,Big Ten,401012812,4010128127,true,1,52,2,2,82,14,51,2,21,7,30,FG
Minnesota,Big Ten,Illinois,Big Ten,401012812,4010128128,true,2,77,14,2,0,9,14,5,37,10,77,TD
Illinois,Big Ten,Minnesota,Big Ten,401012812,4010128129,true,2,33,9,2,100,7,48,1,26,3,67,TD
Wisconsin,Big Ten,Rutgers,Big Ten,401012847,4010128471,true,1,35,15,1,100,12,2,2,58,6,65,TD
Rutgers,Big Ten,Wisconsin,Big Ten,401012847,4010128472,false,1,83,12,1,78,10,35,1,27,3,5,PUNT
Wisconsin,Big Ten,Rutgers,Big Ten,401012847,4010128473,false,1,44,10,1,50,9,56,,39,2,6,INT
Rutgers,Big Ten,Wisconsin,Big Ten,401012847,4010128474,false,1,75,9,1,49,7,47,2,9,6,26,PUNT
Wisconsin,Big Ten,Rutgers,Big Ten,401012847,4010128475,true,1,8,7,2,86,14,,8,47,18,78,FG
Rutgers,Big Ten,Wisconsin,Big Ten,401012847,4010128476,false,2,75,14,2,71,12,54,1,6,3,4,PUNT
Wisconsin,Big Ten,Rutgers,Big Ten,401012847,4010128477,false,2,47,12,2,58,10,55,1,59,4,11,PUNT
Rutgers,Big Ten,Wisconsin,Big Ten,401012847,4010128478,false,2,92,10,2,72,6,46,4,9,8,20,PUNT
Wisconsin,Big Ten,Rutgers,Big Ten,401012847,4010128479,false,2,32,6,2,32,6,37,,9,1,0,INT
Purdue,Big Ten,Iowa,Big Ten,401012869,4010128691,true,1,26,15,1,100,11,56,3,4,9,74,TD
Iowa,Big Ten,Purdue,Big Ten,401012869,4010128692,true,1,80,11,1,0,6,15,5,41,12,90,TD
Purdue,Big Ten,Iowa,Big Ten,401012869,4010128693,true,1,25,6,1,100,3,40,2,35,7,75,TD
Iowa,Big Ten,Purdue,Big Ten,401012869,4010128694,false,1,62,3,1,49,2,11,1,29,5,13,PUNT
Purdue,Big Ten,Iowa,Big Ten,401012869,4010128695,false,1,16,2,2,30,14,44,2,27,5,14,PUNT
Iowa,Big Ten,Purdue,Big Ten,401012869,4010128696,true,2,51,14,2,16,10,47,3,57,9,35,FG
Purdue,Big Ten,Iowa,Big Ten,401012869,4010128697,true,2,11,10,2,100,6,27,4,20,10,89,TD
Iowa,Big Ten,Purdue,Big Ten,401012869,4010128698,false,2,75,6,2,57,4,33,1,54,4,18,PUNT
Purdue,Big Ten,Iowa,Big Ten,401012869,4010128699,false,2,21,4,2,23,3,18,1,15,3,2,PUNT
Maryland,Big Ten,Michigan State,Big Ten,401012877,4010128771,false,1,25,15,1,33,13,55,1,5,3,8,PUNT
Michigan State,Big Ten,Maryland,Big Ten,401012877,4010128772,true,1,79,13,1,0,7,55,6,,12,79,TD
Maryland,Big Ten,Michigan State,Big Ten,401012877,4010128773,false,1,30,7,1,8,5,45,2,10,3,-22,PUNT
Michigan State,Big Ten,Maryland,Big Ten,401012877,4010128774,true,1,42,5,1,15,3,32,2,13,5,27,FG
Maryland,Big Ten,Michigan State,Big Ten,401012877,4010128775,false,1,25,3,1,27,2,2,1,30,3,2,PUNT
Michigan State,Big Ten,Maryland,Big Ten,401012877,4010128776,false,1,72,2,1,76,1,6,,56,3,-4,PUNT
Maryland,Big Ten,Michigan State,Big Ten,401012877,4010128777,false,1,26,1,2,58,12,20,3,46,8,32,PUNT
Michigan State,Big Ten,Maryland,Big Ten,401012877,4010128778,false,2,97,12,2,74,8,14,4,6,6,23,PUNT
Maryland,Big Ten,Michigan State,Big Ten,401012877,4010128779,true,2,58,8,2,94,5,13,3,1,9,36,FG
Penn State,Big Ten,Michigan,Big Ten,401012894,4010128941,false,1,75,15,1,64,12,12,2,48,4,11,PUNT
Michigan,Big Ten,Penn State,Big Ten,401012894,4010128942,true,1,24,12,1,100,8,12,4,,8,76,TD
Penn State,Big Ten,Michigan,Big Ten,401012894,4010128943,false,1,75,8,1,66,6,47,1,25,3,9,PUNT
Michigan,Big Ten,Penn State,Big Ten,401012894,4010128944,false,1,29,6,1,60,2,56,3,51,8,31,DOWNS
Penn State,Big Ten,Michigan,Big Ten,401012894,4010128945,false,1,59,2,1,44,1,6,1,50,4,15,PUNT
Michigan,Big Ten,Penn State,Big Ten,401012894,4010128946,false,1,5,1,2,69,12,10,3,56,7,64,MISSED FG
Penn State,Big Ten,Michigan,Big Ten,401012894,4010128947,false,2,65,12,2,50,11,58,,12,1,13,FUMBLE
Michigan,Big Ten,Penn State,Big Ten,401012894,4010128948,true,2,52,11,2,100,6,52,5,6,10,48,TD
Penn State,Big Ten,Michigan,Big Ten,401012894,4010128949,false,2,77,6,2,78,6,10,,42,3,-1,DOWNS
Baylor,Big 12,Oklahoma State,Big 12,401013034,4010130341,false,1,25,15,1,94,10,48,4,12,9,69,INT
Oklahoma State,Big 12,Baylor,Big 12,401013034,4010130342,true,1,80,10,1,0,7,47,3,1,11,80,TD
Baylor,Big 12,Oklahoma State,Big 12,401013034,4010130343,false,1,25,7,1,91,3,16,4,31,10,66,MISSED FG
Oklahoma State,Big 12,Baylor,Big 12,401013034,4010130344,false,1,80,3,1,67,,48,2,28,4,13,PUNT
Baylor,Big 12,Oklahoma State,Big 12,401013034,4010130345,false,1,9,,1,20,,,,48,6,11,PUNT
Oklahoma State,Big 12,Baylor,Big 12,401013034,4010130346,false,2,82,12,2,31,10,47,2,8,7,51,MISSED FG
Baylor,Big 12,Oklahoma State,Big 12,401013034,4010130347,true,2,31,10,2,100,8,17,2,30,6,69,TD
Oklahoma State,Big 12,Baylor,Big 12,401013034,4010130348,true,2,75,8,2,2,4,42,3,35,12,73,FG
Baylor,Big 12,Oklahoma State,Big 12,401013034,4010130349,false,2,21,4,2,18,,,4,42,3,-3,PUNT
TCU,Big 12,Kansas State,Big 12,401013063,4010130631,false,1,25,15,1,32,13,33,1,27,3,7,PUNT
TCU,Big 12,Kansas State,Big 12,401013063,4010130633,true,1,57,13,1,100,12,5,1,28,4,43,TD
Kansas State,Big 12,TCU,Big 12,401013063,4010130634,false,1,75,12,1,69,10,38,1,27,3,6,PUNT
TCU,Big 12,Kansas State,Big 12,401013063,4010130635,false,1,30,10,1,40,9,16,1,22,4,10,PUNT
Kansas State,Big 12,TCU,Big 12,401013063,4010130636,true,1,72,9,1,0,4,5,5,11,10,72,TD
TCU,Big 12,Kansas State,Big 12,401013063,4010130637,false,1,25,4,1,71,,,4,5,10,46,DOWNS
Kansas State,Big 12,TCU,Big 12,401013063,4010130638,false,2,71,14,2,53,11,26,3,29,6,18,PUNT
TCU,Big 12,Kansas State,Big 12,401013063,4010130639,false,2,16,11,2,25,,,11,26,3,9,PUNT
Texas Tech,Big 12,Oklahoma,Big 12,401013069,4010130691,false,1,25,15,1,53,11,53,3,7,7,28,PUNT
Oklahoma,Big 12,Texas Tech,Big 12,401013069,4010130692,false,1,96,11,1,92,11,8,,45,2,4,INT
Texas Tech,Big 12,Oklahoma,Big 12,401013069,4010130693,true,1,97,11,1,100,10,30,,38,2,3,TD
Oklahoma,Big 12,Texas Tech,Big 12,401013069,4010130694,false,1,81,10,1,62,8,43,1,47,5,19,INT
Texas Tech,Big 12,Oklahoma,Big 12,401013069,4010130695,true,1,75,8,1,100,6,59,1,44,4,25,TD
Oklahoma,Big 12,Texas Tech,Big 12,401013069,4010130696,true,1,75,6,1,0,4,11,2,48,6,75,TD
Texas Tech,Big 12,Oklahoma,Big 12,401013069,4010130697,true,1,25,4,2,75,14,3,5,8,10,50,FG
Oklahoma,Big 12,Texas Tech,Big 12,401013069,4010130698,true,2,75,14,2,0,12,17,1,46,6,75,TD
Texas Tech,Big 12,Oklahoma,Big 12,401013069,4010130699,true,2,25,12,2,100,11,35,,42,3,75,TD
Virginia,ACC,Pittsburgh,ACC,401013160,4010131601,false,1,21,15,1,31,10,30,4,30,8,10,PUNT
Pittsburgh,ACC,Virginia,ACC,401013160,4010131602,true,1,84,10,1,0,6,9,4,21,8,84,TD
Virginia,ACC,Pittsburgh,ACC,401013160,4010131603,true,1,58,6,1,100,5,54,,15,1,57,TD
Pittsburgh,ACC,Virginia,ACC,401013160,4010131604,false,1,56,5,1,51,2,39,3,15,4,5,PUNT
Virginia,ACC,Pittsburgh,ACC,401013160,4010131605,false,1,20,2,2,66,14,55,2,44,5,49,FUMBLE
Pittsburgh,ACC,Virginia,ACC,401013160,4010131606,false,2,69,14,2,59,11,23,3,32,5,10,PUNT
Virginia,ACC,Pittsburgh,ACC,401013160,4010131607,false,2,16,11,2,50,5,30,5,53,9,34,PUNT
Pittsburgh,ACC,Virginia,ACC,401013160,4010131608,false,2,99,5,2,82,1,15,4,15,7,17,PUNT
Virginia,ACC,Pittsburgh,ACC,401013160,4010131609,true,2,43,1,2,78,,2,1,13,6,45,DOWNS
Boston College,ACC,Virginia Tech,ACC,401013161,4010131611,false,1,75,15,1,54,13,40,1,20,5,21,PUNT
Virginia Tech,ACC,Boston College,ACC,401013161,4010131612,false,1,24,13,1,39,10,33,3,7,6,15,PUNT
Boston College,ACC,Virginia Tech,ACC,401013161,4010131613,true,1,75,10,1,0,6,40,3,53,13,75,TD
Virginia Tech,ACC,Boston College,ACC,401013161,4010131614,true,1,35,6,1,100,4,11,2,29,6,65,TD
Boston College,ACC,Virginia Tech,ACC,401013161,4010131615,false,1,75,4,1,67,2,30,1,41,3,8,PUNT
Virginia Tech,ACC,Boston College,ACC,401013161,4010131616,false,1,16,2,1,20,,17,2,13,4,4,PUNT
Boston College,ACC,Virginia Tech,ACC,401013161,4010131617,false,1,92,,1,85,,,,17,3,7,PUNT
Virginia Tech,ACC,Boston College,ACC,401013161,4010131618,true,2,39,14,2,100,10,39,3,28,7,61,TD
Boston College,ACC,Virginia Tech,ACC,401013161,4010131619,false,2,74,10,2,54,7,56,2,43,6,20,PUNT
Clemson,ACC,Louisville,ACC,401013162,4010131621,true,1,25,15,1,100,13,45,1,15,4,75,TD
Louisville,ACC,Clemson,ACC,401013162,4010131622,false,1,75,13,1,75,12,12,1,33,3,0,PUNT
Clemson,ACC,Louisville,ACC,401013162,4010131623,true,1,30,12,1,100,12,2,,10,1,70,TD
Louisville,ACC,Clemson,ACC,401013162,4010131624,true,1,81,12,1,8,3,16,8,46,16,73,FG
Clemson,ACC,Louisville,ACC,401013162,4010131625,true,1,25,3,2,100,14,56,3,20,8,75,TD
Louisville,ACC,Clemson,ACC,401013162,4010131626,true,2,83,14,2,84,11,42,3,14,5,-1,INT TD
Louisville,ACC,Clemson,ACC,401013162,4010131627,false,2,75,11,2,50,7,41,4,1,7,25,PUNT
Clemson,ACC,Louisville,ACC,401013162,4010131628,false,2,10,7,2,11,6,19,1,22,3,1,PUNT
Louisville,ACC,Clemson,ACC,401013162,4010131629,false,2,55,6,2,33,4,9,2,10,6,16,DOWNS
Duke,ACC,Miami,ACC,401013163,4010131631,true,1,75,15,1,0,14,48,,12,1,75,TD
Miami,ACC,Duke,ACC,401013163,4010131632,false,1,23,14,1,22,13,21,1,27,3,-1,PUNT
Duke,ACC,Miami,ACC,401013163,4010131633,false,1,57,13,1,49,11,25,1,56,3,8,PUNT
Miami,ACC,Duke,ACC,401013163,4010131634,false,1,26,11,1,49,8,17,3,8,6,23,DOWNS
Duke,ACC,Miami,ACC,401013163,4010131635,false,1,49,8,1,46,7,28,,49,3,3,PUNT
Miami,ACC,Duke,ACC,401013163,4010131636,false,1,8,7,1,9,5,26,2,2,3,1,PUNT
Duke,ACC,Miami,ACC,401013163,4010131637,false,1,43,5,1,31,2,45,2,41,5,12,PUNT
Miami,ACC,Duke,ACC,401013163,4010131638,false,1,2,2,2,21,14,46,2,59,6,19,PUNT
Duke,ACC,Miami,ACC,401013163,4010131639,false,2,59,14,2,59,13,26,1,20,3,0,PUNT
NC State,ACC,Florida State,ACC,401013164,4010131641,true,1,25,15,1,100,10,35,4,25,11,75,TD
Florida State,ACC,NC State,ACC,401013164,4010131642,false,1,97,10,1,57,7,48,2,47,7,46,FUMBLE
NC State,ACC,Florida State,ACC,401013164,4010131643,false,1,51,7,1,54,7,,,48,3,3,PUNT
Florida State,ACC,NC State,ACC,401013164,4010131644,false,1,91,7,1,85,4,45,2,15,3,6,PUNT
NC State,ACC,Florida State,ACC,401013164,4010131645,true,1,50,4,1,97,,10,4,35,10,47,FG
Florida State,ACC,NC State,ACC,401013164,4010131646,false,1,75,,2,83,13,47,1,23,3,-8,PUNT
NC State,ACC,Florida State,ACC,401013164,4010131647,true,2,41,13,2,100,11,13,2,34,6,59,TD
Florida State,ACC,NC State,ACC,401013164,4010131648,true,2,75,11,2,0,9,36,1,37,4,75,TD
NC State,ACC,Florida State,ACC,401013164,4010131649,true,2,22,9,2,92,5,1,4,35,10,70,FG
North Carolina,ACC,Georgia Tech,ACC,401013165,4010131651,false,1,21,15,1,51,11,14,3,46,8,30,PUNT
Georgia Tech,ACC,North Carolina,ACC,401013165,4010131652,true,1,79,11,1,80,10,36,,38,2,-1,FUMBLE TD
Georgia Tech,ACC,North Carolina,ACC,401013165,4010131654,true,1,75,10,1,0,8,18,2,18,5,75,TD
North Carolina,ACC,Georgia Tech,ACC,401013165,4010131655,false,1,24,8,1,29,7,17,1,1,3,5,PUNT
Georgia Tech,ACC,North Carolina,ACC,401013165,4010131656,false,1,84,7,1,50,1,33,5,44,10,34,PUNT
North Carolina,ACC,Georgia Tech,ACC,401013165,4010131657,false,1,5,1,1,5,1,26,,7,1,0,INT
Georgia Tech,ACC,North Carolina,ACC,401013165,4010131658,true,1,45,1,2,0,12,3,4,23,9,45,TD
