offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_time.minutes,end_period,end_yardline,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Fresno State,Mountain West,Boise State,Mountain West,401056700,4010567006,false,1,75,1,1,80,,,1,56,3,-5,PUNT
Boise State,Mountain West,Fresno State,Mountain West,401056700,4010567007,false,1,32,,2,64,11,16,3,44,9,32,PUNT
Fresno State,Mountain West,Boise State,Mountain West,401056700,4010567008,false,2,80,11,2,76,9,59,1,17,3,21,FUMBLE
Boise State,Mountain West,Fresno State,Mountain West,401056700,4010567009,false,2,59,9,2,77,6,52,3,7,6,18,DOWNS
Louisiana,Sun Belt,Appalachian State,Sun Belt,401056701,4010567011,true,1,75,15,1,20,10,13,4,47,9,55,FG
Appalachian State,Sun Belt,Louisiana,Sun Belt,401056701,4010567012,true,1,99,10,1,100,9,56,,17,1,1,TD
Louisiana,Sun Belt,Appalachian State,Sun Belt,401056701,4010567013,false,1,83,9,1,82,9,2,,54,3,1,PUNT
Appalachian State,Sun Belt,Louisiana,Sun Belt,401056701,4010567014,false,1,43,9,1,44,7,25,1,37,3,1,PUNT
Louisiana,Sun Belt,Appalachian State,Sun Belt,401056701,4010567015,false,1,93,7,1,84,5,57,1,28,3,9,PUNT
Appalachian State,Sun Belt,Louisiana,Sun Belt,401056701,4010567016,false,1,39,5,1,34,4,30,1,27,3,-5,PUNT
Louisiana,Sun Belt,Appalachian State,Sun Belt,401056701,4010567017,false,1,82,4,1,64,,34,3,56,6,18,PUNT
Appalachian State,Sun Belt,Louisiana,Sun Belt,401056701,4010567018,false,1,9,,2,23,13,36,1,58,5,14,PUNT
Louisiana,Sun Belt,Appalachian State,Sun Belt,401056701,4010567019,true,2,69,13,2,28,8,17,5,19,11,41,FG
Ohio State,Big Ten,Northwestern,Big Ten,401056702,4010567021,true,1,23,15,1,100,10,31,4,29,10,77,TD
Northwestern,Big Ten,Ohio State,Big Ten,401056702,4010567022,false,1,75,10,1,66,9,13,1,18,3,9,PUNT
Ohio State,Big Ten,Northwestern,Big Ten,401056702,4010567023,false,1,25,9,1,42,7,18,1,55,4,17,PUNT
Northwestern,Big Ten,Ohio State,Big Ten,401056702,4010567024,true,1,80,7,1,0,6,27,,51,2,80,TD
Ohio State,Big Ten,Northwestern,Big Ten,401056702,4010567025,true,1,35,6,1,100,3,29,2,58,8,65,TD
Northwestern,Big Ten,Ohio State,Big Ten,401056702,4010567026,false,1,65,3,1,65,1,23,2,6,3,0,PUNT
Ohio State,Big Ten,Northwestern,Big Ten,401056702,4010567027,false,1,28,1,1,37,,11,1,12,3,9,PUNT
Northwestern,Big Ten,Ohio State,Big Ten,401056702,4010567028,false,1,91,,2,36,13,31,1,40,5,55,INT
Ohio State,Big Ten,Northwestern,Big Ten,401056702,4010567029,false,2,20,13,2,58,11,16,2,15,6,38,INT
Middle Tennessee,Conference USA,UAB,Conference USA,401056703,4010567031,true,1,25,15,1,80,11,56,3,4,7,55,FG
UAB,Conference USA,Middle Tennessee,Conference USA,401056703,4010567032,true,1,68,11,1,12,7,37,4,19,10,56,FG
Middle Tennessee,Conference USA,UAB,Conference USA,401056703,4010567033,true,1,25,7,1,97,2,59,4,38,11,72,FG
UAB,Conference USA,Middle Tennessee,Conference USA,401056703,4010567034,false,1,71,2,1,53,1,27,1,32,4,18,PUNT
Middle Tennessee,Conference USA,UAB,Conference USA,401056703,4010567035,true,1,20,1,1,100,,,1,27,5,80,TD
UAB,Conference USA,Middle Tennessee,Conference USA,401056703,4010567036,true,2,75,15,2,0,7,8,7,52,16,75,TD
Middle Tennessee,Conference USA,UAB,Conference USA,401056703,4010567037,false,2,25,7,2,30,5,44,1,24,3,5,PUNT
UAB,Conference USA,Middle Tennessee,Conference USA,401056703,4010567038,true,2,68,5,2,0,4,15,1,29,4,68,TD
Middle Tennessee,Conference USA,UAB,Conference USA,401056703,4010567039,false,2,25,4,2,25,3,55,,20,3,0,INT
Washington,Pac-12,Utah,Pac-12,401056704,4010567041,false,1,25,15,1,77,8,20,6,40,13,52,DOWNS
Utah,Pac-12,Washington,Pac-12,401056704,4010567042,false,1,77,8,1,71,7,3,1,17,3,6,PUNT
Washington,Pac-12,Utah,Pac-12,401056704,4010567043,false,1,24,7,1,25,5,59,1,4,3,1,PUNT
Utah,Pac-12,Washington,Pac-12,401056704,4010567044,false,1,69,5,1,51,3,48,2,11,4,18,PUNT
Washington,Pac-12,Utah,Pac-12,401056704,4010567045,false,1,20,3,2,74,14,12,4,36,8,54,INT
Utah,Pac-12,Washington,Pac-12,401056704,4010567046,false,2,82,14,2,79,12,17,1,55,3,3,PUNT
Washington,Pac-12,Utah,Pac-12,401056704,4010567047,false,2,38,12,2,54,10,56,1,21,4,16,PUNT
Utah,Pac-12,Washington,Pac-12,401056704,4010567048,false,2,90,10,2,86,9,20,1,36,3,4,PUNT
Washington,Pac-12,Utah,Pac-12,401056704,4010567049,true,2,45,9,2,89,3,8,6,12,12,44,FG
Georgia,SEC,Alabama,SEC,401056705,4010567051,false,1,25,15,1,18,12,54,2,6,3,-7,PUNT
Alabama,SEC,Georgia,SEC,401056705,4010567052,false,1,29,12,1,17,10,43,2,11,5,12,INT
Georgia,SEC,Alabama,SEC,401056705,4010567053,false,1,19,10,1,56,7,10,3,33,8,37,PUNT
Alabama,SEC,Georgia,SEC,401056705,4010567054,false,1,80,7,1,80,6,16,,54,3,0,PUNT
Georgia,SEC,Alabama,SEC,401056705,4010567055,true,1,40,6,1,100,3,8,3,8,7,60,TD
Alabama,SEC,Georgia,SEC,401056705,4010567056,true,1,75,3,2,0,14,56,3,12,8,75,TD
Georgia,SEC,Alabama,SEC,401056705,4010567057,true,2,26,14,2,100,7,31,7,25,13,74,TD
Alabama,SEC,Georgia,SEC,401056705,4010567058,false,2,75,7,2,76,6,27,1,4,3,-1,PUNT
Georgia,SEC,Alabama,SEC,401056705,4010567059,true,2,49,6,2,100,4,5,2,22,6,51,TD
Liberty,,Norfolk State,,401081953,4010819531,true,1,22,15,1,98,8,,7,,17,76,FG
Norfolk State,,Liberty,,401081953,4010819532,true,1,61,8,1,5,3,12,4,48,10,56,FG
Liberty,,Norfolk State,,401081953,4010819533,true,1,35,3,1,100,,52,2,20,6,65,TD
Norfolk State,,Liberty,,401081953,4010819534,false,1,88,,1,88,,42,,10,0,0,FUMBLE
Liberty,,Norfolk State,,401081953,4010819535,true,1,88,,2,100,14,51,,47,3,12,TD
Norfolk State,,Liberty,,401081953,4010819536,false,2,86,14,2,78,13,17,1,34,3,8,PUNT
Liberty,,Norfolk State,,401081953,4010819537,true,2,40,13,2,100,11,24,1,53,5,60,TD
Norfolk State,,Liberty,,401081953,4010819538,false,2,85,11,2,41,6,40,4,44,9,44,PUNT
Liberty,,Norfolk State,,401081953,4010819539,false,2,10,6,2,11,,,6,40,3,1,PUNT
Drake,,Iowa State,Big 12,401082044,4010820441,false,1,75,15,1,57,11,49,3,11,5,18,PUNT
Iowa State,Big 12,Drake,,401082044,4010820442,false,1,26,11,1,7,10,3,1,46,4,-19,DOWNS
Drake,,Iowa State,Big 12,401082044,4010820443,true,1,7,10,1,0,9,16,,47,2,7,TD
Iowa State,Big 12,Drake,,401082044,4010820444,true,1,46,9,1,100,6,32,2,44,5,54,TD
Drake,,Iowa State,Big 12,401082044,4010820445,false,1,71,6,1,53,3,50,2,42,6,18,INT
Iowa State,Big 12,Drake,,401082044,4010820446,true,1,49,3,2,100,14,55,3,55,8,51,TD
Drake,,Iowa State,Big 12,401082044,4010820447,true,2,83,14,2,0,9,33,5,22,10,83,TD
Iowa State,Big 12,Drake,,401082044,4010820448,false,2,25,9,2,63,6,8,3,25,7,38,DOWNS
Drake,,Iowa State,Big 12,401082044,4010820449,false,2,63,6,2,55,,,6,8,3,8,PUNT
NC State,ACC,East Carolina,American Athletic,401088766,4010887661,true,1,25,15,1,94,10,6,4,54,11,69,FG
East Carolina,American Athletic,NC State,ACC,401088766,4010887662,false,1,83,10,1,57,7,27,2,39,6,26,PUNT
NC State,ACC,East Carolina,American Athletic,401088766,4010887663,true,1,20,7,1,100,4,5,3,22,9,80,TD
East Carolina,American Athletic,NC State,ACC,401088766,4010887664,false,1,75,4,1,32,3,5,1,,6,43,INT
NC State,ACC,East Carolina,American Athletic,401088766,4010887665,true,1,25,3,1,100,,10,2,55,6,75,TD
East Carolina,American Athletic,NC State,ACC,401088766,4010887666,false,1,75,,1,68,,,,10,3,7,PUNT
NC State,ACC,East Carolina,American Athletic,401088766,4010887667,true,2,43,13,2,100,11,26,1,59,4,57,TD
East Carolina,American Athletic,NC State,ACC,401088766,4010887668,false,2,75,11,2,73,9,45,1,41,3,2,PUNT
NC State,ACC,East Carolina,American Athletic,401088766,4010887669,false,2,25,9,2,57,,,9,45,6,32,PUNT
South Carolina,SEC,Akron,Mid-American,401098253,4010982531,false,1,25,15,1,56,11,38,3,22,7,31,PUNT
Akron,Mid-American,South Carolina,SEC,401098253,4010982532,false,1,85,11,1,93,10,7,1,31,3,-8,PUNT
South Carolina,SEC,Akron,Mid-American,401098253,4010982533,true,1,72,10,1,100,9,29,,38,3,28,TD
Akron,Mid-American,South Carolina,SEC,401098253,4010982534,true,1,75,9,1,28,3,59,5,30,12,47,FG
South Carolina,SEC,Akron,Mid-American,401098253,4010982535,true,1,28,3,1,100,3,1,,58,3,72,TD
Akron,Mid-American,South Carolina,SEC,401098253,4010982536,false,1,82,3,1,35,,19,2,42,8,47,MISSED FG
South Carolina,SEC,Akron,Mid-American,401098253,4010982537,false,1,35,,1,58,,,,19,6,23,PUNT
Akron,Mid-American,South Carolina,SEC,401098253,4010982538,false,2,95,13,2,65,12,40,1,10,3,30,FUMBLE
South Carolina,SEC,Akron,Mid-American,401098253,4010982539,false,2,74,12,2,89,,,12,40,4,15,INT
Stanford,Pac-12,California,Pac-12,401099853,4010998531,true,1,83,15,1,8,9,15,5,45,12,75,FG
California,Pac-12,Stanford,Pac-12,401099853,4010998532,false,1,25,9,1,40,6,49,2,26,5,15,PUNT
Stanford,Pac-12,California,Pac-12,401099853,4010998533,true,1,73,6,1,0,4,37,2,12,4,73,TD
California,Pac-12,Stanford,Pac-12,401099853,4010998534,false,1,25,4,1,51,1,33,3,4,7,26,PUNT
Stanford,Pac-12,California,Pac-12,401099853,4010998535,false,1,90,1,2,74,13,58,2,35,6,16,PUNT
California,Pac-12,Stanford,Pac-12,401099853,4010998536,true,2,41,13,2,77,10,14,3,44,11,36,FG
Stanford,Pac-12,California,Pac-12,401099853,4010998537,false,2,75,10,2,73,7,37,2,37,3,2,PUNT
California,Pac-12,Stanford,Pac-12,401099853,4010998538,true,2,18,7,2,93,4,51,2,46,7,75,FG
Stanford,Pac-12,California,Pac-12,401099853,4010998539,false,2,77,4,2,80,3,4,1,47,3,-3,PUNT
Marshall,Conference USA,Virginia Tech,ACC,401100159,4011001591,false,1,75,15,1,83,14,54,,6,1,-8,FUMBLE
Virginia Tech,ACC,Marshall,Conference USA,401100159,4011001592,true,1,83,14,1,85,13,49,1,5,4,2,FG
Marshall,Conference USA,Virginia Tech,ACC,401100159,4011001593,false,1,75,13,1,9,8,49,5,,12,66,INT
Virginia Tech,ACC,Marshall,Conference USA,401100159,4011001594,true,1,20,8,1,100,5,15,3,34,8,80,TD
Marshall,Conference USA,Virginia Tech,ACC,401100159,4011001595,false,1,84,5,1,82,4,23,,52,3,2,PUNT
Virginia Tech,ACC,Marshall,Conference USA,401100159,4011001596,false,1,47,4,1,43,2,27,1,56,3,-4,PUNT
Marshall,Conference USA,Virginia Tech,ACC,401100159,4011001597,true,1,76,2,1,0,,,2,27,5,76,TD
Virginia Tech,ACC,Marshall,Conference USA,401100159,4011001598,true,2,28,14,2,100,13,45,1,9,4,72,TD
Marshall,Conference USA,Virginia Tech,ACC,401100159,4011001599,false,2,75,13,2,42,11,12,2,33,6,33,DOWNS
Buffalo,Mid-American,Northern Illinois,Mid-American,401056696,40105669610,true,3,25,15,3,100,11,25,3,35,8,75,TD
Northern Illinois,Mid-American,Buffalo,Mid-American,401056696,40105669611,false,3,75,11,3,59,8,14,3,11,7,16,PUNT
Buffalo,Mid-American,Northern Illinois,Mid-American,401056696,40105669612,false,3,16,8,3,12,6,38,1,36,3,-4,PUNT
Northern Illinois,Mid-American,Buffalo,Mid-American,401056696,40105669613,false,3,56,6,3,56,6,29,,9,1,0,INT
Buffalo,Mid-American,Northern Illinois,Mid-American,401056696,40105669614,false,3,5,6,3,5,1,58,4,31,6,0,PUNT
Northern Illinois,Mid-American,Buffalo,Mid-American,401056696,40105669615,true,3,34,1,3,0,,17,1,41,5,34,TD
Buffalo,Mid-American,Northern Illinois,Mid-American,401056696,40105669616,false,3,22,,4,26,14,8,1,9,3,4,PUNT
Northern Illinois,Mid-American,Buffalo,Mid-American,401056696,40105669617,true,4,63,14,4,0,12,51,1,17,4,63,TD
Buffalo,Mid-American,Northern Illinois,Mid-American,401056696,40105669618,false,4,25,12,4,41,9,56,2,55,5,16,PUNT
Northern Illinois,Mid-American,Buffalo,Mid-American,401056696,40105669619,false,4,97,9,4,80,7,30,2,26,6,17,PUNT
Buffalo,Mid-American,Northern Illinois,Mid-American,401056696,40105669620,false,4,40,7,4,31,3,20,4,10,6,-9,PUNT
Northern Illinois,Mid-American,Buffalo,Mid-American,401056696,40105669621,true,4,70,3,4,0,1,9,2,11,8,70,TD
Buffalo,Mid-American,Northern Illinois,Mid-American,401056696,40105669622,false,4,25,1,4,59,,21,,48,6,34,DOWNS
Northern Illinois,Mid-American,Buffalo,Mid-American,401056696,40105669623,false,4,59,,4,56,,,,21,1,-3,Uncategorized
Pittsburgh,ACC,Clemson,ACC,401056697,40105669710,false,1,36,1,2,56,12,31,3,32,6,20,PUNT
Clemson,ACC,Pittsburgh,ACC,401056697,40105669711,false,2,99,12,2,94,11,4,1,27,3,5,PUNT
Pittsburgh,ACC,Clemson,ACC,401056697,40105669712,true,2,61,11,2,100,7,56,3,8,6,39,TD
Clemson,ACC,Pittsburgh,ACC,401056697,40105669713,true,2,75,7,2,0,4,57,2,59,7,75,TD
Pittsburgh,ACC,Clemson,ACC,401056697,40105669714,false,2,19,4,2,20,3,13,1,44,3,1,PUNT
Clemson,ACC,Pittsburgh,ACC,401056697,40105669715,false,2,86,3,2,63,1,3,2,10,6,23,PUNT
Pittsburgh,ACC,Clemson,ACC,401056697,40105669716,false,2,20,1,2,31,,29,,34,4,11,INT
Clemson,ACC,Pittsburgh,ACC,401056697,40105669717,true,2,10,,2,0,,25,,4,1,10,TD
Pittsburgh,ACC,Clemson,ACC,401056697,40105669718,false,2,26,,2,23,,,,25,1,-3,END OF HALF
Pittsburgh,ACC,Clemson,ACC,401056697,40105669719,false,3,20,15,3,22,12,49,2,11,3,-3,PUNT
Clemson,ACC,Pittsburgh,ACC,401056697,40105669720,false,3,58,12,3,61,11,18,1,31,3,-3,PUNT
Pittsburgh,ACC,Clemson,ACC,401056697,40105669721,false,3,31,11,3,58,6,42,4,36,6,27,PUNT
Clemson,ACC,Pittsburgh,ACC,401056697,40105669722,false,3,85,6,3,57,2,30,4,12,9,28,PUNT
Pittsburgh,ACC,Clemson,ACC,401056697,40105669723,false,3,23,2,3,27,,59,1,31,3,4,PUNT
Clemson,ACC,Pittsburgh,ACC,401056697,40105669724,true,3,69,,4,0,14,27,1,32,5,69,TD
Pittsburgh,ACC,Clemson,ACC,401056697,40105669725,false,4,28,14,4,10,12,39,1,48,3,-15,PUNT
Clemson,ACC,Pittsburgh,ACC,401056697,40105669726,false,4,43,12,4,46,10,56,1,43,3,-3,PUNT
Pittsburgh,ACC,Clemson,ACC,401056697,40105669727,false,4,26,10,4,70,6,2,4,54,9,39,FUMBLE
Clemson,ACC,Pittsburgh,ACC,401056697,40105669728,true,4,65,6,4,0,3,17,2,45,5,65,TD
Pittsburgh,ACC,Clemson,ACC,401056697,40105669729,false,4,18,3,4,20,2,5,1,12,3,2,PUNT
Clemson,ACC,Pittsburgh,ACC,401056697,40105669730,false,4,81,2,4,94,,,2,5,3,13,Uncategorized
Oklahoma,Big 12,Texas,Big 12,401056698,40105669810,true,2,20,,2,100,,18,,41,5,80,TD
Texas,Big 12,Oklahoma,Big 12,401056698,40105669811,false,2,75,,2,71,,,,18,1,4,END OF HALF
Oklahoma,Big 12,Texas,Big 12,401056698,40105669812,true,3,25,15,3,100,12,1,2,59,8,75,TD
Texas,Big 12,Oklahoma,Big 12,401056698,40105669813,true,3,75,12,3,0,8,47,3,14,7,75,TD
Oklahoma,Big 12,Texas,Big 12,401056698,40105669814,false,3,25,8,3,22,7,31,1,16,3,-3,PUNT
Texas,Big 12,Oklahoma,Big 12,401056698,40105669815,true,3,68,7,3,0,2,44,4,47,11,68,TD
Oklahoma,Big 12,Texas,Big 12,401056698,40105669816,true,3,25,2,4,86,12,37,5,7,13,61,FG
Texas,Big 12,Oklahoma,Big 12,401056698,40105669817,false,4,75,12,4,47,10,34,2,3,7,28,PUNT
Oklahoma,Big 12,Texas,Big 12,401056698,40105669818,false,4,20,10,4,36,9,6,1,28,4,72,FUMBLE
Texas,Big 12,Oklahoma,Big 12,401056698,40105669819,true,4,92,9,4,93,8,27,,39,2,-8,SF
Oklahoma,Big 12,Texas,Big 12,401056698,40105669820,true,4,35,8,4,100,2,,6,27,11,65,TD
Texas,Big 12,Oklahoma,Big 12,401056698,40105669821,false,4,80,2,4,19,,51,1,9,7,61,INT
Oklahoma,Big 12,Texas,Big 12,401056698,40105669822,false,4,6,,4,3,,,,51,2,-3,END OF 4TH QUARTER
UCF,American Athletic,Memphis,American Athletic,401056699,40105669910,false,2,25,11,2,18,10,23,1,1,3,-7,PUNT
Memphis,American Athletic,UCF,American Athletic,401056699,40105669911,false,2,63,10,2,57,9,16,1,7,3,6,PUNT
UCF,American Athletic,Memphis,American Athletic,401056699,40105669912,false,2,6,9,2,80,7,9,2,7,8,74,DOWNS
Memphis,American Athletic,UCF,American Athletic,401056699,40105669913,false,2,80,7,2,42,3,45,3,24,6,38,PUNT
UCF,American Athletic,Memphis,American Athletic,401056699,40105669914,true,2,6,3,2,100,2,41,1,4,4,94,TD
Memphis,American Athletic,UCF,American Athletic,401056699,40105669915,false,2,78,2,2,69,1,50,,51,3,9,FUMBLE
Memphis,American Athletic,UCF,American Athletic,401056699,40105669916,true,2,31,1,2,0,,21,1,29,5,31,TD
UCF,American Athletic,Memphis,American Athletic,401056699,40105669917,false,2,36,,2,45,,,,21,5,20,END OF HALF
UCF,American Athletic,Memphis,American Athletic,401056699,40105669918,true,3,21,15,3,100,12,21,2,39,7,79,TD
Memphis,American Athletic,UCF,American Athletic,401056699,40105669919,false,3,75,12,3,71,10,19,2,2,3,4,PUNT
UCF,American Athletic,Memphis,American Athletic,401056699,40105669920,true,3,55,10,3,100,6,55,3,24,8,45,TD
Memphis,American Athletic,UCF,American Athletic,401056699,40105669921,true,3,80,6,3,2,2,13,4,42,11,78,FG
UCF,American Athletic,Memphis,American Athletic,401056699,40105669922,true,3,24,2,4,100,14,28,2,45,8,76,TD
Memphis,American Athletic,UCF,American Athletic,401056699,40105669923,false,4,77,14,4,28,9,26,5,2,12,49,MISSED FG
UCF,American Athletic,Memphis,American Athletic,401056699,40105669924,true,4,29,9,4,100,6,37,2,49,8,71,TD
Memphis,American Athletic,UCF,American Athletic,401056699,40105669925,false,4,62,6,4,67,5,6,1,31,3,-5,PUNT
UCF,American Athletic,Memphis,American Athletic,401056699,40105669926,true,4,18,5,4,100,2,29,2,37,8,82,TD
Memphis,American Athletic,UCF,American Athletic,401056699,40105669927,false,4,65,2,4,25,,33,1,56,10,40,INT
UCF,American Athletic,Memphis,American Athletic,401056699,40105669928,false,4,20,,4,18,,,,33,1,-2,Uncategorized
Fresno State,Mountain West,Boise State,Mountain West,401056700,40105670010,true,2,77,6,2,26,3,20,3,32,10,51,FG
Boise State,Mountain West,Fresno State,Mountain West,401056700,40105670011,false,2,35,3,2,49,,11,3,9,8,14,PUNT
Fresno State,Mountain West,Boise State,Mountain West,401056700,40105670012,false,2,92,,2,94,,,,11,1,-2,END OF HALF
Fresno State,Mountain West,Boise State,Mountain West,401056700,40105670013,true,3,64,15,3,21,11,7,3,53,9,43,FG
Boise State,Mountain West,Fresno State,Mountain West,401056700,40105670014,false,3,24,11,3,74,6,52,4,15,9,50,MISSED FG
Fresno State,Mountain West,Boise State,Mountain West,401056700,40105670015,false,3,74,6,3,72,4,58,1,54,3,2,PUNT
Boise State,Mountain West,Fresno State,Mountain West,401056700,40105670016,false,3,28,4,3,36,3,3,1,55,3,8,PUNT
Fresno State,Mountain West,Boise State,Mountain West,401056700,40105670017,false,3,69,3,3,60,1,35,1,28,3,9,PUNT
Boise State,Mountain West,Fresno State,Mountain West,401056700,40105670018,false,3,20,1,4,36,14,53,1,42,5,16,PUNT
Fresno State,Mountain West,Boise State,Mountain West,401056700,40105670019,false,4,75,14,4,68,13,31,1,22,3,7,PUNT
Boise State,Mountain West,Fresno State,Mountain West,401056700,40105670020,false,4,32,13,4,22,12,23,1,8,3,-10,PUNT
Fresno State,Mountain West,Boise State,Mountain West,401056700,40105670021,false,4,77,12,4,51,11,10,1,13,4,26,PUNT
Boise State,Mountain West,Fresno State,Mountain West,401056700,40105670022,true,4,13,11,4,100,8,1,3,9,7,87,TD
Fresno State,Mountain West,Boise State,Mountain West,401056700,40105670023,false,4,75,8,4,69,6,59,1,2,3,6,PUNT
Boise State,Mountain West,Fresno State,Mountain West,401056700,40105670024,false,4,28,6,4,37,5,8,1,51,3,9,PUNT
Fresno State,Mountain West,Boise State,Mountain West,401056700,40105670025,false,4,82,5,4,64,4,11,,57,5,25,FUMBLE
Boise State,Mountain West,Fresno State,Mountain West,401056700,40105670026,false,4,57,4,4,58,3,15,,56,3,1,PUNT
Fresno State,Mountain West,Boise State,Mountain West,401056700,40105670027,false,4,89,3,4,53,1,23,1,52,6,36,PUNT
Boise State,Mountain West,Fresno State,Mountain West,401056700,40105670028,false,4,16,1,4,31,,,1,23,4,15,END OF 4TH QUARTER
Boise State,Mountain West,Fresno State,Mountain West,401056700,40105670029,true,5,75,,5,94,,,,,6,19,FG
Fresno State,Mountain West,Boise State,Mountain West,401056700,40105670030,true,5,25,,5,0,,,,,5,25,TD
Appalachian State,Sun Belt,Louisiana,Sun Belt,401056701,40105670110,true,2,25,8,2,100,3,17,5,,9,75,TD
Louisiana,Sun Belt,Appalachian State,Sun Belt,401056701,40105670111,false,2,55,3,2,44,1,42,1,35,5,11,INT
Appalachian State,Sun Belt,Louisiana,Sun Belt,401056701,40105670112,false,2,33,1,2,29,,9,1,33,3,-4,PUNT
