offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_time.minutes,end_period,end_yardline,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
The Citadel,,Alabama,SEC,401012338,4010123381,false,1,75,15,1,40,7,52,7,8,12,35,PUNT
Alabama,SEC,The Citadel,,401012338,4010123382,true,1,20,7,1,100,3,29,4,23,8,80,TD
The Citadel,,Alabama,SEC,401012338,4010123383,false,1,82,3,2,44,13,31,4,58,8,38,PUNT
Alabama,SEC,The Citadel,,401012338,4010123384,false,2,10,13,2,15,11,52,1,39,3,5,PUNT
The Citadel,,Alabama,SEC,401012338,4010123385,true,2,45,11,2,0,11,42,,10,1,45,TD
Alabama,SEC,The Citadel,,401012338,4010123386,false,2,36,11,2,51,11,5,,37,2,28,FUMBLE
The Citadel,,Alabama,SEC,401012338,4010123387,false,2,63,11,2,61,9,6,1,59,3,2,PUNT
Alabama,SEC,The Citadel,,401012338,4010123388,true,2,9,9,2,95,4,59,4,7,9,86,FG
The Citadel,,Alabama,SEC,401012338,4010123389,true,2,75,4,2,65,,,4,59,9,44,END OF HALF
Liberty,,Auburn,SEC,401012339,4010123391,false,1,75,15,1,33,9,3,5,57,12,42,DOWNS
Auburn,SEC,Liberty,,401012339,4010123392,true,1,34,9,1,65,7,40,1,23,6,31,FG
Liberty,,Auburn,SEC,401012339,4010123393,true,1,75,7,1,75,7,29,,11,2,0,INT TD
Liberty,,Auburn,SEC,401012339,4010123395,true,1,75,7,1,73,6,38,,51,3,2,SF
Auburn,SEC,Liberty,,401012339,4010123396,false,1,51,6,1,57,5,,1,38,3,6,PUNT
Liberty,,Auburn,SEC,401012339,4010123397,false,1,80,5,1,76,4,17,,43,3,4,PUNT
Auburn,SEC,Liberty,,401012339,4010123398,true,1,20,4,1,97,,7,4,10,11,77,FG
Liberty,,Auburn,SEC,401012339,4010123399,false,1,82,,2,81,14,39,,28,3,1,PUNT
Idaho,,Florida,SEC,401012340,4010123401,true,1,75,15,1,75,14,54,,6,1,0,INT TD
Idaho,,Florida,SEC,401012340,4010123403,false,1,80,14,1,77,13,28,1,22,3,3,PUNT
Florida,SEC,Idaho,,401012340,4010123404,true,1,53,13,1,100,12,46,,42,3,47,TD
Idaho,,Florida,SEC,401012340,4010123405,false,1,75,12,1,74,11,11,1,35,3,1,PUNT
Florida,SEC,Idaho,,401012340,4010123406,false,1,46,11,1,95,7,14,3,57,11,49,DOWNS
Idaho,,Florida,SEC,401012340,4010123407,false,1,95,7,1,98,5,47,1,27,3,-3,PUNT
Florida,SEC,Idaho,,401012340,4010123408,true,1,48,5,1,100,5,30,,17,2,52,TD
Idaho,,Florida,SEC,401012340,4010123409,false,1,75,5,1,69,,,5,30,3,6,PUNT
UMass,FBS Independents,Georgia,SEC,401012341,4010123411,false,1,82,15,1,78,13,58,1,2,3,4,PUNT
Georgia,SEC,UMass,FBS Independents,401012341,4010123412,true,1,34,13,1,100,13,1,,57,3,66,TD
UMass,FBS Independents,Georgia,SEC,401012341,4010123413,false,1,65,13,1,62,11,22,1,39,3,3,PUNT
Georgia,SEC,UMass,FBS Independents,401012341,4010123414,true,1,32,11,1,100,6,24,4,58,10,68,TD
UMass,FBS Independents,Georgia,SEC,401012341,4010123415,false,1,75,6,1,67,4,9,2,15,3,8,FUMBLE
UMass,FBS Independents,Georgia,SEC,401012341,4010123416,true,1,16,4,1,0,1,59,2,10,4,16,TD
Georgia,SEC,UMass,FBS Independents,401012341,4010123417,true,1,20,1,2,100,13,55,3,4,7,80,TD
UMass,FBS Independents,Georgia,SEC,401012341,4010123418,false,2,75,13,2,59,11,18,2,37,6,16,PUNT
Georgia,SEC,UMass,FBS Independents,401012341,4010123419,false,2,27,11,2,100,10,30,,48,2,73,TD
Middle Tennessee,Conference USA,Kentucky,SEC,401012342,4010123421,true,1,75,15,1,49,13,33,1,27,4,26,INT TD
Middle Tennessee,Conference USA,Kentucky,SEC,401012342,4010123423,false,1,75,13,1,50,12,9,1,24,4,25,FUMBLE
Kentucky,SEC,Middle Tennessee,Conference USA,401012342,4010123424,true,1,50,12,1,100,8,36,3,33,8,50,TD
Middle Tennessee,Conference USA,Kentucky,SEC,401012342,4010123425,false,1,75,8,1,80,6,48,1,48,3,-5,PUNT
Kentucky,SEC,Middle Tennessee,Conference USA,401012342,4010123426,true,1,46,6,1,80,1,35,5,13,10,34,FG
Middle Tennessee,Conference USA,Kentucky,SEC,401012342,4010123427,true,1,75,1,2,0,11,13,5,15,11,75,TD
Kentucky,SEC,Middle Tennessee,Conference USA,401012342,4010123428,true,2,25,11,2,100,8,40,2,33,5,75,TD
Middle Tennessee,Conference USA,Kentucky,SEC,401012342,4010123429,false,2,75,8,2,39,,,8,40,8,36,PUNT
LSU,SEC,Rice,Conference USA,401012343,4010123431,true,1,21,15,1,100,11,6,3,54,12,79,TD
Rice,Conference USA,LSU,SEC,401012343,4010123432,false,1,75,11,1,74,8,52,2,14,3,1,PUNT
LSU,SEC,Rice,Conference USA,401012343,4010123433,false,1,31,8,1,35,8,33,,19,1,4,FUMBLE
Rice,Conference USA,LSU,SEC,401012343,4010123434,false,1,35,8,1,34,7,7,1,26,4,1,MISSED FG
LSU,SEC,Rice,Conference USA,401012343,4010123435,true,1,34,7,1,100,5,52,1,15,3,66,TD
Rice,Conference USA,LSU,SEC,401012343,4010123436,false,1,75,5,1,64,2,16,3,36,6,11,PUNT
LSU,SEC,Rice,Conference USA,401012343,4010123437,true,1,21,2,2,100,13,6,4,10,10,79,TD
Rice,Conference USA,LSU,SEC,401012343,4010123438,false,2,75,13,2,66,10,46,2,20,3,9,PUNT
LSU,SEC,Rice,Conference USA,401012343,4010123439,true,2,12,10,2,100,8,1,2,45,10,88,TD
Mississippi State,SEC,Arkansas,SEC,401012344,4010123441,true,1,17,15,1,98,8,27,6,33,14,81,FG
Arkansas,SEC,Mississippi State,SEC,401012344,4010123442,false,1,75,8,1,25,4,44,3,43,9,50,MISSED FG
Mississippi State,SEC,Arkansas,SEC,401012344,4010123443,false,1,26,4,1,44,2,1,2,43,5,18,PUNT
Arkansas,SEC,Mississippi State,SEC,401012344,4010123444,false,1,84,2,1,86,,21,1,40,3,-2,FUMBLE
Mississippi State,SEC,Arkansas,SEC,401012344,4010123445,true,1,47,,2,100,10,28,4,53,11,53,TD
Arkansas,SEC,Mississippi State,SEC,401012344,4010123446,false,2,75,10,2,67,9,31,,57,3,8,PUNT
Mississippi State,SEC,Arkansas,SEC,401012344,4010123447,true,2,28,9,2,100,5,20,4,11,8,72,TD
Arkansas,SEC,Mississippi State,SEC,401012344,4010123448,false,2,75,5,2,60,3,30,1,50,5,11,FUMBLE
Arkansas,SEC,Mississippi State,SEC,401012344,4010123449,true,2,70,3,2,18,,32,2,58,13,42,FG
Chattanooga,,South Carolina,SEC,401012345,4010123451,false,1,75,15,1,25,13,37,1,23,5,50,MISSED FG
South Carolina,SEC,Chattanooga,,401012345,4010123452,true,1,25,13,1,100,9,53,3,44,10,75,TD
Chattanooga,,South Carolina,SEC,401012345,4010123453,false,1,75,9,1,76,8,16,1,37,3,-1,PUNT
South Carolina,SEC,Chattanooga,,401012345,4010123454,true,1,39,8,1,100,4,16,4,,11,61,TD
Chattanooga,,South Carolina,SEC,401012345,4010123455,true,1,75,4,2,19,14,55,4,21,11,56,FG
South Carolina,SEC,Chattanooga,,401012345,4010123456,true,2,32,14,2,100,13,44,1,11,4,68,TD
Chattanooga,,South Carolina,SEC,401012345,4010123457,false,2,75,13,2,80,13,13,,31,3,-5,PUNT
South Carolina,SEC,Chattanooga,,401012345,4010123458,false,2,56,13,2,77,10,8,3,5,6,21,MISSED FG
Chattanooga,,South Carolina,SEC,401012345,4010123459,false,2,77,10,2,32,,,10,8,8,45,PUNT
Missouri,SEC,Tennessee,SEC,401012346,4010123461,true,1,75,15,1,17,11,27,3,33,9,58,FG
Tennessee,SEC,Missouri,SEC,401012346,4010123462,false,1,21,11,1,12,9,26,2,1,3,-9,PUNT
Missouri,SEC,Tennessee,SEC,401012346,4010123463,false,1,53,9,1,48,8,31,,55,3,5,PUNT
Tennessee,SEC,Missouri,SEC,401012346,4010123464,false,1,12,8,1,5,6,35,1,56,3,-7,PUNT
Missouri,SEC,Tennessee,SEC,401012346,4010123465,true,1,52,6,1,5,1,15,5,20,10,47,FG
Tennessee,SEC,Missouri,SEC,401012346,4010123466,false,1,25,1,1,24,,15,1,,3,-1,PUNT
Missouri,SEC,Tennessee,SEC,401012346,4010123467,false,1,65,,2,61,13,35,1,40,4,4,PUNT
Tennessee,SEC,Missouri,SEC,401012346,4010123468,true,2,31,13,2,100,10,39,2,56,6,69,TD
Missouri,SEC,Tennessee,SEC,401012346,4010123469,true,2,66,10,2,0,8,15,2,24,5,66,TD
UAB,Conference USA,Texas A&M,SEC,401012347,4010123471,true,1,87,15,1,83,14,51,,9,0,4,FUMBLE TD
UAB,Conference USA,Texas A&M,SEC,401012347,4010123473,true,1,75,14,1,0,11,15,3,36,10,75,TD
Texas A&M,SEC,UAB,Conference USA,401012347,4010123474,false,1,25,11,1,33,9,45,1,30,3,8,PUNT
UAB,Conference USA,Texas A&M,SEC,401012347,4010123475,false,1,90,9,1,82,7,53,1,52,4,8,PUNT
Texas A&M,SEC,UAB,Conference USA,401012347,4010123476,true,1,34,7,1,100,5,44,2,9,6,66,TD
UAB,Conference USA,Texas A&M,SEC,401012347,4010123477,false,1,75,5,1,26,1,29,4,15,11,49,MISSED FG
Texas A&M,SEC,UAB,Conference USA,401012347,4010123478,true,1,27,1,2,83,14,39,1,50,6,56,FG
UAB,Conference USA,Texas A&M,SEC,401012347,4010123479,false,2,86,14,2,27,7,52,6,47,14,59,MISSED FG
Ole Miss,SEC,Vanderbilt,SEC,401012348,4010123481,false,1,75,15,1,48,12,22,2,38,6,27,DOWNS
Vanderbilt,SEC,Ole Miss,SEC,401012348,4010123482,false,1,48,12,1,51,9,50,2,32,3,3,PUNT
Ole Miss,SEC,Vanderbilt,SEC,401012348,4010123483,true,1,89,9,1,15,5,15,4,35,13,74,FG
Vanderbilt,SEC,Ole Miss,SEC,401012348,4010123484,false,1,23,5,1,55,2,34,2,41,5,32,PUNT
