offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_time.minutes,end_period,end_yardline,end_time.minutes,end_time.seconds,elapsed.seconds,plays,yards,drive_result
Alabama,SEC,Arkansas,SEC,401012300,4010123001,true,1,76,15,1,0,14,39,21,1,76,TD
Arkansas,SEC,Alabama,SEC,401012300,4010123002,false,1,25,14,1,59,10,51,48,9,30,FUMBLE
Alabama,SEC,Arkansas,SEC,401012300,4010123003,true,1,55,10,1,0,10,1,50,2,55,TD
Arkansas,SEC,Alabama,SEC,401012300,4010123004,false,1,25,10,1,29,8,29,32,3,4,PUNT
Alabama,SEC,Arkansas,SEC,401012300,4010123005,true,1,76,8,1,0,5,38,51,8,76,TD
Arkansas,SEC,Alabama,SEC,401012300,4010123006,true,1,25,5,1,100,,24,14,11,75,TD
Alabama,SEC,Arkansas,SEC,401012300,4010123007,false,1,66,,2,57,13,34,50,4,9,DOWNS
Arkansas,SEC,Alabama,SEC,401012300,4010123008,false,2,57,13,2,95,12,7,27,3,38,FUMBLE
Alabama,SEC,Arkansas,SEC,401012300,4010123009,true,2,99,12,2,0,10,12,55,5,99,TD
LSU,SEC,Florida,SEC,401012301,4010123011,true,1,75,15,1,0,11,43,17,10,75,TD
Florida,SEC,LSU,SEC,401012301,4010123012,false,1,25,11,1,40,10,,43,5,15,PUNT
LSU,SEC,Florida,SEC,401012301,4010123013,false,1,76,10,1,28,7,44,16,5,43,FUMBLE
Florida,SEC,LSU,SEC,401012301,4010123014,false,1,33,7,1,37,5,46,58,3,4,PUNT
LSU,SEC,Florida,SEC,401012301,4010123015,false,1,87,5,1,84,4,13,33,3,3,PUNT
Florida,SEC,LSU,SEC,401012301,4010123016,false,1,45,4,1,48,3,15,58,3,3,PUNT
LSU,SEC,Florida,SEC,401012301,4010123017,false,1,95,3,1,97,1,11,4,3,-2,PUNT
Florida,SEC,LSU,SEC,401012301,4010123018,true,1,57,1,2,100,12,30,41,9,43,TD
LSU,SEC,Florida,SEC,401012301,4010123019,false,2,75,12,2,47,9,4,26,6,28,PUNT
Vanderbilt,SEC,Georgia,SEC,401012302,4010123021,false,1,75,15,1,68,13,59,1,3,7,PUNT
Georgia,SEC,Vanderbilt,SEC,401012302,4010123022,false,1,20,13,1,26,13,11,48,3,6,PUNT
