offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_time.minutes,end_period,end_yardline,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Auburn,SEC,Alabama State,,401012262,4010122623,false,1,54,12,1,81,11,43,,46,4,27,FUMBLE
Alabama State,,Auburn,SEC,401012262,4010122624,false,1,81,11,1,26,9,37,2,6,5,55,MISSED FG
Auburn,SEC,Alabama State,,401012262,4010122625,true,1,26,9,1,100,6,9,3,28,10,74,TD
Alabama State,,Auburn,SEC,401012262,4010122626,false,1,75,6,1,60,3,30,2,39,6,15,PUNT
Auburn,SEC,Alabama State,,401012262,4010122627,true,1,19,3,1,100,1,7,2,23,5,81,TD
Alabama State,,Auburn,SEC,401012262,4010122628,true,1,75,1,1,75,1,,,7,1,0,INT TD
Florida,SEC,Kentucky,SEC,401012263,4010122631,false,1,25,15,1,66,9,40,5,20,11,41,PUNT
Kentucky,SEC,Florida,SEC,401012263,4010122632,true,1,91,9,1,0,5,3,4,37,9,91,TD
Florida,SEC,Kentucky,SEC,401012263,4010122633,true,1,19,5,2,88,14,3,6,,11,69,FG
Kentucky,SEC,Florida,SEC,401012263,4010122634,false,2,75,14,2,55,10,35,3,28,6,20,PUNT
Florida,SEC,Kentucky,SEC,401012263,4010122635,true,2,37,10,2,100,8,24,2,11,4,63,TD
Kentucky,SEC,Florida,SEC,401012263,4010122636,false,2,83,8,2,33,5,15,3,9,7,50,FUMBLE
Florida,SEC,Kentucky,SEC,401012263,4010122637,false,2,33,5,2,51,3,17,1,58,3,18,PUNT
Kentucky,SEC,Florida,SEC,401012263,4010122638,false,2,80,3,2,22,,32,2,45,5,58,INT
Florida,SEC,Kentucky,SEC,401012263,4010122639,false,2,2,,2,2,,,,32,1,0,END OF HALF
LSU,SEC,Southeastern Louisiana,,401012264,4010122641,false,1,25,15,1,32,13,6,1,54,3,7,PUNT
Southeastern Louisiana,,LSU,SEC,401012264,4010122642,false,1,81,13,1,66,8,52,4,14,8,15,FUMBLE
LSU,SEC,Southeastern Louisiana,,401012264,4010122643,true,1,66,8,1,100,7,15,1,37,5,34,TD
Southeastern Louisiana,,LSU,SEC,401012264,4010122644,false,1,75,7,1,78,5,54,1,21,3,-3,PUNT
LSU,SEC,Southeastern Louisiana,,401012264,4010122645,true,1,54,5,1,100,3,20,2,34,7,46,TD
Southeastern Louisiana,,LSU,SEC,401012264,4010122646,false,1,75,3,1,86,1,20,2,,3,-11,PUNT
LSU,SEC,Southeastern Louisiana,,401012264,4010122647,true,1,40,1,2,68,11,21,4,59,8,28,FG
Southeastern Louisiana,,LSU,SEC,401012264,4010122648,false,2,75,11,2,59,9,45,1,36,5,16,PUNT
LSU,SEC,Southeastern Louisiana,,401012264,4010122649,false,2,30,9,2,23,8,33,1,12,3,-7,PUNT
Ole Miss,SEC,Southern Illinois,,401012265,4010122651,false,1,18,15,1,18,13,54,1,6,3,0,PUNT
Southern Illinois,,Ole Miss,SEC,401012265,4010122652,true,1,56,13,1,0,13,4,,50,5,56,TD
Ole Miss,SEC,Southern Illinois,,401012265,4010122653,true,1,35,13,1,100,9,57,3,7,11,65,TD
Southern Illinois,,Ole Miss,SEC,401012265,4010122654,true,1,75,9,1,0,6,26,3,31,6,75,TD
Ole Miss,SEC,Southern Illinois,,401012265,4010122655,true,1,19,6,1,100,5,31,,55,3,81,TD
Southern Illinois,,Ole Miss,SEC,401012265,4010122656,true,1,75,5,1,0,,56,4,35,10,75,TD
Ole Miss,SEC,Southern Illinois,,401012265,4010122657,true,1,13,,2,100,14,46,1,4,4,87,TD
Southern Illinois,,Ole Miss,SEC,401012265,4010122658,true,2,75,14,2,5,8,12,6,34,14,70,FG
Ole Miss,SEC,Southern Illinois,,401012265,4010122659,true,2,25,8,2,100,6,40,1,32,5,75,TD
Mississippi State,SEC,Kansas State,Big 12,401012266,4010122661,false,1,79,15,1,74,13,38,1,22,3,5,PUNT
Kansas State,Big 12,Mississippi State,SEC,401012266,4010122662,false,1,40,13,1,47,12,39,,59,3,7,PUNT
Mississippi State,SEC,Kansas State,Big 12,401012266,4010122663,true,1,83,12,1,13,9,7,3,32,10,70,FG
Kansas State,Big 12,Mississippi State,SEC,401012266,4010122664,true,1,37,9,1,91,3,53,5,14,11,54,FG
Mississippi State,SEC,Kansas State,Big 12,401012266,4010122665,true,1,55,3,2,0,14,20,4,33,9,55,TD
Kansas State,Big 12,Mississippi State,SEC,401012266,4010122666,false,2,25,14,2,55,10,7,4,13,7,30,PUNT
Mississippi State,SEC,Kansas State,Big 12,401012266,4010122667,false,2,80,10,2,38,8,7,2,,7,42,DOWNS
Kansas State,Big 12,Mississippi State,SEC,401012266,4010122668,false,2,38,8,2,60,4,48,3,19,7,22,INT
Mississippi State,SEC,Kansas State,Big 12,401012266,4010122669,true,2,65,4,2,0,3,33,1,15,3,65,TD
Wyoming,Mountain West,Missouri,SEC,401012267,4010122671,false,1,75,15,1,55,13,50,1,10,3,20,FUMBLE
Missouri,SEC,Wyoming,Mountain West,401012267,4010122672,false,1,55,13,1,71,12,1,1,49,6,16,MISSED FG
Wyoming,Mountain West,Missouri,SEC,401012267,4010122673,false,1,71,12,1,72,11,11,,50,3,-1,PUNT
Missouri,SEC,Wyoming,Mountain West,401012267,4010122674,false,1,50,11,1,59,9,52,1,19,3,9,PUNT
Wyoming,Mountain West,Missouri,SEC,401012267,4010122675,false,1,80,9,1,49,6,50,3,2,6,31,PUNT
Missouri,SEC,Wyoming,Mountain West,401012267,4010122676,true,1,20,6,1,68,4,8,2,42,7,48,FG
Wyoming,Mountain West,Missouri,SEC,401012267,4010122677,false,1,75,4,1,74,3,10,,58,3,1,PUNT
Missouri,SEC,Wyoming,Mountain West,401012267,4010122678,false,1,39,3,1,54,2,55,,15,2,15,FUMBLE
Wyoming,Mountain West,Missouri,SEC,401012267,4010122679,false,1,54,2,1,47,,,2,55,5,7,PUNT
South Carolina,SEC,Georgia,SEC,401012268,4010122681,true,1,25,15,1,47,14,13,,47,4,22,FUMBLE RETURN TD
South Carolina,SEC,Georgia,SEC,401012268,4010122682,false,1,30,14,1,28,13,5,1,8,3,3,PUNT
Georgia,SEC,South Carolina,SEC,401012268,4010122683,true,1,76,13,1,0,11,50,1,15,4,76,TD
South Carolina,SEC,Georgia,SEC,401012268,4010122684,true,1,25,11,1,100,7,18,4,32,11,75,TD
Georgia,SEC,South Carolina,SEC,401012268,4010122685,false,1,75,7,1,75,5,31,1,47,4,0,INT
South Carolina,SEC,Georgia,SEC,401012268,4010122686,false,1,66,5,1,67,3,54,1,37,4,1,DOWNS
Georgia,SEC,South Carolina,SEC,401012268,4010122687,true,1,66,3,1,28,,30,3,24,6,38,FG
South Carolina,SEC,Georgia,SEC,401012268,4010122688,false,1,25,,2,33,14,50,,40,3,8,PUNT
Georgia,SEC,South Carolina,SEC,401012268,4010122689,false,2,66,14,2,62,11,36,3,14,6,4,PUNT
East Tennessee State,,Tennessee,SEC,401012269,4010122691,false,1,82,15,1,76,12,39,2,21,3,6,PUNT
Tennessee,SEC,East Tennessee State,,401012269,4010122692,true,1,33,12,1,91,9,32,3,7,8,58,FG
East Tennessee State,,Tennessee,SEC,401012269,4010122693,false,1,75,9,1,72,8,32,1,,3,3,PUNT
Tennessee,SEC,East Tennessee State,,401012269,4010122694,false,1,38,8,1,54,4,19,4,13,6,16,PUNT
East Tennessee State,,Tennessee,SEC,401012269,4010122695,true,1,80,4,1,74,2,49,1,30,3,6,PUNT TD
East Tennessee State,,Tennessee,SEC,401012269,4010122697,false,1,75,2,1,62,,25,2,24,4,13,PUNT
Tennessee,SEC,East Tennessee State,,401012269,4010122698,false,1,22,,1,30,,,,25,3,8,PUNT
East Tennessee State,,Tennessee,SEC,401012269,4010122699,false,2,82,14,2,69,,,14,15,5,13,PUNT
Texas A&M,SEC,Clemson,ACC,401012270,4010122701,false,1,25,15,1,91,9,48,5,12,11,66,MISSED FG
Clemson,ACC,Texas A&M,SEC,401012270,4010122702,false,1,80,9,1,86,7,57,1,51,3,-6,PUNT
Texas A&M,SEC,Clemson,ACC,401012270,4010122703,true,1,45,7,1,77,4,28,3,29,8,32,FG
Clemson,ACC,Texas A&M,SEC,401012270,4010122704,true,1,75,4,1,0,1,23,3,5,7,75,TD
Texas A&M,SEC,Clemson,ACC,401012270,4010122705,false,1,16,1,2,20,14,27,1,56,5,4,PUNT
Clemson,ACC,Texas A&M,SEC,401012270,4010122706,true,2,64,14,2,0,14,13,,14,1,64,TD
Texas A&M,SEC,Clemson,ACC,401012270,4010122707,false,2,25,14,2,21,13,19,,54,3,-4,PUNT
Clemson,ACC,Texas A&M,SEC,401012270,4010122708,false,2,62,13,2,43,11,41,1,38,5,19,PUNT
Texas A&M,SEC,Clemson,ACC,401012270,4010122709,false,2,8,11,2,16,9,43,1,58,3,8,PUNT
Vanderbilt,SEC,Nevada,Mountain West,401012271,4010122711,false,1,25,15,1,89,11,19,3,41,8,64,FUMBLE
Nevada,Mountain West,Vanderbilt,SEC,401012271,4010122712,false,1,89,11,1,69,7,29,3,50,7,20,PUNT
Vanderbilt,SEC,Nevada,Mountain West,401012271,4010122713,false,1,26,7,1,97,3,4,4,25,8,71,DOWNS
Nevada,Mountain West,Vanderbilt,SEC,401012271,4010122714,false,1,97,3,1,89,,57,2,7,3,8,PUNT
Vanderbilt,SEC,Nevada,Mountain West,401012271,4010122715,true,1,47,,2,100,13,16,2,41,7,53,TD
Nevada,Mountain West,Vanderbilt,SEC,401012271,4010122716,false,2,87,13,2,93,12,39,,37,2,-6,FUMBLE
Vanderbilt,SEC,Nevada,Mountain West,401012271,4010122717,true,2,93,12,2,100,12,24,,15,2,7,TD
Nevada,Mountain West,Vanderbilt,SEC,401012271,4010122718,false,2,75,12,2,61,10,36,1,48,5,14,PUNT
Vanderbilt,SEC,Nevada,Mountain West,401012271,4010122719,false,2,34,10,2,28,8,58,1,38,5,-6,FUMBLE
Houston,American Athletic,Arizona,Pac-12,401012726,4010127261,true,1,19,15,1,100,12,13,2,47,10,81,TD
Arizona,Pac-12,Houston,American Athletic,401012726,4010127262,false,1,88,12,1,56,9,18,2,55,6,32,INT
Houston,American Athletic,Arizona,Pac-12,401012726,4010127263,true,1,60,9,1,100,8,29,,49,4,40,TD
Arizona,Pac-12,Houston,American Athletic,401012726,4010127264,false,1,76,8,1,71,5,55,2,34,4,9,PUNT
Houston,American Athletic,Arizona,Pac-12,401012726,4010127265,true,1,37,5,1,100,4,43,1,12,5,63,TD
Arizona,Pac-12,Houston,American Athletic,401012726,4010127266,false,1,75,4,1,70,4,5,,38,3,5,PUNT
Houston,American Athletic,Arizona,Pac-12,401012726,4010127267,false,1,19,4,1,19,3,39,,26,3,0,PUNT
Arizona,Pac-12,Houston,American Athletic,401012726,4010127268,false,1,61,3,1,35,,30,3,9,9,26,MISSED FG
Houston,American Athletic,Arizona,Pac-12,401012726,4010127269,true,1,35,,2,82,12,38,2,52,12,47,FG
Arizona State,Pac-12,Michigan State,Big Ten,401012727,4010127271,false,1,20,15,1,26,13,46,1,14,3,6,PUNT
Michigan State,Big Ten,Arizona State,Pac-12,401012727,4010127272,false,1,81,13,1,62,12,10,1,36,4,19,PUNT
Arizona State,Pac-12,Michigan State,Big Ten,401012727,4010127273,false,1,18,12,1,60,5,50,6,20,12,42,PUNT
Michigan State,Big Ten,Arizona State,Pac-12,401012727,4010127274,true,1,99,5,2,19,13,19,7,31,13,80,FG
Arizona State,Pac-12,Michigan State,Big Ten,401012727,4010127275,false,2,17,13,2,50,10,22,2,57,8,32,DOWNS
Michigan State,Big Ten,Arizona State,Pac-12,401012727,4010127276,false,2,49,10,2,6,6,23,3,59,9,43,INT
Arizona State,Pac-12,Michigan State,Big Ten,401012727,4010127277,false,2,16,6,2,59,2,43,3,40,10,43,PUNT
Michigan State,Big Ten,Arizona State,Pac-12,401012727,4010127278,false,2,89,2,2,64,1,50,,53,4,25,PUNT
Arizona State,Pac-12,Michigan State,Big Ten,401012727,4010127279,false,2,24,1,2,64,,34,1,16,7,40,INT
UCLA,Pac-12,Oklahoma,Big 12,401012728,4010127281,false,1,75,15,1,71,13,32,1,28,3,4,PUNT
Oklahoma,Big 12,UCLA,Pac-12,401012728,4010127282,false,1,45,13,1,53,11,19,2,13,6,8,PUNT
UCLA,Pac-12,Oklahoma,Big 12,401012728,4010127283,true,1,80,11,1,0,8,59,2,20,7,80,TD
Oklahoma,Big 12,UCLA,Pac-12,401012728,4010127284,true,1,88,8,1,100,7,20,1,39,3,12,TD
UCLA,Pac-12,Oklahoma,Big 12,401012728,4010127285,false,1,75,7,1,81,5,17,2,3,3,-6,PUNT
Oklahoma,Big 12,UCLA,Pac-12,401012728,4010127286,true,1,28,5,1,100,3,17,2,,4,72,TD
UCLA,Pac-12,Oklahoma,Big 12,401012728,4010127287,false,1,75,3,1,63,1,40,1,37,4,12,PUNT
Oklahoma,Big 12,UCLA,Pac-12,401012728,4010127288,true,1,15,1,2,100,14,55,1,45,7,85,TD
UCLA,Pac-12,Oklahoma,Big 12,401012728,4010127289,false,2,75,14,2,38,10,52,4,3,9,37,PUNT
Nebraska,Big Ten,Colorado,Pac-12,401012729,4010127291,false,1,25,15,1,77,12,5,2,55,8,62,FUMBLE
Colorado,Pac-12,Nebraska,Big Ten,401012729,4010127292,true,1,87,12,1,0,9,,3,5,8,87,TD
Nebraska,Big Ten,Colorado,Pac-12,401012729,4010127293,false,1,10,9,1,15,8,30,,30,2,5,FUMBLE
Colorado,Pac-12,Nebraska,Big Ten,401012729,4010127294,true,1,34,8,1,0,6,47,1,43,4,34,TD
Nebraska,Big Ten,Colorado,Pac-12,401012729,4010127295,true,1,25,6,1,100,3,47,3,,8,75,TD
Colorado,Pac-12,Nebraska,Big Ten,401012729,4010127296,false,1,75,3,1,72,2,32,1,15,3,3,PUNT
Nebraska,Big Ten,Colorado,Pac-12,401012729,4010127297,false,1,10,2,2,48,14,54,2,38,6,38,PUNT
Colorado,Pac-12,Nebraska,Big Ten,401012729,4010127298,false,2,87,14,2,89,13,2,1,52,3,-2,PUNT
Nebraska,Big Ten,Colorado,Pac-12,401012729,4010127299,true,2,48,13,2,100,10,15,2,47,7,52,TD
Utah,Pac-12,Northern Illinois,Mid-American,401012730,4010127301,false,1,75,15,1,73,13,51,1,9,3,2,PUNT
Northern Illinois,Mid-American,Utah,Pac-12,401012730,4010127302,false,1,24,13,1,54,9,45,4,6,8,30,PUNT
Utah,Pac-12,Northern Illinois,Mid-American,401012730,4010127303,false,1,80,9,1,25,5,23,4,22,10,55,MISSED FG
Northern Illinois,Mid-American,Utah,Pac-12,401012730,4010127304,true,1,25,5,1,69,1,23,4,,9,44,FG
Utah,Pac-12,Northern Illinois,Mid-American,401012730,4010127305,false,1,75,1,1,40,,,1,23,6,35,DOWNS
Northern Illinois,Mid-American,Utah,Pac-12,401012730,4010127306,false,2,40,14,2,71,9,4,5,17,12,31,DOWNS
Utah,Pac-12,Northern Illinois,Mid-American,401012730,4010127307,false,2,71,9,2,66,8,9,,55,3,5,PUNT
Northern Illinois,Mid-American,Utah,Pac-12,401012730,4010127308,false,2,33,8,2,49,5,39,2,30,6,16,PUNT
Utah,Pac-12,Northern Illinois,Mid-American,401012730,4010127309,false,2,80,5,2,25,1,24,4,15,12,55,MISSED FG
Portland State,,Oregon,Pac-12,401012731,4010127311,false,1,75,15,1,53,10,44,4,16,6,22,PUNT
Oregon,Pac-12,Portland State,,401012731,4010127312,true,1,35,10,1,100,8,33,2,11,9,65,TD
Portland State,,Oregon,Pac-12,401012731,4010127313,false,1,75,8,1,57,6,22,2,11,4,18,PUNT
Oregon,Pac-12,Portland State,,401012731,4010127314,true,1,1,6,1,100,3,37,2,45,8,99,TD
Portland State,,Oregon,Pac-12,401012731,4010127315,false,1,75,3,1,82,1,21,2,16,3,-7,PUNT
Oregon,Pac-12,Portland State,,401012731,4010127316,false,1,44,1,1,51,,9,1,12,3,7,PUNT
Portland State,,Oregon,Pac-12,401012731,4010127317,false,1,98,,1,75,,,,9,5,23,PUNT
Oregon,Pac-12,Portland State,,401012731,4010127318,true,2,37,12,2,100,9,22,3,10,8,63,TD
Portland State,,Oregon,Pac-12,401012731,4010127319,true,2,75,9,2,0,7,44,1,38,3,75,TD
Oregon State,Pac-12,Southern Utah,,401012732,4010127321,true,1,26,15,1,95,11,44,3,16,10,69,FG
Southern Utah,,Oregon State,Pac-12,401012732,4010127322,false,1,75,11,1,68,10,29,1,15,3,7,PUNT
Oregon State,Pac-12,Southern Utah,,401012732,4010127323,true,1,64,10,1,100,7,14,3,15,9,36,TD
Southern Utah,,Oregon State,Pac-12,401012732,4010127324,false,1,75,7,1,70,6,23,,51,3,5,PUNT
Oregon State,Pac-12,Southern Utah,,401012732,4010127325,true,1,21,6,1,100,4,40,1,43,6,79,TD
Southern Utah,,Oregon State,Pac-12,401012732,4010127326,false,1,75,4,1,36,,,4,40,13,39,PUNT
Oregon State,Pac-12,Southern Utah,,401012732,4010127327,true,2,10,12,2,100,10,46,2,6,8,90,TD
Southern Utah,,Oregon State,Pac-12,401012732,4010127328,false,2,75,10,2,76,9,28,1,18,3,-1,PUNT
Oregon State,Pac-12,Southern Utah,,401012732,4010127329,true,2,40,9,2,100,8,15,1,13,4,60,TD
Washington,Pac-12,North Dakota,,401012733,4010127331,false,1,32,15,1,47,12,24,2,36,5,15,PUNT
North Dakota,,Washington,Pac-12,401012733,4010127332,false,1,85,12,1,77,11,1,1,23,3,8,FUMBLE
Washington,Pac-12,North Dakota,,401012733,4010127333,true,1,77,11,1,100,7,56,3,5,6,23,TD
North Dakota,,Washington,Pac-12,401012733,4010127334,false,1,74,7,1,49,6,5,1,51,4,25,PUNT
Washington,Pac-12,North Dakota,,401012733,4010127335,true,1,20,6,1,88,3,25,2,40,7,68,FG
North Dakota,,Washington,Pac-12,401012733,4010127336,false,1,61,3,1,63,1,27,1,58,3,-2,PUNT
Washington,Pac-12,North Dakota,,401012733,4010127337,false,1,16,1,1,80,,,1,27,8,64,DOWNS
North Dakota,,Washington,Pac-12,401012733,4010127338,false,2,80,13,2,49,9,46,3,33,8,31,PUNT
Washington,Pac-12,North Dakota,,401012733,4010127339,true,2,13,9,2,100,6,52,2,54,9,87,TD
Washington State,Pac-12,San José State,Mountain West,401012734,4010127341,true,1,30,15,1,100,12,50,2,10,6,70,TD
San José State,Mountain West,Washington State,Pac-12,401012734,4010127342,false,1,76,12,1,67,11,15,1,35,3,9,PUNT
Washington State,Pac-12,San José State,Mountain West,401012734,4010127343,true,1,15,11,1,100,5,39,5,36,13,85,TD
San José State,Mountain West,Washington State,Pac-12,401012734,4010127344,false,1,70,5,1,63,4,45,,54,3,7,PUNT
Washington State,Pac-12,San José State,Mountain West,401012734,4010127345,false,1,30,4,1,67,,20,4,25,9,37,INT
San José State,Mountain West,Washington State,Pac-12,401012734,4010127346,false,1,70,,1,59,,,,20,5,11,PUNT
Washington State,Pac-12,San José State,Mountain West,401012734,4010127347,false,2,33,13,2,87,9,22,3,46,7,54,INT
San José State,Mountain West,Washington State,Pac-12,401012734,4010127348,false,2,94,9,2,93,7,35,1,47,3,1,PUNT
Washington State,Pac-12,San José State,Mountain West,401012734,4010127349,true,2,55,7,2,81,5,48,1,47,5,26,FG
BYU,FBS Independents,California,Pac-12,401012735,4010127351,false,1,25,15,1,68,9,50,5,10,11,43,DOWNS
California,Pac-12,BYU,FBS Independents,401012735,4010127352,false,1,68,9,1,74,8,42,1,8,2,-6,PUNT
BYU,FBS Independents,California,Pac-12,401012735,4010127353,false,1,33,8,1,59,6,17,2,25,7,26,PUNT
California,Pac-12,BYU,FBS Independents,401012735,4010127354,true,1,80,6,1,0,1,39,4,38,11,80,TD
BYU,FBS Independents,California,Pac-12,401012735,4010127355,false,1,17,1,1,24,,5,1,34,3,7,PUNT
California,Pac-12,BYU,FBS Independents,401012735,4010127356,false,1,67,,2,62,14,8,,57,3,5,PUNT
BYU,FBS Independents,California,Pac-12,401012735,4010127357,true,2,14,14,2,81,7,45,6,23,13,67,FG
California,Pac-12,BYU,FBS Independents,401012735,4010127358,false,2,89,7,2,59,5,18,2,27,7,30,PUNT
BYU,FBS Independents,California,Pac-12,401012735,4010127359,false,2,15,5,2,54,2,10,3,8,10,39,DOWNS
Stanford,Pac-12,USC,Pac-12,401012736,4010127361,true,1,17,15,1,100,10,26,4,34,8,83,TD
USC,Pac-12,Stanford,Pac-12,401012736,4010127362,false,1,75,10,1,55,7,52,2,34,7,20,PUNT
Stanford,Pac-12,USC,Pac-12,401012736,4010127363,false,1,21,7,1,30,5,26,2,26,3,9,PUNT
USC,Pac-12,Stanford,Pac-12,401012736,4010127364,false,1,79,5,2,35,14,47,5,39,13,44,MISSED FG
Stanford,Pac-12,USC,Pac-12,401012736,4010127365,false,2,35,14,2,34,13,48,,59,3,-1,PUNT
USC,Pac-12,Stanford,Pac-12,401012736,4010127366,false,2,80,13,2,38,9,31,4,17,10,42,PUNT
Stanford,Pac-12,USC,Pac-12,401012736,4010127367,false,2,5,9,2,15,3,4,6,27,9,10,PUNT
USC,Pac-12,Stanford,Pac-12,401012736,4010127368,false,2,65,3,2,40,1,18,1,46,7,16,FUMBLE
Stanford,Pac-12,USC,Pac-12,401012736,4010127369,true,2,49,1,2,100,,34,,44,5,51,TD
Western Illinois,,Illinois,Big Ten,401012805,4010128051,true,1,75,15,1,0,12,7,2,53,6,75,TD
Illinois,Big Ten,Western Illinois,,401012805,4010128052,false,1,35,12,1,35,10,20,1,47,3,0,PUNT
Western Illinois,,Illinois,Big Ten,401012805,4010128053,false,1,81,10,1,36,6,58,3,22,8,45,PUNT
Illinois,Big Ten,Western Illinois,,401012805,4010128054,false,1,20,6,1,52,5,3,1,55,7,32,PUNT
Western Illinois,,Illinois,Big Ten,401012805,4010128055,false,1,87,5,1,66,1,31,3,32,7,21,PUNT
Illinois,Big Ten,Western Illinois,,401012805,4010128056,false,1,17,1,2,66,11,16,5,15,11,49,PUNT
Western Illinois,,Illinois,Big Ten,401012805,4010128057,false,2,98,11,2,94,9,9,2,7,3,4,PUNT
Illinois,Big Ten,Western Illinois,,401012805,4010128058,true,2,55,9,2,100,7,14,1,55,5,45,TD
Western Illinois,,Illinois,Big Ten,401012805,4010128059,false,2,75,7,2,84,,,7,14,3,-9,PUNT
Rutgers,Big Ten,Ohio State,Big Ten,401012821,4010128211,false,1,75,15,1,73,12,48,2,12,3,2,FUMBLE
Ohio State,Big Ten,Rutgers,Big Ten,401012821,4010128212,true,1,33,12,1,100,10,57,1,51,5,67,TD
Rutgers,Big Ten,Ohio State,Big Ten,401012821,4010128213,false,1,87,10,1,80,9,58,,59,3,7,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401012821,4010128214,false,1,46,9,1,43,9,16,,42,3,-3,PUNT
Rutgers,Big Ten,Ohio State,Big Ten,401012821,4010128215,false,1,89,9,1,69,5,59,3,17,6,20,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401012821,4010128216,true,1,50,5,1,100,3,22,2,37,7,50,TD
Rutgers,Big Ten,Ohio State,Big Ten,401012821,4010128217,false,1,75,3,1,75,2,54,,28,3,0,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401012821,4010128218,true,1,29,2,2,100,13,28,4,26,13,71,TD
Rutgers,Big Ten,Ohio State,Big Ten,401012821,4010128219,false,2,75,13,2,75,12,26,1,2,3,0,PUNT
Virginia,ACC,Indiana,Big Ten,401012852,4010128521,true,1,71,15,1,0,9,36,5,24,11,71,TD
Indiana,Big Ten,Virginia,ACC,401012852,4010128522,true,1,25,9,1,100,6,27,3,9,9,75,TD
Virginia,ACC,Indiana,Big Ten,401012852,4010128523,false,1,79,6,1,79,6,22,,5,0,0,FUMBLE
Indiana,Big Ten,Virginia,ACC,401012852,4010128524,true,1,79,6,1,100,5,53,,29,2,21,TD
Virginia,ACC,Indiana,Big Ten,401012852,4010128525,false,1,76,5,1,46,2,41,3,12,5,30,PUNT
Indiana,Big Ten,Virginia,ACC,401012852,4010128526,false,1,11,2,1,40,,,2,41,8,29,PUNT
Virginia,ACC,Indiana,Big Ten,401012852,4010128527,false,2,98,13,2,84,9,44,3,50,5,14,PUNT
Indiana,Big Ten,Virginia,ACC,401012852,4010128528,false,2,37,9,2,40,7,58,1,46,3,3,PUNT
Virginia,ACC,Indiana,Big Ten,401012852,4010128529,false,2,80,7,2,71,,,7,58,3,9,PUNT
Iowa,Big Ten,Iowa State,Big 12,401012863,4010128631,false,1,25,15,1,31,13,31,1,29,3,6,PUNT
Iowa State,Big 12,Iowa,Big Ten,401012863,4010128632,true,1,72,13,1,6,6,42,6,49,13,66,FG
Iowa,Big Ten,Iowa State,Big 12,401012863,4010128633,false,1,25,6,1,34,3,22,3,20,6,9,PUNT
Iowa State,Big 12,Iowa,Big Ten,401012863,4010128634,false,1,85,3,1,93,2,8,1,14,3,-8,PUNT
Iowa,Big Ten,Iowa State,Big 12,401012863,4010128635,false,1,79,2,1,80,1,3,1,5,4,1,MISSED FG
Iowa State,Big 12,Iowa,Big Ten,401012863,4010128636,false,1,80,1,2,66,14,7,1,56,4,14,PUNT
