offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_time.minutes,end_period,end_yardline,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Temple,American Athletic,Boston College,ACC,401013130,4010131309,false,2,90,14,2,39,,,14,52,6,51,PUNT
Syracuse,ACC,Clemson,ACC,401013131,4010131311,true,1,75,15,1,17,9,49,5,11,11,58,FG
Clemson,ACC,Syracuse,ACC,401013131,4010131312,false,1,16,9,1,35,9,13,,36,2,14,FUMBLE
Syracuse,ACC,Clemson,ACC,401013131,4010131313,true,1,30,9,1,33,8,26,,47,4,-3,FG
Clemson,ACC,Syracuse,ACC,401013131,4010131314,false,1,17,8,1,41,6,58,1,28,4,24,PUNT
Syracuse,ACC,Clemson,ACC,401013131,4010131315,false,1,95,6,1,86,5,5,1,53,3,9,PUNT
Clemson,ACC,Syracuse,ACC,401013131,4010131316,true,1,40,5,1,100,,54,4,11,10,60,TD
Syracuse,ACC,Clemson,ACC,401013131,4010131317,false,1,75,,1,67,,,,54,3,8,FUMBLE
Clemson,ACC,Syracuse,ACC,401013131,4010131318,false,1,13,,2,70,10,10,4,50,11,57,MISSED FG
Syracuse,ACC,Clemson,ACC,401013131,4010131319,true,2,70,10,2,0,7,31,2,39,6,70,TD
Duke,ACC,Virginia Tech,ACC,401013132,4010131321,false,1,22,15,1,45,12,23,2,37,7,23,PUNT
Virginia Tech,ACC,Duke,ACC,401013132,4010131322,false,1,77,12,1,49,10,,2,23,7,30,DOWNS
Duke,ACC,Virginia Tech,ACC,401013132,4010131323,false,1,47,10,1,55,9,3,,57,3,8,INT
Virginia Tech,ACC,Duke,ACC,401013132,4010131324,true,1,48,9,1,10,6,34,2,29,9,38,FG
Duke,ACC,Virginia Tech,ACC,401013132,4010131325,true,1,25,6,1,100,3,25,3,9,9,75,TD
Virginia Tech,ACC,Duke,ACC,401013132,4010131326,true,1,76,3,2,0,14,55,3,30,9,76,TD
Duke,ACC,Virginia Tech,ACC,401013132,4010131327,false,2,25,14,2,32,12,50,2,5,3,7,FUMBLE
Virginia Tech,ACC,Duke,ACC,401013132,4010131328,true,2,87,12,2,0,11,34,1,16,4,87,TD
Duke,ACC,Virginia Tech,ACC,401013132,4010131329,false,2,25,11,2,75,6,58,4,36,12,50,MISSED FG
Louisville,ACC,Florida State,ACC,401013133,4010131331,false,1,22,15,1,54,9,33,5,27,11,32,PUNT
Florida State,ACC,Louisville,ACC,401013133,4010131332,false,1,99,9,1,93,8,8,1,25,3,6,PUNT
Louisville,ACC,Florida State,ACC,401013133,4010131333,true,1,64,8,1,100,6,8,2,,4,36,TD
Florida State,ACC,Louisville,ACC,401013133,4010131334,true,1,75,6,1,0,3,47,2,21,7,75,TD
Louisville,ACC,Florida State,ACC,401013133,4010131335,true,1,27,3,2,100,14,55,3,52,8,73,TD
Florida State,ACC,Louisville,ACC,401013133,4010131336,false,2,84,14,2,85,13,13,1,42,3,-1,PUNT
Louisville,ACC,Florida State,ACC,401013133,4010131337,false,2,29,13,2,36,11,9,2,4,4,7,PUNT
Florida State,ACC,Louisville,ACC,401013133,4010131338,false,2,82,11,2,53,9,15,1,54,5,29,PUNT
Louisville,ACC,Florida State,ACC,401013133,4010131339,false,2,20,9,2,20,8,48,,27,3,0,FUMBLE
Bowling Green,Mid-American,Georgia Tech,ACC,401013134,4010131341,true,1,75,15,1,12,9,,6,,13,63,FG
Georgia Tech,ACC,Bowling Green,Mid-American,401013134,4010131342,true,1,31,9,1,100,5,48,3,12,7,69,TD
Bowling Green,Mid-American,Georgia Tech,ACC,401013134,4010131343,false,1,75,5,1,60,4,7,1,41,5,15,PUNT
Georgia Tech,ACC,Bowling Green,Mid-American,401013134,4010131344,true,1,24,4,1,100,,,4,7,9,76,TD
Bowling Green,Mid-American,Georgia Tech,ACC,401013134,4010131345,true,2,75,15,2,0,11,45,3,15,10,75,TD
