offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_time.minutes,end_period,end_yardline,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Kentucky,SEC,Missouri,SEC,401012322,4010123229,false,2,75,,2,68,,,,49,3,7,END OF HALF
South Carolina,SEC,Tennessee,SEC,401012323,4010123231,false,1,20,15,1,28,12,58,2,2,3,8,PUNT
Tennessee,SEC,South Carolina,SEC,401012323,4010123232,false,1,72,12,1,70,11,7,1,51,3,2,PUNT
South Carolina,SEC,Tennessee,SEC,401012323,4010123233,false,1,17,11,1,44,9,35,1,32,5,27,INT
Tennessee,SEC,South Carolina,SEC,401012323,4010123234,true,1,39,9,1,0,4,53,4,42,6,39,TD
South Carolina,SEC,Tennessee,SEC,401012323,4010123235,true,1,30,4,1,98,,37,4,16,11,68,FG
Tennessee,SEC,South Carolina,SEC,401012323,4010123236,false,1,71,,1,62,,,,37,3,9,PUNT
South Carolina,SEC,Tennessee,SEC,401012323,4010123237,false,2,14,13,2,23,10,4,3,33,6,9,PUNT
Tennessee,SEC,South Carolina,SEC,401012323,4010123238,true,2,71,10,2,0,2,11,7,53,15,71,TD
South Carolina,SEC,Tennessee,SEC,401012323,4010123239,true,2,40,2,2,100,,49,1,22,8,60,TD
UCLA,Pac-12,Utah,Pac-12,401012774,4010127741,false,1,25,15,1,34,12,45,2,15,3,9,PUNT
Utah,Pac-12,UCLA,Pac-12,401012774,4010127742,false,1,66,12,1,50,10,39,2,6,4,16,FUMBLE
Utah,Pac-12,UCLA,Pac-12,401012774,4010127743,true,1,5,10,1,4,9,48,,51,4,1,FG
UCLA,Pac-12,Utah,Pac-12,401012774,4010127744,true,1,25,9,1,100,4,15,5,33,11,75,TD
Utah,Pac-12,UCLA,Pac-12,401012774,4010127745,false,1,75,4,1,14,2,43,1,32,4,61,INT
UCLA,Pac-12,Utah,Pac-12,401012774,4010127746,false,1,20,2,1,34,,14,2,29,6,14,PUNT
Utah,Pac-12,UCLA,Pac-12,401012774,4010127747,true,1,78,,2,0,8,58,6,16,13,78,TD
UCLA,Pac-12,Utah,Pac-12,401012774,4010127748,false,2,25,8,2,24,7,17,1,41,3,-1,PUNT
Utah,Pac-12,UCLA,Pac-12,401012774,4010127749,true,2,36,7,2,0,4,28,2,49,7,36,TD
Oregon,Pac-12,Arizona,Pac-12,401012775,4010127751,false,1,75,15,1,66,13,11,1,49,3,9,PUNT
Arizona,Pac-12,Oregon,Pac-12,401012775,4010127752,true,1,25,13,1,100,11,8,2,3,7,75,TD
Oregon,Pac-12,Arizona,Pac-12,401012775,4010127753,false,1,88,11,1,80,9,46,1,22,3,8,PUNT
Arizona,Pac-12,Oregon,Pac-12,401012775,4010127754,false,1,56,9,1,57,8,34,1,12,3,1,PUNT
Oregon,Pac-12,Arizona,Pac-12,401012775,4010127755,false,1,92,8,1,86,7,20,1,14,3,6,PUNT
Arizona,Pac-12,Oregon,Pac-12,401012775,4010127756,false,1,20,7,1,37,5,40,1,40,4,17,PUNT
Oregon,Pac-12,Arizona,Pac-12,401012775,4010127757,false,1,84,5,1,84,5,33,,7,1,5,FUMBLE
Arizona,Pac-12,Oregon,Pac-12,401012775,4010127758,true,1,79,5,1,84,4,52,,41,4,5,FG
Oregon,Pac-12,Arizona,Pac-12,401012775,4010127759,false,1,75,4,1,59,3,53,,59,4,16,PUNT
Arizona State,Pac-12,USC,Pac-12,401012776,4010127761,true,1,75,15,1,58,12,52,2,8,4,17,PUNT RETURN TD
Arizona State,Pac-12,USC,Pac-12,401012776,4010127762,true,1,75,12,1,0,8,55,3,57,8,75,TD
USC,Pac-12,Arizona State,Pac-12,401012776,4010127763,false,1,7,8,1,25,7,4,1,51,4,-1,FUMBLE
Arizona State,Pac-12,USC,Pac-12,401012776,4010127764,true,1,3,7,1,0,6,22,,42,2,3,TD
USC,Pac-12,Arizona State,Pac-12,401012776,4010127765,false,1,25,6,1,50,2,58,3,24,6,25,PUNT
Arizona State,Pac-12,USC,Pac-12,401012776,4010127766,true,1,87,2,2,13,14,12,3,46,9,74,FG
USC,Pac-12,Arizona State,Pac-12,401012776,4010127767,false,2,27,14,2,46,11,29,2,43,5,-4957,PUNT
Arizona State,Pac-12,USC,Pac-12,401012776,4010127768,true,2,95,11,2,0,6,12,5,17,12,95,TD
USC,Pac-12,Arizona State,Pac-12,401012776,4010127769,false,2,22,6,2,25,4,45,1,27,3,3,PUNT
Oregon State,Pac-12,Colorado,Pac-12,401012777,4010127772,false,1,75,15,1,63,13,3,1,57,5,12,PUNT
Colorado,Pac-12,Oregon State,Pac-12,401012777,4010127773,false,1,21,13,1,46,10,31,2,32,7,25,PUNT
Oregon State,Pac-12,Colorado,Pac-12,401012777,4010127774,false,1,89,10,1,75,8,5,2,26,5,14,PUNT
Colorado,Pac-12,Oregon State,Pac-12,401012777,4010127775,false,1,31,8,1,37,6,50,1,15,3,6,PUNT
Oregon State,Pac-12,Colorado,Pac-12,401012777,4010127776,false,1,74,6,1,70,6,6,,44,3,4,PUNT
Colorado,Pac-12,Oregon State,Pac-12,401012777,4010127777,false,1,24,6,1,33,5,9,,57,3,9,PUNT
Oregon State,Pac-12,Colorado,Pac-12,401012777,4010127778,false,1,86,5,1,95,3,7,2,2,3,-9,PUNT
Colorado,Pac-12,Oregon State,Pac-12,401012777,4010127779,true,1,58,3,1,100,2,,1,7,3,42,TD
California,Pac-12,Washington,Pac-12,401012778,4010127781,false,1,21,15,1,21,14,2,,58,3,0,PUNT
Washington,Pac-12,California,Pac-12,401012778,4010127782,true,1,64,14,1,0,7,31,6,31,14,64,TD
California,Pac-12,Washington,Pac-12,401012778,4010127783,true,1,58,7,1,94,5,9,2,22,6,36,FG
Washington,Pac-12,California,Pac-12,401012778,4010127784,false,1,75,5,1,29,2,33,2,36,5,46,INT
California,Pac-12,Washington,Pac-12,401012778,4010127785,false,1,19,2,1,22,,32,2,1,3,3,PUNT
Washington,Pac-12,California,Pac-12,401012778,4010127786,false,1,72,,1,59,,,,32,6,13,PUNT
California,Pac-12,Washington,Pac-12,401012778,4010127787,true,2,20,13,2,82,6,38,6,49,14,62,FG
Washington,Pac-12,California,Pac-12,401012778,4010127788,false,2,75,6,2,72,5,48,,50,3,3,PUNT
California,Pac-12,Washington,Pac-12,401012778,4010127789,false,2,26,5,2,76,,,5,48,11,50,MISSED FG
Stanford,Pac-12,Washington State,Pac-12,401012779,4010127791,true,1,25,15,1,100,11,9,3,51,10,75,TD
Washington State,Pac-12,Stanford,Pac-12,401012779,4010127792,true,1,75,11,1,0,8,17,2,52,6,75,TD
Stanford,Pac-12,Washington State,Pac-12,401012779,4010127793,false,1,25,8,1,27,7,35,,42,2,-2,FUMBLE
Washington State,Pac-12,Stanford,Pac-12,401012779,4010127794,true,1,23,7,1,0,5,23,2,12,5,23,TD
Stanford,Pac-12,Washington State,Pac-12,401012779,4010127795,true,1,25,5,1,100,1,22,4,1,8,75,TD
Washington State,Pac-12,Stanford,Pac-12,401012779,4010127796,false,1,75,1,1,77,,,1,22,3,-2,PUNT
Stanford,Pac-12,Washington State,Pac-12,401012779,4010127797,false,1,49,,2,56,13,25,1,35,3,7,PUNT
Washington State,Pac-12,Stanford,Pac-12,401012779,4010127798,false,2,89,13,2,82,11,25,2,,3,7,PUNT
Stanford,Pac-12,Washington State,Pac-12,401012779,4010127799,true,2,34,11,2,100,9,25,2,,4,66,TD
Maryland,Big Ten,Illinois,Big Ten,401012811,4010128111,false,1,22,15,1,15,13,22,1,38,3,-7,PUNT
Illinois,Big Ten,Maryland,Big Ten,401012811,4010128112,true,1,41,13,1,14,11,30,1,52,5,27,FG
Maryland,Big Ten,Illinois,Big Ten,401012811,4010128113,true,1,100,11,1,100,11,24,,6,0,0,TD
Illinois,Big Ten,Maryland,Big Ten,401012811,4010128114,false,1,80,11,1,51,9,5,2,19,6,29,PUNT
Maryland,Big Ten,Illinois,Big Ten,401012811,4010128115,true,1,7,9,1,100,4,32,4,33,9,93,TD
Illinois,Big Ten,Maryland,Big Ten,401012811,4010128116,false,1,64,4,1,67,3,43,,49,3,-3,PUNT
Maryland,Big Ten,Illinois,Big Ten,401012811,4010128117,false,1,37,3,1,39,2,43,1,,3,2,PUNT
Illinois,Big Ten,Maryland,Big Ten,401012811,4010128118,true,1,77,2,2,16,12,51,4,52,14,61,FG
Maryland,Big Ten,Illinois,Big Ten,401012811,4010128119,true,2,25,12,2,100,11,21,1,30,4,75,TD
Indiana,Big Ten,Minnesota,Big Ten,401012858,4010128581,true,1,75,15,1,15,9,27,5,33,13,60,FG
Minnesota,Big Ten,Indiana,Big Ten,401012858,4010128582,true,1,23,9,1,100,6,20,3,7,6,77,TD
Indiana,Big Ten,Minnesota,Big Ten,401012858,4010128583,true,1,75,6,1,6,1,13,5,7,13,69,FG
Minnesota,Big Ten,Indiana,Big Ten,401012858,4010128584,false,1,25,1,1,34,1,1,,12,1,9,FUMBLE
Indiana,Big Ten,Minnesota,Big Ten,401012858,4010128585,true,1,34,1,2,23,14,5,1,56,6,11,FG
Minnesota,Big Ten,Indiana,Big Ten,401012858,4010128586,true,2,25,14,2,100,6,19,7,46,14,75,TD
Indiana,Big Ten,Minnesota,Big Ten,401012858,4010128587,false,2,75,6,2,46,3,16,3,3,6,29,PUNT
Minnesota,Big Ten,Indiana,Big Ten,401012858,4010128588,true,2,1,3,2,100,,35,2,41,8,99,TD
Indiana,Big Ten,Minnesota,Big Ten,401012858,4010128589,false,2,81,,2,81,,,,35,1,0,END OF HALF
Penn State,Big Ten,Iowa,Big Ten,401012868,4010128681,true,1,25,15,1,26,14,8,,52,3,1,SF
Iowa,Big Ten,Penn State,Big Ten,401012868,4010128682,true,1,61,14,1,9,10,9,3,59,8,47,FG
Penn State,Big Ten,Iowa,Big Ten,401012868,4010128683,false,1,25,10,1,10,8,18,1,51,3,-15,PUNT
Iowa,Big Ten,Penn State,Big Ten,401012868,4010128684,true,1,42,8,1,0,5,22,2,56,9,42,TD
Penn State,Big Ten,Iowa,Big Ten,401012868,4010128685,true,1,15,5,1,100,,27,4,55,10,85,TD
Iowa,Big Ten,Penn State,Big Ten,401012868,4010128686,false,1,75,,2,76,14,47,,54,3,-1,PUNT
Penn State,Big Ten,Iowa,Big Ten,401012868,4010128687,true,2,27,14,2,25,13,39,1,8,4,-27,SF
Iowa,Big Ten,Penn State,Big Ten,401012868,4010128688,false,2,57,13,2,51,10,30,3,9,6,6,PUNT
Penn State,Big Ten,Iowa,Big Ten,401012868,4010128689,false,2,15,10,2,29,7,44,2,46,6,14,PUNT
Purdue,Big Ten,Michigan State,Big Ten,401012885,4010128851,false,1,80,15,1,67,13,10,1,50,6,13,INT
Michigan State,Big Ten,Purdue,Big Ten,401012885,4010128852,true,1,51,13,1,75,11,7,2,3,7,24,FG
Purdue,Big Ten,Michigan State,Big Ten,401012885,4010128853,false,1,85,11,1,73,9,46,1,21,4,12,FUMBLE
Purdue,Big Ten,Michigan State,Big Ten,401012885,4010128854,true,1,30,9,1,10,8,11,1,35,6,20,FG
Michigan State,Big Ten,Purdue,Big Ten,401012885,4010128855,true,1,28,8,1,70,3,23,4,48,11,42,FG
Purdue,Big Ten,Michigan State,Big Ten,401012885,4010128856,false,1,50,3,1,47,1,34,1,49,3,3,PUNT
Michigan State,Big Ten,Purdue,Big Ten,401012885,4010128857,false,1,22,1,2,66,11,26,5,8,11,44,DOWNS
Purdue,Big Ten,Michigan State,Big Ten,401012885,4010128858,true,2,62,11,2,18,6,33,4,53,11,48,FG
Michigan State,Big Ten,Purdue,Big Ten,401012885,4010128859,false,2,25,6,2,51,2,51,3,42,7,26,PUNT
West Virginia,Big 12,Baylor,Big 12,401013033,4010130331,true,1,25,15,1,100,14,10,,50,3,75,TD
Baylor,Big 12,West Virginia,Big 12,401013033,4010130332,false,1,75,14,1,73,13,22,,48,3,2,PUNT
West Virginia,Big 12,Baylor,Big 12,401013033,4010130333,false,1,30,13,1,73,8,35,4,47,9,43,MISSED FG
Baylor,Big 12,West Virginia,Big 12,401013033,4010130334,false,1,73,8,1,56,7,31,1,4,3,17,INT
West Virginia,Big 12,Baylor,Big 12,401013033,4010130335,false,1,45,7,1,77,5,50,1,41,7,32,MISSED FG
Baylor,Big 12,West Virginia,Big 12,401013033,4010130337,false,1,77,5,1,54,4,18,1,39,4,23,INT
West Virginia,Big 12,Baylor,Big 12,401013033,4010130338,true,1,67,4,1,92,2,53,1,25,5,25,FG
Baylor,Big 12,West Virginia,Big 12,401013033,4010130339,false,1,75,2,1,64,,32,2,21,4,11,PUNT
Texas Tech,Big 12,Iowa State,Big 12,401013044,4010130441,false,1,69,15,1,62,13,6,1,54,3,7,PUNT
Iowa State,Big 12,Texas Tech,Big 12,401013044,4010130442,true,1,18,13,1,17,11,44,1,22,3,-1,PUNT TD
Iowa State,Big 12,Texas Tech,Big 12,401013044,4010130443,false,1,25,11,1,81,7,16,4,28,12,56,MISSED FG
Texas Tech,Big 12,Iowa State,Big 12,401013044,4010130444,false,1,80,7,1,50,5,43,1,33,7,30,PUNT
Iowa State,Big 12,Texas Tech,Big 12,401013044,4010130445,false,1,9,5,1,8,4,17,1,26,3,-1,PUNT
Texas Tech,Big 12,Iowa State,Big 12,401013044,4010130446,true,1,43,4,1,9,1,28,2,49,8,34,FG
Iowa State,Big 12,Texas Tech,Big 12,401013044,4010130447,true,1,25,1,2,100,13,35,2,53,9,75,TD
Texas Tech,Big 12,Iowa State,Big 12,401013044,4010130448,false,2,75,13,2,50,9,51,3,44,10,25,PUNT
Iowa State,Big 12,Texas Tech,Big 12,401013044,4010130449,false,2,8,9,2,13,8,34,1,17,3,5,PUNT
Kansas,Big 12,TCU,Big 12,401013053,4010130531,true,1,25,15,1,100,9,18,5,42,11,75,TD
TCU,Big 12,Kansas,Big 12,401013053,4010130532,false,1,85,9,1,1,2,44,6,34,14,84,DOWNS
Kansas,Big 12,TCU,Big 12,401013053,4010130533,false,1,1,2,1,10,,1,2,43,3,9,PUNT
TCU,Big 12,Kansas,Big 12,401013053,4010130534,true,1,53,,2,14,12,44,2,12,8,39,FG
Kansas,Big 12,TCU,Big 12,401013053,4010130535,false,2,24,12,2,25,11,3,1,41,3,1,PUNT
TCU,Big 12,Kansas,Big 12,401013053,4010130536,false,2,74,11,2,53,8,55,2,8,5,21,PUNT
Kansas,Big 12,TCU,Big 12,401013053,4010130537,false,2,27,8,2,54,5,1,3,54,9,27,PUNT
TCU,Big 12,Kansas,Big 12,401013053,4010130538,true,2,92,5,2,0,2,38,2,23,6,92,TD
Kansas,Big 12,TCU,Big 12,401013053,4010130539,false,2,54,2,2,40,1,17,1,21,3,-14,PUNT
Oklahoma,Big 12,Kansas State,Big 12,401013062,4010130621,true,1,31,15,1,100,12,56,2,4,7,69,TD
Kansas State,Big 12,Oklahoma,Big 12,401013062,4010130622,false,1,75,12,1,67,11,9,1,47,3,8,PUNT
Oklahoma,Big 12,Kansas State,Big 12,401013062,4010130623,true,1,26,11,1,85,7,30,3,39,9,59,FG
Kansas State,Big 12,Oklahoma,Big 12,401013062,4010130624,false,1,75,7,1,52,2,18,5,12,9,23,PUNT
Oklahoma,Big 12,Kansas State,Big 12,401013062,4010130625,true,1,19,2,1,100,1,35,,43,2,81,TD
Kansas State,Big 12,Oklahoma,Big 12,401013062,4010130626,true,1,75,1,2,0,10,3,6,32,14,75,TD
Oklahoma,Big 12,Kansas State,Big 12,401013062,4010130627,true,2,25,10,2,100,7,29,2,34,7,75,TD
Kansas State,Big 12,Oklahoma,Big 12,401013062,4010130628,false,2,75,7,2,75,5,16,2,13,3,0,PUNT
Oklahoma,Big 12,Kansas State,Big 12,401013062,4010130629,true,2,10,5,2,100,2,15,3,1,8,90,TD
Virginia Tech,ACC,Georgia Tech,ACC,401013153,4010131531,true,1,27,15,1,100,13,26,1,34,5,73,TD
Georgia Tech,ACC,Virginia Tech,ACC,401013153,4010131532,true,1,75,13,1,0,6,56,6,30,12,75,TD
Virginia Tech,ACC,Georgia Tech,ACC,401013153,4010131533,true,1,30,6,1,100,5,52,1,4,3,70,TD
Georgia Tech,ACC,Virginia Tech,ACC,401013153,4010131534,true,1,75,5,1,0,,15,5,37,11,75,TD
Virginia Tech,ACC,Georgia Tech,ACC,401013153,4010131535,true,1,27,,2,100,10,30,4,45,11,73,TD
Georgia Tech,ACC,Virginia Tech,ACC,401013153,4010131536,false,2,72,10,2,51,7,15,3,15,6,24,FUMBLE
Georgia Tech,ACC,Virginia Tech,ACC,401013153,4010131537,true,2,12,7,2,0,6,57,,18,2,12,TD
Virginia Tech,ACC,Georgia Tech,ACC,401013153,4010131538,false,2,26,6,2,34,5,35,1,22,3,8,PUNT
Georgia Tech,ACC,Virginia Tech,ACC,401013153,4010131539,true,2,72,5,2,0,1,27,4,8,9,72,TD
Miami,ACC,Boston College,ACC,401013154,4010131541,false,1,73,15,1,56,12,25,2,35,5,17,PUNT
Boston College,ACC,Miami,ACC,401013154,4010131542,true,1,12,12,1,100,8,57,3,28,10,88,TD
Miami,ACC,Boston College,ACC,401013154,4010131543,true,1,44,8,1,0,6,3,2,54,6,44,TD
Boston College,ACC,Miami,ACC,401013154,4010131544,true,1,23,6,1,100,2,50,3,13,10,77,TD
Miami,ACC,Boston College,ACC,401013154,4010131545,false,1,61,2,1,53,1,8,1,42,3,8,PUNT
Boston College,ACC,Miami,ACC,401013154,4010131546,true,1,17,1,2,96,9,4,7,4,21,79,FG
Miami,ACC,Boston College,ACC,401013154,4010131547,true,2,64,9,2,0,4,34,4,30,10,64,TD
Boston College,ACC,Miami,ACC,401013154,4010131548,false,2,29,4,2,43,2,29,2,5,6,14,PUNT
Miami,ACC,Boston College,ACC,401013154,4010131549,false,2,97,2,2,95,2,11,,18,3,2,PUNT
Florida State,ACC,Clemson,ACC,401013155,4010131551,false,1,7,15,1,7,13,39,1,21,3,0,PUNT
Clemson,ACC,Florida State,ACC,401013155,4010131552,false,1,50,13,1,38,12,1,1,38,5,12,PUNT
Florida State,ACC,Clemson,ACC,401013155,4010131553,false,1,20,12,1,25,7,59,4,2,8,5,PUNT
Clemson,ACC,Florida State,ACC,401013155,4010131554,false,1,66,7,1,65,6,18,1,41,3,1,PUNT
Florida State,ACC,Clemson,ACC,401013155,4010131555,false,1,51,6,1,47,4,48,1,30,3,-4,PUNT
Clemson,ACC,Florida State,ACC,401013155,4010131556,false,1,82,4,1,64,1,41,3,7,6,18,PUNT
Florida State,ACC,Clemson,ACC,401013155,4010131557,false,1,15,1,1,19,1,4,,37,3,4,PUNT
Clemson,ACC,Florida State,ACC,401013155,4010131558,true,1,69,1,2,0,13,19,2,45,8,69,TD
Florida State,ACC,Clemson,ACC,401013155,4010131559,false,2,25,13,2,38,11,6,2,13,5,13,PUNT
Pittsburgh,ACC,Duke,ACC,401013156,4010131561,true,1,32,15,1,100,11,4,3,56,8,68,TD
Duke,ACC,Pittsburgh,ACC,401013156,4010131562,true,1,62,11,1,0,7,12,3,52,11,62,TD
Pittsburgh,ACC,Duke,ACC,401013156,4010131563,false,1,25,7,1,29,5,43,1,29,3,4,PUNT
Duke,ACC,Pittsburgh,ACC,401013156,4010131564,false,1,67,5,1,24,3,16,2,27,9,43,DOWNS
Pittsburgh,ACC,Duke,ACC,401013156,4010131565,false,1,24,3,1,29,1,35,1,41,3,5,PUNT
Duke,ACC,Pittsburgh,ACC,401013156,4010131566,true,1,72,1,2,0,11,41,4,54,12,72,TD
Pittsburgh,ACC,Duke,ACC,401013156,4010131567,true,2,14,11,2,91,7,24,4,17,8,77,FG
Duke,ACC,Pittsburgh,ACC,401013156,4010131568,true,2,72,7,2,0,5,38,1,46,5,72,TD
Pittsburgh,ACC,Duke,ACC,401013156,4010131569,true,2,19,5,2,100,4,7,1,31,3,81,TD
Louisville,ACC,Wake Forest,ACC,401013157,4010131571,true,1,25,15,1,100,12,39,2,21,6,75,TD
Wake Forest,ACC,Louisville,ACC,401013157,4010131572,true,1,81,12,1,0,11,1,1,38,6,81,TD
Louisville,ACC,Wake Forest,ACC,401013157,4010131573,false,1,21,11,1,58,8,23,2,38,5,37,PUNT
Wake Forest,ACC,Louisville,ACC,401013157,4010131574,true,1,80,8,1,0,6,16,2,7,8,80,TD
Louisville,ACC,Wake Forest,ACC,401013157,4010131575,false,1,22,6,1,31,4,16,2,,3,9,PUNT
Wake Forest,ACC,Louisville,ACC,401013157,4010131576,true,1,63,4,1,0,2,29,1,47,7,63,TD
Louisville,ACC,Wake Forest,ACC,401013157,4010131577,false,1,21,2,1,67,,,2,29,9,46,DOWNS
Wake Forest,ACC,Louisville,ACC,401013157,4010131578,false,2,67,14,2,60,13,25,1,1,3,7,PUNT
Louisville,ACC,Wake Forest,ACC,401013157,4010131579,true,2,56,13,2,100,9,50,3,35,9,44,TD
Virginia,ACC,North Carolina,ACC,401013158,4010131581,true,1,17,15,1,100,8,13,6,47,13,83,TD
North Carolina,ACC,Virginia,ACC,401013158,4010131582,true,1,75,8,1,0,3,50,4,23,11,75,TD
Virginia,ACC,North Carolina,ACC,401013158,4010131583,true,1,25,3,1,100,,47,3,3,6,75,TD
North Carolina,ACC,Virginia,ACC,401013158,4010131584,false,1,82,,2,74,14,11,1,36,3,8,PUNT
Virginia,ACC,North Carolina,ACC,401013158,4010131585,false,2,40,14,2,40,14,4,,7,1,0,INT
North Carolina,ACC,Virginia,ACC,401013158,4010131586,false,2,84,14,2,80,12,55,1,9,3,4,PUNT
Virginia,ACC,North Carolina,ACC,401013158,4010131587,true,2,43,12,2,80,7,32,5,23,9,37,FG
North Carolina,ACC,Virginia,ACC,401013158,4010131588,true,2,80,7,2,0,5,1,2,31,8,80,TD
Virginia,ACC,North Carolina,ACC,401013158,4010131589,false,2,25,5,2,26,,,5,1,3,1,PUNT
NC State,ACC,Syracuse,ACC,401013159,4010131591,false,1,75,15,1,70,13,51,1,9,3,5,PUNT
Syracuse,ACC,NC State,ACC,401013159,4010131592,true,1,34,13,1,89,10,20,3,31,10,55,FG
NC State,ACC,Syracuse,ACC,401013159,4010131593,true,1,75,10,1,0,9,44,,36,2,75,TD
Syracuse,ACC,NC State,ACC,401013159,4010131594,true,1,12,9,1,100,9,8,,36,2,88,TD
NC State,ACC,Syracuse,ACC,401013159,4010131595,false,1,75,9,1,80,7,38,1,30,3,-5,PUNT
Syracuse,ACC,NC State,ACC,401013159,4010131596,true,1,40,7,1,100,6,8,1,30,4,60,TD
NC State,ACC,Syracuse,ACC,401013159,4010131597,false,1,75,6,1,78,5,22,,46,3,3,Uncategorized
Syracuse,ACC,NC State,ACC,401013159,4010131598,false,1,30,5,1,36,4,2,1,20,4,6,PUNT
Syracuse,ACC,NC State,ACC,401013159,4010131599,false,1,75,4,1,72,3,22,,40,3,3,PUNT
Notre Dame,FBS Independents,Navy,American Athletic,401013189,4010131891,false,1,77,15,1,77,14,46,,14,1,13,FUMBLE
Navy,American Athletic,Notre Dame,FBS Independents,401013189,4010131892,false,1,64,14,1,72,12,46,2,,4,9,DOWNS
Notre Dame,FBS Independents,Navy,American Athletic,401013189,4010131893,true,1,73,12,1,0,9,38,3,8,8,73,TD
Navy,American Athletic,Notre Dame,FBS Independents,401013189,4010131894,false,1,25,9,1,45,6,22,3,16,5,20,PUNT
Notre Dame,FBS Independents,Navy,American Athletic,401013189,4010131895,true,1,80,6,1,0,4,51,1,31,4,80,TD
Navy,American Athletic,Notre Dame,FBS Independents,401013189,4010131896,false,1,25,4,1,50,,53,3,58,6,25,PUNT
