id,offense,offense_conference,defense,defense_conference,offense_score,defense_score,drive_id,period,clock.minutes,clock.seconds,yard_line,down,distance,yards_gained,play_type,play_text
401013049102985304,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304913,2,1,46,45,2,12,-5,Rush,Pooka Williams Jr. run for a loss of 5 yards to the 50 yard line
401013049102985301,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304913,2,1,46,43,1,10,0,Timeout,"Timeout KANSAS, clock 01:46"
401013049102998901,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304913,2,,10,43,4,10,0,Timeout,"Timeout KANSAS, clock 00:10"
401013049102998902,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304913,2,,10,43,4,10,0,Timeout,"Timeout CENTRAL MICH, clock 00:10"
401013049102985303,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304913,2,1,46,48,1,15,3,Rush,Pooka Williams Jr. run for 3 yds to the CMich 45
401013049102974703,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304913,2,2,52,58,2,8,15,Pass Reception,Miles Kendrick pass complete to Kerr Johnson Jr. for 15 yds to the CMich 43 for a 1ST down
401013049103849903,Central Michigan,Mid-American,Kansas,Big 12,0,7,40101304915,3,15,,8,1,10,16,Fumble Recovery (Opponent),"Tony Poljan pass complete to Brandon Childress for 16 yds Brandon Childress fumbled, forced by Shakial Taylor, recovered by Kans Bryce Torneden"
401013049103849902,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304915,3,15,,65,1,10,0,Kickoff,"Liam Jones kickoff for 57 yds, downed at the CMich 8"
401013049103859401,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304916,3,14,5,21,4,7,39,Field Goal Missed,Gabriel Rui 39 yd FG MISSED
401013049103855203,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304916,3,14,47,21,3,7,0,Pass Incompletion,"Peyton Bender pass incomplete to Stephon Robinson, broken up by Trevor Apsey"
401013049103855202,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304916,3,14,47,21,2,7,0,Pass Incompletion,Peyton Bender pass incomplete
401013049103855201,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304916,3,14,47,24,1,10,3,Rush,Dom Williams run for 3 yds to the CMich 21
401013049103859410,Central Michigan,Mid-American,Kansas,Big 12,0,7,40101304917,3,14,5,20,4,11,0,Punt,"Jack Sheldon punt for 45 yds, punt out-of-bounds at the Kans 35"
401013049103859409,Central Michigan,Mid-American,Kansas,Big 12,0,7,40101304917,3,14,5,10,3,21,10,Pass Reception,Tony Poljan pass complete to Jamil Sabbagh for 10 yds to the CMich 20
401013049103859408,Central Michigan,Mid-American,Kansas,Big 12,0,7,40101304917,3,14,5,21,3,10,-11,Penalty,"CENTRAL MICH Penalty, unsportsmanlike conduct (Cameron Cole) to the CMich 10"
401013049103859407,Central Michigan,Mid-American,Kansas,Big 12,0,7,40101304917,3,14,5,21,2,10,0,Rush,Kumehnnu Gwilly run for no gain to the CMich 21
401013049103859402,Central Michigan,Mid-American,Kansas,Big 12,0,7,40101304917,3,14,5,21,1,10,0,Pass Incompletion,Tony Poljan pass incomplete to Brandon Childress
401013049103898602,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304918,3,10,13,3,1,3,-5,Penalty,"KANSAS Penalty, false start (-5 Yards) to the CMich 8"
401013049103898601,Kansas,Big 12,Central Michigan,Mid-American,14,0,40101304918,3,10,13,20,1,10,20,Rushing Touchdown,"Pooka Williams Jr. run for 20 yds for a TD, (Gabriel Rui KICK)"
401013049103869507,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304918,3,13,4,24,3,3,4,Rush,Dom Williams run for 4 yds to the CMich 20 for a 1ST down
401013049103869506,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304918,3,13,4,31,2,10,7,Rush,Dom Williams run for 7 yds to the CMich 24
401013049103869505,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304918,3,13,4,31,1,10,0,Pass Incompletion,Peyton Bender pass incomplete to Steven Sims Jr.
401013049103869504,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304918,3,13,4,36,3,1,5,Penalty,"CENTRAL MICH Penalty, Defensive offside (5 Yards) to the CMich 31 for a 1ST down"
401013049103869503,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304918,3,13,4,38,2,3,2,Rush,Khalil Herbert run for 2 yds to the CMich 36
401013049103869502,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304918,3,13,4,45,1,10,7,Rush,Khalil Herbert run for 7 yds to the CMich 38
401013049103869501,Kansas,Big 12,Central Michigan,Mid-American,7,0,40101304918,3,13,4,65,1,10,20,Pass Reception,Peyton Bender pass complete to Kerr Johnson Jr. for 20 yds to the CMich 45 for a 1ST down
401013049103898604,Kansas,Big 12,Central Michigan,Mid-American,14,0,40101304919,3,10,13,65,1,0,29,Kickoff,"Liam Jones kickoff for 52 yds , Kobe Lewis return for 29 yds to the CMich 42"
401013049103898608,Central Michigan,Mid-American,Kansas,Big 12,0,14,40101304919,3,10,13,39,3,13,1,Pass Interception Return,Tony Poljan pass intercepted Joe Dineen Jr. return for 1 yd to the Kans 48
401013049103898607,Central Michigan,Mid-American,Kansas,Big 12,0,14,40101304919,3,10,13,39,2,13,0,Pass Incompletion,Tony Poljan pass incomplete to Jonathan Ward
401013049103898606,Central Michigan,Mid-American,Kansas,Big 12,0,14,40101304919,3,10,13,37,1,15,2,Rush,Jonathan Ward run for 2 yds to the CMich 39
401013049103898605,Central Michigan,Mid-American,Kansas,Big 12,0,14,40101304919,3,10,13,42,1,10,-5,Penalty,"CENTRAL MICH Penalty, delay of game (-5 Yards) to the CMich 37"
401013049103914101,Kansas,Big 12,Central Michigan,Mid-American,21,0,40101304920,3,8,58,41,1,10,41,Rushing Touchdown,"Pooka Williams Jr. run for 41 yds for a TD, (Gabriel Rui KICK)"
401013049103906901,Kansas,Big 12,Central Michigan,Mid-American,14,0,40101304920,3,9,30,52,1,10,11,Pass Reception,Peyton Bender pass complete to Steven Sims Jr. for 11 yds to the CMich 41 for a 1ST down
401013049103939001,Central Michigan,Mid-American,Kansas,Big 12,7,21,40101304921,3,6,9,69,2,12,31,Passing Touchdown,"Tony Poljan pass complete to Jamil Sabbagh for 31 yds for a TD, (Michael Armstrong KICK)"
