id,offense,offense_conference,defense,defense_conference,offense_score,defense_score,drive_id,period,clock.minutes,clock.seconds,yard_line,down,distance,yards_gained,play_type,play_text
401056696101857601,Northern Illinois,Mid-American,Buffalo,Mid-American,0,0,4010566961,1,14,23,62,1,10,0,Pass Incompletion,Marcus Childers pass incomplete to Spencer Tears
401056696101858601,Northern Illinois,Mid-American,Buffalo,Mid-American,0,0,4010566961,1,14,13,62,2,10,2,Rush,Jordan Nettles run for 2 yds to the NoIll 40
401056696101865401,Northern Illinois,Mid-American,Buffalo,Mid-American,0,0,4010566961,1,13,45,60,3,8,10,Pass Reception,Marcus Childers pass complete to Dennis Robinson for 10 yds to the 50 yard line for a 1ST down
401056696101867501,Northern Illinois,Mid-American,Buffalo,Mid-American,0,0,4010566961,1,13,24,50,1,10,1,Rush,Tre Harbison run for 1 yd to the Buff 49
401056696101874401,Northern Illinois,Mid-American,Buffalo,Mid-American,0,0,4010566961,1,12,55,49,2,9,5,Rush,Marcus Childers run for 5 yds to the Buff 44
401056696101877401,Northern Illinois,Mid-American,Buffalo,Mid-American,0,0,4010566961,1,12,25,44,3,4,0,Pass Incompletion,Marcus Childers pass incomplete to Jauan Wesley
401056696101878201,Northern Illinois,Mid-American,Buffalo,Mid-American,0,0,4010566961,1,12,17,44,4,4,0,Punt,"Matt Ference punt for 38 yds, downed at the Buff 6"
401056696101849902,Buffalo,Mid-American,Northern Illinois,Mid-American,0,0,4010566961,1,15,,35,1,10,0,Kickoff,Adam Mitcheson kickoff for 65 yds for a touchback
401056696101854601,Northern Illinois,Mid-American,Buffalo,Mid-American,0,0,4010566961,1,14,53,75,1,10,7,Pass Reception,Marcus Childers pass complete to Mitchell Brinkman for 7 yds to the NoIll 32
401056696101855901,Northern Illinois,Mid-American,Buffalo,Mid-American,0,0,4010566961,1,14,40,68,2,3,6,Rush,Jordan Nettles run for 6 yds to the NoIll 38 for a 1ST down
401056696101909701,Buffalo,Mid-American,Northern Illinois,Mid-American,0,0,4010566962,1,9,2,75,2,4,0,Rush,Kevin Marks run for no gain to the NoIll 25
401056696101924401,Buffalo,Mid-American,Northern Illinois,Mid-American,0,0,4010566962,1,7,55,78,4,1,2,Rush,Kevin Marks run for 2 yds to the NoIll 20 for a 1ST down
401056696101927801,Buffalo,Mid-American,Northern Illinois,Mid-American,0,0,4010566962,1,7,21,80,1,10,15,Penalty,"NORTHERNIL Penalty, Defensive Pass Interference (15 Yards) to the NoIll 5 for a 1ST down"
401056696101928901,Buffalo,Mid-American,Northern Illinois,Mid-American,0,0,4010566962,1,7,10,95,1,5,2,Rush,Kevin Marks run for 2 yds to the NoIll 3
401056696101936101,Buffalo,Mid-American,Northern Illinois,Mid-American,7,0,4010566962,1,6,38,97,2,3,3,Rushing Touchdown,Kevin Marks run for 3 yds for a TD (Alex McNulty KICK)
401056696101886901,Buffalo,Mid-American,Northern Illinois,Mid-American,0,0,4010566962,1,11,30,18,2,10,16,Rush,Jaret Patterson run for 16 yds to the Buff 34 for a 1ST down
401056696101885801,Buffalo,Mid-American,Northern Illinois,Mid-American,0,0,4010566962,1,11,41,18,1,10,0,Pass Incompletion,Tyree Jackson pass incomplete to Anthony Johnson
