id,offense,offense_conference,defense,defense_conference,offense_score,defense_score,drive_id,period,clock.minutes,yard_line,down,distance,yards_gained,play_type,play_text
401012300101849902,Arkansas,SEC,Alabama,SEC,0,0,4010123001,1,15,35,1,10,10,Kickoff,"Connor Limpert kickoff for 51 yds , Josh Jacobs return for 10 yds to the Alab 24"
401012300101856001,Alabama,SEC,Arkansas,SEC,7,0,4010123001,1,14,76,1,10,76,Passing Touchdown,"Tua Tagovailoa pass complete to Irv Smith Jr. for 76 yds for a TD, (Joseph Bulovas KICK)"
401012300101856401,Arkansas,SEC,Alabama,SEC,0,7,4010123002,1,14,25,1,10,0,Pass Incompletion,Ty Storey pass incomplete to Cheyenne O'Grady
401012300101859901,Arkansas,SEC,Alabama,SEC,0,7,4010123002,1,14,25,2,10,8,Pass Reception,Ty Storey pass complete to Cheyenne O'Grady for 8 yds to the Ark 33
401012300101865901,Arkansas,SEC,Alabama,SEC,0,7,4010123002,1,13,33,3,2,10,Pass Reception,Ty Storey pass complete to Grayson Gunter for 10 yds to the Ark 43 for a 1ST down
401012300101868401,Arkansas,SEC,Alabama,SEC,0,7,4010123002,1,13,43,1,10,5,Rush,Rakeem Boyd run for 5 yds to the Ark 48
401012300101869901,Arkansas,SEC,Alabama,SEC,0,7,4010123002,1,13,48,2,5,-1,Pass Reception,Ty Storey pass complete to Rakeem Boyd for a loss of 1 yard to the Ark 47
401012300101878401,Arkansas,SEC,Alabama,SEC,0,7,4010123002,1,12,47,3,6,8,Pass Reception,Ty Storey pass complete to Austin Cantrell for 8 yds to the Alab 45 for a 1ST down
401012300101886401,Arkansas,SEC,Alabama,SEC,0,7,4010123002,1,11,55,1,10,4,Pass Reception,Ty Storey pass complete to Michael Woods for 4 yds to the Alab 41
401012300101889801,Arkansas,SEC,Alabama,SEC,0,7,4010123002,1,11,59,2,6,0,Pass Incompletion,Ty Storey pass incomplete to Jordan Jones
401012300101856003,Alabama,SEC,Arkansas,SEC,7,0,4010123002,1,14,65,1,10,0,Kickoff,Joseph Bulovas kickoff for 65 yds for a touchback
401012300101894801,Arkansas,SEC,Alabama,SEC,0,7,4010123002,1,10,59,3,6,-4,Sack,"Ty Storey sacked by Isaiah Buggs for a loss of 4 yards to the Alab 45 Ty Storey fumbled, forced by Isaiah Buggs, recovered by Alab Isaiah Buggs , return for 0 yards"
401012300101895401,Alabama,SEC,Arkansas,SEC,7,0,4010123003,1,10,60,1,15,1,Rush,Damien Harris run for 1 yd to the Alab 41
401012300101899801,Alabama,SEC,Arkansas,SEC,14,0,4010123003,1,10,59,2,14,12,Pass Reception,"Tua Tagovailoa pass complete to Irv Smith Jr. for 47 yds, fumble recovered by Henry Ruggs III , for a 12 yd TD, (Joseph Bulovas KICK)"
401012300101894802,Alabama,SEC,Arkansas,SEC,7,0,4010123003,1,10,55,1,10,-5,Penalty,"ALABAMA Penalty, False Start (-5 Yards) to the Alab 40"
401012300101906901,Arkansas,SEC,Alabama,SEC,0,14,4010123004,1,9,23,2,12,6,Pass Reception,Ty Storey pass complete to Rakeem Boyd for 6 yds to the Ark 29
401012300101917001,Arkansas,SEC,Alabama,SEC,0,14,4010123004,1,8,29,4,6,0,Punt,"Matthew Phillips punt for 47 yds, downed at the Alab 24"
401012300101899901,Arkansas,SEC,Alabama,SEC,0,14,4010123004,1,10,25,1,10,-2,Rush,Ty Storey run for a loss of 2 yards to the Ark 23
401012300101899803,Alabama,SEC,Arkansas,SEC,14,0,4010123004,1,10,65,2,14,0,Kickoff,Joseph Bulovas kickoff for 62 yds for a touchback
401012300101909401,Arkansas,SEC,Alabama,SEC,0,14,4010123004,1,9,29,3,6,0,Pass Incompletion,Ty Storey pass incomplete to Jordan Jones
401012300101944401,Alabama,SEC,Arkansas,SEC,14,0,4010123005,1,5,3,1,3,2,Rush,Josh Jacobs run for 2 yds to the Ark 1
401012300101946101,Alabama,SEC,Arkansas,SEC,21,0,4010123005,1,5,1,2,0,1,Rushing Touchdown,"Josh Jacobs run for 1 yd for a TD, (Joseph Bulovas KICK)"
401012300101919901,Alabama,SEC,Arkansas,SEC,14,0,4010123005,1,8,71,2,5,27,Rush,Jalen Hurts run for 27 yds to the Ark 44 for a 1ST down
401012300101918401,Alabama,SEC,Arkansas,SEC,14,0,4010123005,1,8,76,1,10,5,Rush,Jalen Hurts run for 5 yds to the Alab 29
401012300101926901,Alabama,SEC,Arkansas,SEC,14,0,4010123005,1,7,44,1,10,13,Rush,Damien Harris run for 13 yds to the Ark 31 for a 1ST down
401012300101934601,Alabama,SEC,Arkansas,SEC,14,0,4010123005,1,6,31,1,10,13,Pass Reception,Tua Tagovailoa pass complete to Damien Harris for 13 yds to the Ark 18 for a 1ST down
401012300101937701,Alabama,SEC,Arkansas,SEC,14,0,4010123005,1,6,18,1,10,0,Pass Incompletion,Tua Tagovailoa pass incomplete to Irv Smith Jr.
401012300101939901,Alabama,SEC,Arkansas,SEC,14,0,4010123005,1,6,18,2,10,15,Pass Reception,Tua Tagovailoa pass complete to Jerry Jeudy for 15 yds to the Ark 3 for a 1ST down
401012300101946901,Arkansas,SEC,Alabama,SEC,0,21,4010123006,1,5,25,1,10,0,Rush,Rakeem Boyd run for no gain to the Ark 25
401012300101946103,Alabama,SEC,Arkansas,SEC,21,0,4010123006,1,5,65,2,8,0,Kickoff,Joseph Bulovas kickoff for 63 yds for a touchback
401012300101949401,Arkansas,SEC,Alabama,SEC,0,21,4010123006,1,5,25,2,10,21,Pass Reception,Ty Storey pass complete to Rakeem Boyd for 21 yds to the Ark 46 for a 1ST down
401012300101955901,Arkansas,SEC,Alabama,SEC,0,21,4010123006,1,4,46,1,10,4,Rush,Rakeem Boyd run for 4 yds to the 50 yard line
401012300101959901,Arkansas,SEC,Alabama,SEC,0,21,4010123006,1,4,50,2,6,11,Pass Reception,Ty Storey pass complete to Cheyenne O'Grady for 11 yds to the Alab 39 for a 1ST down
