id,offense,offense_conference,defense,defense_conference,offense_score,defense_score,drive_id,period,clock.minutes,yard_line,down,distance,yards_gained,play_type,play_text
401012313101849901,Tulsa,American Athletic,Arkansas,SEC,0,0,4010123131,1,15,65,1,10,0,Kickoff,John Parker Romo kickoff for 65 yds for a touchback
401012313101849902,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123131,1,15,25,1,10,0,Fumble Recovery (Own),"Rakeem Boyd run for no gain to the Ark 29 Rakeem Boyd fumbled, forced by Trevis Gipson,"
401012313101849903,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123131,1,15,29,2,6,16,Rush,Rakeem Boyd run for 16 yds to the Ark 45 for a 1ST down
401012313101849904,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123131,1,15,45,1,10,-15,Penalty,"ARKANSAS Penalty, personal foul (-15 Yards) to the Ark 30"
401012313101849905,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123131,1,15,30,1,10,5,Pass Reception,Connor Noland pass complete to Rakeem Boyd for 5 yds to the Ark 35
401012313101849906,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123131,1,15,35,2,5,1,Rush,Rakeem Boyd run for 1 yd to the Ark 36
401012313101849907,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123131,1,15,36,3,4,18,Pass Interception Return,Connor Noland pass intercepted McKinley Whitfield return for 18 yds to the Ark 23
401012313101876101,Tulsa,American Athletic,Arkansas,SEC,0,0,4010123132,1,12,23,1,10,7,Rush,Shamari Brooks run for 7 yds to the Ark 16
401012313101876102,Tulsa,American Athletic,Arkansas,SEC,0,0,4010123132,1,12,16,2,3,2,Rush,Shamari Brooks run for 2 yds to the Ark 14
401012313101876103,Tulsa,American Athletic,Arkansas,SEC,0,0,4010123132,1,12,14,3,1,3,Rush,Shamari Brooks run for 3 yds to the Ark 11 for a 1ST down
401012313101876104,Tulsa,American Athletic,Arkansas,SEC,0,0,4010123132,1,12,11,1,10,0,Rush,Shamari Brooks run for no gain to the Ark 11
401012313101876105,Tulsa,American Athletic,Arkansas,SEC,0,0,4010123132,1,12,11,2,10,-1,Rush,Shamari Brooks run for a loss of 1 yard to the Ark 12
401012313101898601,Tulsa,American Athletic,Arkansas,SEC,0,0,4010123132,1,10,12,3,11,0,Timeout,"Timeout TULSA, clock 10:13"
401012313101898602,Tulsa,American Athletic,Arkansas,SEC,0,0,4010123132,1,10,12,3,11,0,Pass Incompletion,Seth Boomer pass incomplete
401012313101899601,Tulsa,American Athletic,Arkansas,SEC,0,0,4010123132,1,10,12,4,11,28,Field Goal Missed,Nathan Walker 28 yd FG MISSED
401012313101899602,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123133,1,10,20,1,10,9,Rush,Rakeem Boyd run for 9 yds to the Ark 29
401012313101899603,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123133,1,10,29,2,1,3,Rush,Rakeem Boyd run for 3 yds to the Ark 32 for a 1ST down
401012313101899604,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123133,1,10,32,1,10,-4,Rush,Rakeem Boyd run for a loss of 4 yards to the Ark 28
401012313101899605,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123133,1,10,28,2,14,4,Rush,Connor Noland run for 4 yds to the Ark 32
401012313101899606,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123133,1,10,32,3,10,10,Pass Reception,Connor Noland pass complete to Jordan Jones for 10 yds to the Ark 42 for a 1ST down
401012313101899607,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123133,1,10,42,1,10,2,Rush,Connor Noland run for 2 yds to the Ark 44
401012313101899608,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123133,1,10,44,2,8,5,Pass Reception,Connor Noland pass complete to Jordan Jones for 5 yds to the Ark 49
401012313101899609,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123133,1,10,49,3,3,0,Pass Incompletion,"Connor Noland pass incomplete, broken up by McKinley Whitfield"
401012313101899610,Arkansas,SEC,Tulsa,American Athletic,0,0,4010123133,1,10,49,4,3,0,Punt,"Reid Bauer punt for 36 yds, punt out-of-bounds at the Tulsa 15"
401012313101939601,Tulsa,American Athletic,Arkansas,SEC,0,0,4010123134,1,6,85,1,10,5,Rush,Corey Taylor II run for 5 yds to the Tulsa 20
